SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	GradeTested	ReadingTotalWASLTested	ReadingMetStandardIncludingPrevPass	ReadingPercentMetStandardIncludingPrevPass	ReadingMetStandardWithoutPrevPass	ReadingPercentMetStandardWithoutPrevPass	ReadingPercentMetStandardExcludingNoScore	ReadingLevel1	ReadingPercentLevel1	ReadingLevel2	ReadingPercentLevel2	ReadingLevelBasic	ReadingPercentLevelBasic	ReadingLevel3	ReadingPercentLevel3	ReadingLevel4	ReadingPercentLevel4	ReadingNoScore	ReadingPercentNoScore	ReadingNotMet	ReadingPercentNotMet	ReadingExcusedAbsence	ReadingExempted	ReadingWAASPORT	ReadingWAASDAW	MathTotalWASLTested	MathMetStandardIncludingPrevPass	MathPercentMetStandardIncludingPrevPass	MathMetStandardWithoutPrevPass	MathPercentMetStandardWithoutPrevPass	MathPercentMetStandardExcludingNoScore	MathLevel1	MathPercentLevel1	MathLevel2	MathPercentLevel2	MathLevelBasic	MathPercentLevelBasic	MathLevel3	MathPercentLevel3	MathLevel4	MathPercentLevel4	MathNoScore	MathPercentNoScore	MathNotMet	MathPercentNotMet	MathExcusedAbsence	MathExempted	MathWAASPORT	MathWAASDAW	WritingTotalWASLTested	WritingMetStandardIncludingPrevPass	WritingPercentMetStandardIncludingPrevPass	WritingMetStandardWithoutPrevPass	WritingPercentMetStandardWithoutPrevPass	WritingPercentMetStandardExcludingNoScore	WritingLevel1	WritingPercentLevel1	WritingLevel2	WritingPercentLevel2	WritingLevelBasic	WritingPercentLevelBasic	WritingLevel3	WritingPercentLevel3	WritingLevel4	WritingPercentLevel4	WritingNoScore	WritingPercentNoScore	WritingNotMet	WritingPercentNotMet	WritingExcusedAbsence	WritingExempted	WritingWAASPORT	WritingWAASDAW	ScienceTotalWASLTested	ScienceMetStandardIncludingPrevPass	SciencePercentMetStandardIncludingPrevPass	ScienceMetStandardWithoutPrevPass	SciencePercentMetStandardWithoutPrevPass	SciencePercentMetStandardExcludingNoScore	ScienceLevel1	SciencePercentLevel1	ScienceLevel2	SciencePercentLevel2	ScienceLevelBasic	SciencePercentLevelBasic	ScienceLevel3	SciencePercentLevel3	ScienceLevel4	SciencePercentLevel4	ScienceNoScore	SciencePercentNoScore	ScienceNotMet	SciencePercentNotMet	ScienceExcusedAbsence	ScienceExempted	ScienceWAASPORT	ScienceWAASDAW	ReadingLevelIndex	MathLevelIndex
2008-09	Educational Service District 112	06	Clark	06114	Evergreen School District (Clark)	4587	Columbia Valley Elementary	5	98	82	82.8	82	82.8	83.7	4	4.0	12	12.1	1	1.0	28	28.3	53	53.5	1	1.0	17	17.2	0	0	0	0	98	72	72.7	72	72.7	73.5	12	12.1	14	14.1	0	0.0	28	28.3	44	44.4	1	1.0	27	27.3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98	62	62.6	62	62.6	63.3	11	11.1	25	25.3	0	0.0	50	50.5	12	12.1	1	1.0	37	37.4	0	0	0	0	3.27	3.03
2008-09	Educational Service District 123	11	Franklin	11001	Pasco School District	4595	Maya Angelou Elementary	3	137	84	60.0	84	60.0	61.3	22	15.7	31	22.1	0	0.0	31	22.1	53	37.9	3	2.1	56	40.0	0	0	3	0	139	73	52.1	73	52.1	52.5	33	23.6	33	23.6	0	0.0	51	36.4	22	15.7	1	0.7	67	47.9	0	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.78	2.43
2008-09	Educational Service District 123	11	Franklin	11001	Pasco School District	4595	Maya Angelou Elementary	4	133	83	62.4	83	62.4	62.4	13	9.8	37	27.8	0	0.0	55	41.4	28	21.1	0	0.0	50	37.6	0	0	0	0	133	44	33.1	44	33.1	33.1	52	39.1	37	27.8	0	0.0	26	19.5	18	13.5	0	0.0	89	66.9	0	0	0	0	133	68	51.1	68	51.1	51.1	20	15.0	45	33.8	0	0.0	47	35.3	21	15.8	0	0.0	65	48.9	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.74	2.08
2008-09	Educational Service District 123	11	Franklin	11001	Pasco School District	4595	Maya Angelou Elementary	5	86	58	67.4	58	67.4	67.4	6	7.0	22	25.6	0	0.0	41	47.7	17	19.8	0	0.0	28	32.6	0	0	0	0	86	41	47.7	41	47.7	47.7	26	30.2	19	22.1	0	0.0	21	24.4	20	23.3	0	0.0	45	52.3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86	17	19.8	17	19.8	19.8	29	33.7	40	46.5	0	0.0	15	17.4	2	2.3	0	0.0	69	80.2	0	0	0	0	2.80	2.41
2008-09	Educational Service District 123	11	Franklin	11001	Pasco School District	4595	Maya Angelou Elementary	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Puget Sound Educational Service District 121	17	King	17411	Issaquah School District	4592	Newcastle Elementary School	3	81	71	86.6	71	86.6	87.7	2	2.4	8	9.8	0	0.0	23	28.0	48	58.5	1	1.2	11	13.4	0	0	0	0	81	73	90.1	73	90.1	90.1	4	4.9	4	4.9	0	0.0	29	35.8	44	54.3	0	0.0	8	9.9	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.40	3.40
2008-09	Puget Sound Educational Service District 121	17	King	17411	Issaquah School District	4592	Newcastle Elementary School	4	79	68	86.1	68	86.1	86.1	1	1.3	10	12.7	0	0.0	38	48.1	30	38.0	0	0.0	11	13.9	0	0	0	0	79	61	77.2	61	77.2	77.2	7	8.9	11	13.9	0	0.0	8	10.1	53	67.1	0	0.0	18	22.8	0	0	0	0	78	66	83.5	66	83.5	84.6	2	2.5	10	12.7	0	0.0	22	27.8	44	55.7	1	1.3	13	16.5	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.23	3.35
2008-09	Puget Sound Educational Service District 121	17	King	17411	Issaquah School District	4592	Newcastle Elementary School	5	78	67	85.9	67	85.9	85.9	1	1.3	10	12.8	0	0.0	24	30.8	43	55.1	0	0.0	11	14.1	0	1	0	0	78	68	87.2	68	87.2	87.2	4	5.1	6	7.7	0	0.0	12	15.4	56	71.8	0	0.0	10	12.8	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78	52	66.7	52	66.7	66.7	4	5.1	22	28.2	0	0.0	37	47.4	15	19.2	0	0.0	26	33.3	0	1	0	0	3.40	3.54
2008-09	North Central Educational Service District 171	13	Grant	13165	Ephrata School District	1971	Sage Hills High School	10	11	9	56.3	9	56.3	81.8	2	12.5	0	0.0	0	0.0	5	31.3	4	25.0	5	31.3	7	43.8	3	1	0	0	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	8	47.1	8	47.1	66.7	0	0.0	4	23.5	0	0.0	7	41.2	1	5.9	5	29.4	9	52.9	2	1	0	0	10	0	0.0	0	0.0	0.0	8	44.4	2	11.1	0	0.0	0	0.0	0	0.0	8	44.4	18	100.0	1	1	0	0	2.06	NA
2008-09	Puget Sound Educational Service District 121	17	King	17401	Highline School District	1972	New Start	10	17	14	45.2	6	26.1	35.3	4	17.4	7	30.4	0	0.0	4	17.4	2	8.7	6	26.1	17	73.9	2	11	0	0	22	3	9.1	2	6.3	9.1	18	56.3	2	6.3	0	0.0	2	6.3	0	0.0	10	31.3	30	93.8	0	4	0	0	13	24	77.4	10	58.8	76.9	1	5.9	2	11.8	0	0.0	7	41.2	3	17.6	4	23.5	7	41.2	3	16	0	0	17	1	3.2	1	3.2	5.9	14	45.2	2	6.5	0	0.0	1	3.2	0	0.0	14	45.2	30	96.8	2	3	0	0	1.65	0.88
2008-09	Educational Service District 105	19	Kittitas	19404	Cle Elum-Roslyn School District	1987	Swiftwater Learning Center	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Educational Service District 105	19	Kittitas	19404	Cle Elum-Roslyn School District	1987	Swiftwater Learning Center	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Educational Service District 105	19	Kittitas	19404	Cle Elum-Roslyn School District	1987	Swiftwater Learning Center	5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Educational Service District 105	19	Kittitas	19404	Cle Elum-Roslyn School District	1987	Swiftwater Learning Center	6	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Educational Service District 105	19	Kittitas	19404	Cle Elum-Roslyn School District	1987	Swiftwater Learning Center	7	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Educational Service District 105	19	Kittitas	19404	Cle Elum-Roslyn School District	1987	Swiftwater Learning Center	8	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Educational Service District 105	19	Kittitas	19404	Cle Elum-Roslyn School District	1987	Swiftwater Learning Center	10	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Educational Service District 113	21	Lewis	21300	Onalaska School District	1990	Carlisle Lake Alt School Youth Center	8	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Educational Service District 113	21	Lewis	21300	Onalaska School District	1990	Carlisle Lake Alt School Youth Center	10	13	4	30.8	4	30.8	30.8	5	38.5	4	30.8	0	0.0	4	30.8	0	0.0	0	0.0	9	69.2	1	0	0	0	10	0	0.0	0	0.0	0.0	9	69.2	1	7.7	0	0.0	0	0.0	0	0.0	3	23.1	13	100.0	1	0	0	0	12	7	58.3	7	58.3	58.3	0	0.0	5	41.7	0	0.0	5	41.7	2	16.7	0	0.0	5	41.7	2	0	0	0	10	0	0.0	0	0.0	0.0	10	83.3	0	0.0	0	0.0	0	0.0	0	0.0	2	16.7	12	100.0	2	0	0	0	1.92	0.85
2008-09	Puget Sound Educational Service District 121	17	King	17401	Highline School District	3553	Aviation High School	10	52	104	99.0	51	98.1	98.1	0	0.0	1	1.9	0	0.0	19	36.5	32	61.5	0	0.0	1	1.9	3	53	0	0	72	90	87.4	59	81.9	81.9	5	6.9	8	11.1	0	0.0	36	50.0	23	31.9	0	0.0	13	18.1	5	31	0	0	53	103	100.0	53	100.0	100.0	0	0.0	0	0.0	0	0.0	17	32.1	36	67.9	0	0.0	0	0.0	5	50	0	0	104	92	87.6	92	87.6	88.5	2	1.9	10	9.5	0	0.0	79	75.2	13	12.4	1	1.0	13	12.4	3	0	0	0	3.60	3.07
2008-09	Northwest Educational Service District 189	37	Whatcom	37504	Lynden School District	1983	Lynden Academy	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Northwest Educational Service District 189	37	Whatcom	37504	Lynden School District	1983	Lynden Academy	4	10	6	60.0	6	60.0	60.0	0	0.0	4	40.0	0	0.0	5	50.0	1	10.0	0	0.0	4	40.0	1	0	0	0	10	3	30.0	3	30.0	30.0	5	50.0	2	20.0	0	0.0	2	20.0	1	10.0	0	0.0	7	70.0	1	0	0	0	10	2	20.0	2	20.0	20.0	3	30.0	5	50.0	0	0.0	1	10.0	1	10.0	0	0.0	8	80.0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.70	1.90
2008-09	Northwest Educational Service District 189	37	Whatcom	37504	Lynden School District	1983	Lynden Academy	5	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Northwest Educational Service District 189	37	Whatcom	37504	Lynden School District	1983	Lynden Academy	6	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Northwest Educational Service District 189	37	Whatcom	37504	Lynden School District	1983	Lynden Academy	7	12	8	66.7	8	66.7	66.7	0	0.0	4	33.3	0	0.0	5	41.7	3	25.0	0	0.0	4	33.3	1	0	0	0	12	5	41.7	5	41.7	41.7	4	33.3	3	25.0	0	0.0	4	33.3	1	8.3	0	0.0	7	58.3	1	0	0	0	12	11	91.7	11	91.7	91.7	0	0.0	1	8.3	0	0.0	8	66.7	3	25.0	0	0.0	1	8.3	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.92	2.17
2008-09	Northwest Educational Service District 189	37	Whatcom	37504	Lynden School District	1983	Lynden Academy	8	14	4	28.6	4	28.6	28.6	3	21.4	7	50.0	0	0.0	4	28.6	0	0.0	0	0.0	10	71.4	1	0	0	0	13	2	15.4	2	15.4	15.4	7	53.8	4	30.8	0	0.0	2	15.4	0	0.0	0	0.0	11	84.6	2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	2	14.3	2	14.3	14.3	6	42.9	6	42.9	0	0.0	2	14.3	0	0.0	0	0.0	12	85.7	1	0	0	0	2.07	1.62
2008-09	Northwest Educational Service District 189	37	Whatcom	37504	Lynden School District	1983	Lynden Academy	10	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	2	18.2	2	18.2	20.0	7	63.6	1	9.1	0	0.0	1	9.1	1	9.1	1	9.1	9	81.8	0	0	0	0	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45
2008-09	Northwest Educational Service District 189	37	Whatcom	37503	Blaine School District	5021	Blaine Home Connections	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Northwest Educational Service District 189	37	Whatcom	37503	Blaine School District	5021	Blaine Home Connections	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Northwest Educational Service District 189	37	Whatcom	37503	Blaine School District	5021	Blaine Home Connections	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Northwest Educational Service District 189	37	Whatcom	37503	Blaine School District	5021	Blaine Home Connections	6	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Northwest Educational Service District 189	37	Whatcom	37503	Blaine School District	5021	Blaine Home Connections	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Northwest Educational Service District 189	37	Whatcom	37503	Blaine School District	5021	Blaine Home Connections	8	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Northwest Educational Service District 189	37	Whatcom	37503	Blaine School District	5021	Blaine Home Connections	10	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Northwest Educational Service District 189	31	Snohomish	31401	Stanwood-Camano School District	5004	Saratoga School	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Northwest Educational Service District 189	31	Snohomish	31401	Stanwood-Camano School District	5004	Saratoga School	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Northwest Educational Service District 189	31	Snohomish	31401	Stanwood-Camano School District	5004	Saratoga School	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
