BuildingNumber	GradeTested	ReadingPercentMet	MathPercentMet	WritingPercentMet	SciencePercentMet
3829	6				
3829	7				
3829	8				
3829	10				
4013	3	70.8	55.2		
4013	4	69.1	43.2	46.9	
4013	5	66.7	60		52.2
4013	6	60.4	54.7		
4329	3	53.6	53.6		
4329	4	76.1	40.8	70.4	
4329	5	57.7	57.7		39.7
4329	6	64.8	64.8		
4511	7	64.3	51.1	76.4	
4511	8	62.9	43.1		68.2
3405	3	80	80		
3405	4				
3405	5				
3405	6				
3405	7				
3405	8				
3459	3				
3459	4				
3459	5				
3459	6				
3406	3				
3406	4				
3406	5				
3406	6				
3406	7				
3406	8				
2882	3	67.2	67.2		
2882	4	61.4	31.6	43.9	
2882	5	72.9	54.3		51.4
2882	6	73.2	63.4		
3119	10	84		80	
3800	7	57.7	32.4	40.8	
3800	8	60.3	50		51.5
1665	5				
2065	3	54.8	52.4		
2065	4	56.3	43.8	58.3	
2065	5	64	60		68
2126	10	77.9		78.7	
2364	6	64.4	56		
2364	7	64.7	40.9	70.1	
2364	8	63	44.4		59.1
2545	3	76.3	80		
2545	4	85.7	77.8	71.4	
2545	5	80.3	80.3		88.7
2669	3	63.5	61.3		
2669	4	78.1	73.4	76.6	
2669	5	66.7	69.6		42
2751	3	59.1	58.5		
2751	4	79.1	55.8	65.1	
2751	5	64.8	60		62.3
2752	3	73.4	71.9		
2752	4	68.2	56.1	50	
2752	5	77.6	73.7		75
2811	3	52.8	48.6		
2811	4	67.1	53.2	48.1	
2811	5	61.3	69.4		71
2883	3	23.4	37.5		
2883	4	46.3	44.8	34.3	
2883	5	30.6	42.5		34.2
3002	3	76.4	78.7		
3002	4	77.8	80.2	66.7	
3002	5	81.7	82.9		78
3184	3	62.8	48.9		
3184	4	55.7	41.9	41.9	
3184	5	70.6	65.9		57.6
3253	6	80.9	64		
3253	7	76	59.3	83.8	
3253	8	73	66.1		76.7
3407	8				
3407	10	82.4		87.8	
3533	3	66.3	68.5		
3533	4	75.3	61.7	72	
3533	5	80.7	74.7		81.9
3686	3	58	67		
3686	4	74	62.3	68.8	
3686	5	74	67.5		64.9
3752	6	81.2	67		
3752	7	80.2	58.1	79.5	
3752	8	78.9	66.4		79.6
4125	3	75.5	79.5		
4125	4	85.6	70.8	57.7	
4125	5	83.5	80.4		87.6
4137	10	64.9		84.2	
4298	3	75.3	75.3		
4298	4	89	76.7	78.1	
4298	5	94.3	88.6		81.4
4316	3	91.5	92.3		
4316	4	95.5	90.4	92	
4316	5	88.2	89.1		83.6
4334	5				
4334	6	82.5	72.9		
4334	7	84.2	70	90.6	
4334	8	86.9	77.4		86
4382	3	95.1	97.5		
4382	4	97.9	96.8	97.9	
4382	5	96.1	97.1		99
4437	5				
4437	6	87.8	79.8		
4437	7	87.9	77.8	90	
4437	8	87.8	85.4		90.7
4438	10	91.6		95	
4530	3	79.8	70.2		
4530	4	82.8	72.7	63.3	
4530	5	76.7	79.2		75.8
1753	3				
1753	4				
1753	5				
1753	6				
1753	7				
1753	8	58.8	41.2		70.6
1753	10	93.3		87.5	
2426	10	86		92	
2884	3	77.6	70.4		
2884	4	84.4	67.7	72.9	
2884	5	77.1	72.4		77.1
2885	3	74.3	81		
2885	4	68.2	58.9	63.6	
2885	5	72.7	80		78.2
3408	6	62	68.1		
3408	7	69.6	65	64.4	
3408	8				
3753	3	80.8	77.6		
3753	4	81.8	78.2	72.7	
3753	5	86.7	80.4		83.2
4139	6	75.4	81.9		
4139	7	75.2	76.8	82.7	
4391	3	71.5	77.2		
4391	4	77	67	67	
4391	5	79.4	71.6		80.4
4392	3	71.8	78.6		
4392	4	78.9	66.2	73.2	
4392	5	87.1	78.5		90.3
4534	3	87.6	89.5		
4534	4	85.9	77.4	77.4	
4534	5	81.7	86.5		77.9
2886	3	59.6	71.9		
2886	4	69.9	50.9	51.3	
2886	5	81.6	71.6		76.5
3120	6	79.6	60		
3120	7	82.3	63.8	79.5	
3120	8	74.8	58.5		75.2
3121	3	65.6	62.2		
3121	4	65.9	53.7	41.5	
3121	5	77	53		69
3687	3	73.4	74.7		
3687	4	67.7	55.4	61.5	
3687	5	75	72.5		62.5
3688	10	79.5		89	
4164	3	85.8	84		
4164	4	90.8	86.2	82.3	
4164	5	90.2	70		87
4165	3	79.5	73		
4165	4	70.8	67.4	58.4	
4165	5	66.3	62.7		69.9
4231	6	68.4	62.5		
4231	7	71.9	60	82.4	
4231	8	67.6	49.2		66.3
4247	10	50		57.1	
4303	3	54.4	69.6		
4303	4	59.8	41.3	39.1	
4303	5	54.3	47.1		38.6
4304	3	56.3	58.8		
4304	4	65.3	59.2	59.7	
4304	5	66.4	71.1		56.7
4342	3	86.9	75.7		
4342	4	91.1	78.2	76.2	
4342	5	79.1	71.2		80
4344	3	50.4	60.3		
4344	4	63.7	45.5	49.1	
4344	5	56.5	43.5		37.4
4425	6	67.6	58		
4425	7	67.8	56.3	82.8	
4425	8	68.2	57.8		49.8
4430	6	78.1	74.4		
4430	7	84.3	77	88.6	
4430	8	81.3	81.7		75.9
4430	10				
4433	8				
4433	10	94.4		97.5	
4469	3	79.4	85.6		
4469	4	90.8	86.7	83.7	
4469	5	94.1	86.4		86.4
1519	10				
1520	3	98	100		
1520	4	98.3	100	98.3	
1520	5	100	100		100
1520	6	98.4	98.4		
1655	10				
1685	3	92.6	98.1		
1685	4	92.6	85.2	88.9	
1685	5	87.9	86.2		84.5
1685	6	94.8	94.8		
1685	7	90.9	90.9	94.5	
1685	8	86.8	75.5		86.8
1830	3				
1830	5				
1830	7				
1830	8				
1830	10				
2887	3	78.3	65.1		
2887	4	68	63.7	73.5	
2887	5	65.5	54.8		45.2
2887	6	72.5	65.9		
2888	3	72	60		
2888	4	72.5	47.5	57.5	
2888	5	53.8	41.2		38.5
2888	6	82.4	70.6		
3122	3	71.7	71.7		
3122	4	75.9	56.9	74.1	
3122	5	62.7	58.3		62.7
3122	6	78.7	72.1		
3123	10	89.8		94.3	
3186	3	80	70		
3186	4	60	57.6	59.7	
3186	5	74.6	71.2		74.6
3186	6	72.1	52.3		
3254	3	69.7	69.7		
3254	4	72.1	42.6	54.1	
3254	5	66.7	57.1		58.7
3254	6	65.2	51.5		
3302	3	63.4	58.5		
3302	4	84.4	57.4	88.6	
3302	5	66.7	66.7		48.4
3302	6	73.3	75.9		
3303	10	83.3		89.9	
3304	3	63.2	71.9		
3304	4	83.7	55.1	49	
3304	5	83	76.6		80.9
3304	6	83.7	70		
3353	7	74.8	57.5	74.5	
3353	8	74.7	59.4		81.9
3409	3	69.2	78.8		
3409	4	78.3	52.5	66.7	
3409	5	60	38		34
3409	6	75	56.1		
3410	3	64.5	60.3		
3410	4	64.6	53.8	44.6	
3410	5	78.2	75.9		59.3
3410	6	78.3	66.7		
3461	3	65.5	74.6		
3461	4	86.8	69.8	76.9	
3461	5	76.4	62.5		65.5
3461	6	89.1	75		
3463	3	83.3	72.2		
3463	4	83.8	60.8	81.1	
3463	5	90.5	75.7		82.4
3463	6	83.6	75.3		
3463	7	91.8	71.2	84.9	
3463	8	65.3	44.4		75
3464	10	92.4		96.5	
3503	3	77.1	77.1		
3503	4	77.6	58.6	70.7	
3503	5	71.4	67.6		62
3503	6	59.7	52.4		
3504	3	81.8	88.3		
3504	4	77.9	63.2	73.5	
3504	5	82.1	76.1		74.6
3504	6	74.4	73.3		
3534	3	68.6	48		
3534	4	70.6	56.9	62.7	
3534	5	78	80		67.5
3534	6	79.6	68.5		
3536	3	72.3	70.2		
3536	4	81	74.1	82.8	
3536	5	85.5	65.5		69.1
3536	6	77.2	73.7		
3560	7	66.9	56.6	68.3	
3560	8	58.1	53.8		69.3
3605	3	70.7	51.7		
3605	4	61.7	50	60	
3605	5	76.7	69.9		65.8
3605	6	80.6	67.7		
3606	3	86.5	81.1		
3606	4	84.3	60.8	72.5	
3606	5	89.6	75		81.3
3606	6	80.4	74.5		
3607	3	71.2	63.5		
3607	4	80	66.7	65	
3607	5	67.2	50.8		71.2
3607	6	81.7	77.5		
3608	3	76.4	76.4		
3608	4	68.3	50	53.3	
3608	5	61.3	46.7		53.3
3608	6	72.2	77.2		
3650	7	69.8	67.5	65	
3650	8	70.1	51.3		72.2
3689	3	79.3	74.7		
3689	4	80.2	60.5	79	
3689	5	80.8	66.7		75.6
3689	6	76.9	69.2		
3691	3	61.4	41.4		
3691	4	75.7	60	68.6	
3691	5	70	50		55
3691	6	78.6	50		
3754	7	72.8	47	81	
3754	8	63.9	44.6		69.6
3755	10	84		91.9	
3818	3				
3818	7				
3818	8				
3818	10				
3854	10	50.9		51.9	
1714	3		6.7		
1714	4	68.8	50	31.3	
1714	5	40	20		30
1714	6	52.9	11.8		
1714	7	57.9	31.6	42.1	
1714	8	37.5			
1714	10	87.5		73.3	
2523	10	90.6		90.5	
3124	6	80.2	63.3		
3124	7	83.8	72.1	83.2	
3124	8	77.6	59.3		76.2
4154	3	64.1	55.3		
4154	4	65.8	51.9	60.8	
4154	5	71.2	80.5		75
4287	8				
4287	10	61.5		51.9	
4327	3	60.8	57.7		
4327	4	82.2	67.8	75.6	
4327	5	71.9	69.8		74
4436	3	61.3	73.4		
4436	4	88.5	82.7	86.5	
4436	5	87.6	83.5		89.7
1656	6	84.1	69.8		
1656	7	81	58.6	77.6	
1656	8	69.6	60.7		78.6
1657	10	26.9		54.2	
1744	3				
1744	5				
1744	6				
1744	7				
1744	8				
1744	10	69.6		73.9	
1862	3	70.7	63.4		
1862	4	83.3	74.1	70.4	
1862	5	83.3	71.4		85.7
2813	6	58.9	41.3		
2813	7	61.3	46.9	64.3	
2813	8	53.8	37.4		48.5
3059	3	61.1	41.1		
3059	4	58.6	45.7	51.4	
3059	5	55.9	53.8		37.6
3187	3	48.5	47.1		
3187	4	60.8	42.9	48	
3187	5	63.5	57.1		41.3
3354	3	27	10.8		
3354	4	27.8	5.6	25	
3354	5	40.6	21.9		18.8
3355	6	64.5	53.8		
3355	7	65.2	53.6	63	
3355	8	70.6	60.1		47.3
3537	3	78.8	70.6		
3537	4	78.9	58.9	55.8	
3537	5	59.4	58.4		61.4
3537	6				
3651	3	83.2	74.7		
3651	4	69.8	55.2	43.8	
3651	5	70.3	53.8		58.2
3964	3	56.9	60		
3964	4	62.1	39.4	54.5	
3964	5	54.1	41.9		50
4150	3	48.9	46.7		
4150	4	45.1	49	27.1	
4150	5	62.5	52.1		35.3
4233	10	60.9		59.5	
4323	3	56.5	47.1		
4323	4	65.9	60.2	51.1	
4323	5	61.5	51		62.5
4357	6	62	50.8		
4357	7	61.1	40.8	66.1	
4357	8	53.6	37.8		55.1
4454	3	74.4	70.9		
4454	4	72.5	50.7	68.1	
4454	5	81.2	63.5		64.7
4510	3	37.8	32.4		
4510	4	58.8	25.5	37.3	
4510	5	45.2	33.3		23.8
2948	3				
2948	4				
2948	5				
2948	6				
2948	7				
1643	4				
1643	5				
1643	6				
1643	8				
1777	3	36.2	29.8		
1777	4	25	9.8	15.4	
1777	5	39	40		41
1777	6	46.9	44.4		
1777	7	61.4	44.6	47.4	
1777	8	50	31.8		47
1777	10	87.5		89.1	
1806	10	61.5		62.5	
2546	3	78.4	67.1		
2546	4	68.3	61.7	45	
2546	5	89.8	84.7		89.8
3060	3	49.4	34.9		
3060	4	56.8	31	48.6	
3060	5	50.6	32.9		41.2
4159	3	69.6	52.2		
4159	4	71.8	56.4	57.7	
4159	5	80.3	72.7		75.8
4362	3	89	75.8		
4362	4	87.4	75.7	70.9	
4362	5	72.8	71.1		72.8
4528	10	83.8		86.2	
4544	6	72.5	66.3		
4544	7	83.4	73.3	72.2	
4544	8	67.7	62.1		79.8
1730	3				
1730	4				
1730	5				
1730	7				
1730	8				
1730	10				
2073	3	56.1	34.8		
2073	4	68.5	56.9	52.1	
2073	5	69	63.4		62
2073	6	74.6	70.1		
2428	10	85.6		91.7	
3005	3	67.6	71.8		
3005	4	56.6	39.8	34.9	
3005	5	65.5	55.2		49.4
3005	6	60.8	51		
3305	3	59.3	46.3		
3305	4	56.8	50	54.8	
3305	5	21.7	18.3		16.7
3305	6	54.4	50.9		
3561	3	64.3	58.6		
3561	4	68.7	55.2	62.7	
3561	5	79.2	62.3		70.1
3561	6	60.3	57.7		
3981	10				
4145	6				
4145	7	64.3	61.1	71.1	
4145	8	66.4	61.5		72.1
4184	3	35.3	28.6		
4184	4	46.6	34.1	43.2	
4184	5	45.2	38.4		32.9
4184	6	34.8	31.5		
4241	3	69.3	50.7		
4241	4	68.1	53.6	59.4	
4241	5	78.2	65.4		62.8
4241	6	73.7	64.5		
4265	10	27.3		69.6	
4366	3	68.8	62.5		
4366	4	72.9	57.6	40.7	
4366	5	74.3	54.3		45.7
4366	6	73.3	73.3		
4383	3	79.7	74.7		
4383	4	97.4	88.5	92.3	
4383	5	90	84.3		89.9
4383	6	86.6	79.3		
4395	7	52.1	38.7	53	
4395	8	52.4	47.2		53.1
3893	6	66	52.4		
3893	7	66.3	50.5	71.8	
3893	8	59.1	52.3		53.5
4204	10	87.1		95.5	
4477	3	62.7	45.1		
4477	4	61.7	55	36.7	
4477	5	69.1	70.9		67.3
2105	6	76.5	50.6		
2105	7	75.7	61.8	73.6	
2105	8	58.1	41.2		75.6
2229	3	78.3	80.7		
2229	4	76.5	67.9	71.6	
2229	5	83.8	76.5		82.5
4274	10	81.3		76.6	
4399	3	70	75		
4399	4	62.7	56.7	50	
4399	5	60.7	42.9		66.1
3188	8				
3188	10	78		75.6	
3609	3	64	56		
3609	4	56.3	31.3	28.1	
3609	5	75	50		55.6
3609	6	58.6	51.7		
4005	7	57.1	40	31.4	
4005	8	54.1	48.6		48.6
2580	10	86.7		82.2	
4113	6	73	56.9		
4113	7	64.9	43.8	53	
4113	8	70.3	44.6		71.3
4330	3	72.2	59.5		
4330	4	84.5	60.7	58.3	
4330	5	75	53.4		65.9
4479	3	50	39.1		
4479	4	69.7	59.1	40.9	
4479	5	68.7	55.2		56.7
4479	6	53.3	40		
1707	10	65.4		73.3	
2400	6	74.9	64.8		
2400	7	81.3	61.5	68.6	
2400	8	61.1	38		66.8
2581	10	87		90.1	
3125	3	90.7	85.2		
3125	4	65.4	69.2	63.5	
3125	5	82.8	78.9		78.9
4364	3	64.6	63.1		
4364	4	72.1	78.7	72.1	
4364	5	75.4	64.9		77.2
4512	6	71.6	74		
4512	7	77.7	69.8	80.2	
4512	8	67	65.6		75
4513	3	75.8	83.5		
4513	4	80.5	75.9	85.9	
4513	5	78.2	72.7		83.6
4551	3	79.7	78.1		
4551	4	78.6	71.4	69.1	
4551	5	71.9	54.4		78.9
4553	3	66.7	63.6		
4553	4	79.7	59.3	57.4	
4553	5	66.2	66.2		74.6
1533	10				
1567	4				
1567	5				
1567	6				
1567	7	11.1	11.1	5.6	
1567	8	6.9	6.9		3.4
1567	10	41.7			
1603	10				
1604	7				
1604	8				
1604	10				
1767	10				
2056	3	51.2	55.8		
2056	4	43.8	31.3	27.1	
2056	5	53.2	52.2		60.9
2056	6	47.6	45.2		
2086	3	65.3	63.3		
2086	4	80.4	59.6	56.9	
2086	5	66	63.8		68.1
2086	6	58.2	69.1		
2096	3	58.1	54.8		
2096	4	67.8	72.9	42.4	
2096	5	62.7	56.9		54.9
2096	6	64.2	50		
2106	10	79		82.9	
2108	3	64.6	70.9		
2108	4	36.5	47.6	31.7	
2108	5	49.1	61.4		44.6
2108	6	56.6	58.5		
2109	3	66.7	62.5		
2109	4	77	64.9	64.9	
2109	5	56.5	58.8		68.2
2109	6	66.2	67.6		
2110	3	65.2	73.1		
2110	4	70.6	60.8	43.1	
2110	5	63.6	67.2		63.6
2110	6	54.1	67.2		
2111	3	83.3	77.4		
2111	4	78.9	74.4	71.1	
2111	5	78.7	78.7		81.3
2111	6	72.6	71.7		
2127	3	71.9	64.9		
2127	4	72.2	68.5	70.4	
2127	5	73.2	73.2		82.5
2127	6	70.7	82.8		
2128	3	66.1	69.5		
2128	4	48.1	40.7	37	
2128	5	55.6	47.6		46
2128	6	67.2	64.2		
2129	3	69.9	83.6		
2129	4	66.7	53.3	61.3	
2129	5	71.8	76.9		66.7
2129	6	68.8	69.2		
2155	3	51.5	45.5		
2155	4	70.7	54.7	60	
2155	5	50.9	56.1		50.9
2155	6	65.2	63.6		
2156	3	76.1	54.3		
2156	4	79.6	75.5	55.1	
2156	5	65.9	68.2		75
2156	6	63	74.1		
2172	10	80.5		85.3	
2191	3	53.9	57.9		
2191	4	56.9	69.2	36.9	
2191	5	48	62.7		64
2191	6	64.6	70.9		
2218	3	69.8	66.7		
2218	4	59.1	57.6	33.3	
2218	5	72.9	69.5		72.9
2218	6	53.2	64.5		
2258	3	94.7	93.3		
2258	4	92	88	86.7	
2258	5	76.8	85.7		91.1
2258	6	97.3	93.3		
2296	3	86.5	82.7		
2296	4	92.6	83.3	88.9	
2296	5	94	84		96
2296	6	92.6	96.3		
2312	3	68	72		
2312	4	67.5	72.7	53.2	
2312	5	59.5	64.6		64.6
2312	6	77.6	79.1		
2381	3	42.9	52.1		
2381	4	50	47.1	36.8	
2381	5	69	74.6		80.3
2381	6	62.7	71.6		
2401	5	100	100		100
2401	6	100	100		
2401	7	100	100	96.5	
2401	8	98.2	100		100
2479	10	68.5		72.2	
2708	3	56.8	52.6		
2708	4	70.8	60.4	56.3	
2708	5	61.4	59.1		45.5
2708	6	82.1	78.6		
2950	3	71.1	60		
2950	4	72.3	55.3	66	
2950	5	72.3	55.3		63.8
2950	6	46.8	57.4		
2951	3	59.8	51.9		
2951	4	57.1	59.7	45.5	
2951	5	53.3	58.1		55.4
2951	6	56.7	54.4		
2952	3	60.8	51		
2952	4	75.6	68.9	62.2	
2952	5	63.8	51.1		63.8
2952	6	70	75		
3007	3	71.2	76.7		
3007	4	77.6	63.2	71.1	
3007	5	76.3	80.3		77.6
3007	6	70	76.3		
3008	3	41	30.8		
3008	4	64	48	40	
3008	5	60	32.5		65
3008	6	54.1	27		
3008	7	81.6	42.1	57.9	
3008	8	71.4	22.9		51.4
3008	10	72.7		90.9	
3063	3	69.1	65.5		
3063	4	79.2	57.1	61.7	
3063	5	75.9	64.8		85.2
3063	6	77.4	64.2		
3189	10	82.9		89.2	
3190	3	55.2	59.7		
3190	4	69.2	65.4	55.8	
3190	5	53.7	48.1		57.4
3190	6	80.9	76.6		
3257	7	48.4	48.9	51.6	
3257	8	44.6	30.1		51.3
3258	7	63.9	56.3	57.1	
3258	8	48	34.8		55.6
3356	7	82	80.4	82.7	
3356	8	84.7	82.5		87.3
3357	3	83	76.6		
3357	4	75	73.2	68.4	
3357	5	77.3	71.2		77.3
3357	6	75	70		
3411	10	53.1		68.9	
3412	10	85.2		85.1	
3413	7	72.3	65.4	68.7	
3413	8	66.8	66.3		79.5
3506	3	68.8	63.3		
3506	4	73	63.5	73	
3506	5	78.3	61.7		76.7
3506	6	65.5	70.9		
3718	3	59.5	58.7		
3718	4	62.5	50.7	39.4	
3718	5	60	53.3		43.3
3718	6	57.4	61.8		
3719	3	68.4	66.7		
3719	4	54.1	45.9	49.2	
3719	5	67.9	63.8		64.1
3719	6	62	65.3		
3727	3	63.2	56.1		
3727	4	62.9	64.5	71	
3727	5	70.3	68.8		68.8
3727	6	65.6	75.4		
3729	3	36.4	36.4		
3729	4	57.4	53.2	29.8	
3729	5	51.1	47.8		57.4
3729	6	51	45.1		
3758	7	56.9	46.7	63	
3758	8	45.4	34.2		56.3
3819	5				
3819	6				
3819	8				
3819	10				
4035	3	81.6	82.9		
4035	4	88	90.4	73.5	
4035	5	85.9	81.7		90
4035	6	79.6	75.3		
4192	3	72.5	76.5		
4192	4	86.9	75.4	70.5	
4192	5	90.8	81.5		92.3
4192	6	89.1	92.7		
4389	3	83.6	78.1		
4389	4	88.6	79.7	86.1	
4389	5	87	83.3		90.7
4389	6	89.2	88		
4457	7	76.3	68.7	77.4	
4457	8	74.5	62.1		78.2
3723	3	78.6	85.7		
3723	4				
3723	5				
3723	6				
3723	7				
2097	3				
2097	4				
2097	5				
2097	6				
2341	3	91.3	73.9		
2341	4	79.2	64	76	
2341	5	81.6	76.9		76.9
4036	3	80.2	74.1		
4036	4	89.6	80.6	86.6	
4036	5	81.2	58.8		82.4
4333	10	88.7		87.6	
4521	6	62.6	52.7		
4521	7	69.8	56.5	76	
4521	8	69.2	44.4		70.4
2890	7				
2890	8				
2890	10	78.3		85.2	
3965	6	67.2	65.7		
3965	7	75.7	51.3	82.1	
3965	8	73.2	55		67.8
4483	3	75.3	72.6		
4483	4	77.6	60	55.3	
4483	5	72.3	59.1		73.4
4483	6				
1803	10	59.1		73.7	
1858	3				
1858	4	66.7	27.8	52.9	
1858	5	64.7	35.3		64.7
1858	6	88.2	52.9		
1858	7	100	81.3	76.5	
1858	8	70	40		80
1858	10	90.9		93.5	
2402	8				
2402	10	90.7		95.9	
3191	7	81.5	61.1	88.9	
3191	8	81	72.3		90
3414	3	74.4	78.2		
3414	4	87	79.2	88.3	
3414	5	70.6	64.7		70.6
3414	6	65.9	55.7		
3562	3	86.3	87.4		
3562	4	84.2	82.9	82.9	
3562	5	82.2	78.5		82.2
3562	6	97.3	88.9		
3693	3	77.9	83.7		
3693	4	83.3	73.6	90.3	
3693	5	80.9	76.4		83.1
3693	6	77.8	72.7		
3759	3	65.3	69.9		
3759	4	93.3	81.3	96	
3759	5	81.8	76.1		88.6
3759	6	77.6	76.5		
3851	7	83.5	70.6	85.4	
3851	8	75.9	63.8		82.8
4133	3	91.1	88.1		
4133	4	85.9	80.8	80.8	
4133	5	90.9	84.4		87
4133	6	82.2	77.2		
4134	3	74	76.3		
4134	4	84.6	71.1	74.4	
4134	5	69.2	63.1		78.5
4134	6	78.5	72.3		
4400	3	82.6	84.9		
4400	4	90.4	83.1	96.4	
4400	5	84.4	92.3		85.9
4400	6	77.5	72.7		
4491	10	88.7		93.2	
2113	3	64.9	67.6		
2113	4	76.6	63.6	57.1	
2113	5	70.3	59.4		79.7
2157	3	79.8	73.4		
2157	4	77.9	78.8	75	
2157	5	84.9	75.5		96.2
2776	6	57.5	51.9		
2776	7	63.6	60.4	60.4	
2776	8	46.5	48.8		60
2892	3	64.4	67.1		
2892	4	60.3	50.7	50.7	
2892	5	68.8	60		88.8
2953	3	66.2	57.4		
2953	4	70	64	64	
2953	5	52.9	60		74.3
3064	3	69.4	71.4		
3064	4	71.7	68.1	60.9	
3064	5	62.5	41.7		77.1
3065	10	88.3		90.8	
3127	3	87.5	79.2		
3127	4	75.5	62.3	77.4	
3127	5	57.1	42.9		77.6
3259	3	69.9	61.6		
3259	4	58.7	57.3	60.8	
3259	5	63.5	68.9		79.7
3260	6	75.7	52.6		
3260	7	79.4	73.8	78.8	
3260	8	71.2	61.3		79.8
3307	3	64.4	72.2		
3307	4	62.5	66.7	72.2	
3307	5	62.3	67.5		87
3415	8				
3415	10	89.9		94	
3465	3	79.5	76.9		
3465	4	86.5	75.7	75.7	
3465	5	69.4	63.9		83.3
3465	6	62.9	65.7		
3465	7	80	65.7	88.6	
3465	8	77.3	63.6		81.8
3573	6	81.9	80.6		
3573	7	82.7	81.5	79	
3573	8	82.4	77.1		81.6
3890	5				
3890	6	77.7	72.6		
3890	7	80.8	69.5	70.6	
3890	8	79.5	67		77.5
3918	10	64.3		60.7	
3929	3	76.7	67.2		
3929	4	91.7	88.3	75	
3929	5	89.3	85.7		96.4
4098	3	75	68.8		
4098	4	74.6	77.6	59.7	
4098	5	87.1	75.7		92.9
4160	3	71.9	77.1		
4160	4	76.2	82.2	73.3	
4160	5	74.8	72		89.7
4185	6	86.9	67.9		
4185	7	90.1	79.4	75.6	
4185	8	75.2	80.7		80.1
4529	3	88.4	90.5		
4529	4	87.7	81.5	75.3	
4529	5	85.9	86.7		94.5
3192	10	92.3		97.4	
3794	3	76.7	73.3		
3794	4	78.4	51.4	67.6	
3794	5	75.4	50.9		80.7
1769	10	70.6		64.7	
2447	6	75.4	61.6		
2447	7	77.2	58.2	79	
2447	8	64.2	58.6		65.2
2814	3	76.9	72.3		
2814	4	76.9	53.8	30.8	
2814	5	65.6	50		53.8
2954	3	61.4	52.9		
2954	4	82.9	68.8	67.1	
2954	5	76.4	41.7		69.4
3309	3	87.8	79.6		
3309	4	87	79.2	85.7	
3309	5	83.7	70.4		86.7
3610	10	89.4		85.3	
3761	3	81.7	71.7		
3761	4	78.2	60	65.5	
3761	5	76	72		78
1712	3	81.5	94.3		
1712	4	66.1	66.1	54.2	
1712	5	81.8	76.4		78.2
1712	6	84.9	84.6		
1712	7	77.3	65.9	72.7	
1712	8	83.3	66.7		77.8
2653	3	69.6	58		
2653	4	75.6	51.9	51.3	
2653	5	58.4	38.2		61
2653	6	73.8	53.2		
2955	3	76.6	73.4		
2955	4	77.2	73.7	66.7	
2955	5	67.2	72.4		63.8
2955	6	73	42.9		
3128	3	78.7	59		
3128	4	63.6	59.7	63.6	
3128	5	66.1	60.7		80.4
3128	6	80	69.1		
3360	8				
3360	10	81.2		87.5	
3695	7	68.8	57.3	60.3	
3695	8	72	51.7		67.4
4097	3	66.7	66.7		
4097	4	59.1	56.1	53	
4097	5	60	56.1		81.5
4097	6	66.7	68.6		
3416	10	91.7		94.4	
4226	3	74.1	66.7		
4226	4	77.4	67.7	64.5	
4226	5	65.6	59.4		62.5
4226	6	71.9	59.4		
4226	7	65.5	69	82.8	
4226	8	54.5	54.5		78.8
1628	10	51.2		44.6	
1755	5	71	54.8		80.6
1755	6	76.9	58.5		
1755	7	85.2	59	80	
1755	8	79.7	61		83.1
2956	3	81	65.5		
2956	4	88.9	75	73.6	
2956	5	83.9	69.6		87.5
2956	6				
3129	3	58.5	56.1		
3129	4	75	65.4	61.5	
3129	5	53.3	44.4		64.4
3194	3	80.3	68.2		
3194	4	88.6	72.9	64.3	
3194	5	83.1	75.3		80.5
3195	10	85		89.8	
3196	3	67.7	61.3		
3196	4	76.3	50	74.1	
3196	5	78.8	67.3		84.6
3538	6	75.9	62.8		
3538	7	67.8	48.3	63	
3538	8	76.1	51.3		66.5
2173	3	62.7	55.6		
2173	4	79.3	58	68.7	
2173	5	76.3	66.7		71.9
3261	6	81	66		
3261	7	82.1	61	87.6	
3261	8	61.9	55.4		67.6
4123	10	84.6		92.2	
2525	3	61.9	52.4		
2525	4	82.1	55.4	60.7	
3466	6	74.5	72.5		
3466	7	76.3	45.8	73.5	
3466	8	70.5	44.8		70.5
4033	3	70.9	56.4		
4033	4	75	73.4	68.8	
4033	5	62.9	68.5		67.7
4228	7				
4228	8				
4228	10	87.8		86.1	
2049	3				
2049	4				
2049	5				
2049	6				
2049	7				
2049	8				
1709	10				
1763	3				
1763	4				
1763	5				
1763	6				
1763	7				
1763	8				
1763	10				
2404	6				
2404	10	75.8		66.7	
2664	3	64.4	55.6		
2664	4	79.6	70.4	53.7	
2664	5	78.6	64.3		85.5
3009	6	79.6	79.6		
3009	7	83	69.8	75.9	
3009	8	72.6	82.3		90.3
2550	10	60		80	
2405	3	44	36		
2405	4	68	68	32	
2405	5	62.5	62.5		56.3
2405	6	65.6	59.4		
2405	7	75	50	66.7	
2405	8	72.2	50		66.7
1594	3				
1594	4				
1594	5				
1594	6				
1594	7	46.2	0	0	
1594	8	27.3	9.1		27.3
1594	10	58.1		50	
3310	10	87		85.4	
3831	6	57.3	40.5		
3831	7	83.4	53.1	79.2	
3831	8	72.1	72.1		73
4180	3	74.2	62.1		
4180	4	79.8	65.3	74.2	
4180	5	86.4	66.4		83.2
2480	3	69.2	38.5		
2480	4	75	60	40	
2480	5	50	50		41.7
2480	6	52.9	47.1		
4394	3				
4394	4				
4394	5				
4394	6				
4394	7				
4394	8				
3197	3				
3197	4				
3197	5				
3197	6				
3508	3				
3508	4				
3508	5	50	61.5		46.2
3508	6	47.4	73.7		
