SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	GradeTested	ReadingTotalWASLTested	ReadingMetStandardIncludingPrevPass	ReadingPercentMetStandardIncludingPrevPass	ReadingMetStandardWithoutPrevPass	ReadingPercentMetStandardWithoutPrevPass	ReadingPercentMetStandardExcludingNoScore	ReadingLevel1	ReadingPercentLevel1	ReadingLevel2	ReadingPercentLevel2	ReadingLevelBasic	ReadingPercentLevelBasic	ReadingLevel3	ReadingPercentLevel3	ReadingLevel4	ReadingPercentLevel4	ReadingNoScore	ReadingPercentNoScore	ReadingNotMet	ReadingPercentNotMet	ReadingExcusedAbsence	ReadingExempted	ReadingWAASPORT	ReadingWAASDAW	MathTotalWASLTested	MathMetStandardIncludingPrevPass	MathPercentMetStandardIncludingPrevPass	MathMetStandardWithoutPrevPass	MathPercentMetStandardWithoutPrevPass	MathPercentMetStandardExcludingNoScore	MathLevel1	MathPercentLevel1	MathLevel2	MathPercentLevel2	MathLevelBasic	MathPercentLevelBasic	MathLevel3	MathPercentLevel3	MathLevel4	MathPercentLevel4	MathNoScore	MathPercentNoScore	MathNotMet	MathPercentNotMet	MathExcusedAbsence	MathExempted	MathWAASPORT	MathWAASDAW	WritingTotalWASLTested	WritingMetStandardIncludingPrevPass	WritingPercentMetStandardIncludingPrevPass	WritingMetStandardWithoutPrevPass	WritingPercentMetStandardWithoutPrevPass	WritingPercentMetStandardExcludingNoScore	WritingLevel1	WritingPercentLevel1	WritingLevel2	WritingPercentLevel2	WritingLevelBasic	WritingPercentLevelBasic	WritingLevel3	WritingPercentLevel3	WritingLevel4	WritingPercentLevel4	WritingNoScore	WritingPercentNoScore	WritingNotMet	WritingPercentNotMet	WritingExcusedAbsence	WritingExempted	WritingWAASPORT	WritingWAASDAW	ScienceTotalWASLTested	ScienceMetStandardIncludingPrevPass	SciencePercentMetStandardIncludingPrevPass	ScienceMetStandardWithoutPrevPass	SciencePercentMetStandardWithoutPrevPass	SciencePercentMetStandardExcludingNoScore	ScienceLevel1	SciencePercentLevel1	ScienceLevel2	SciencePercentLevel2	ScienceLevelBasic	SciencePercentLevelBasic	ScienceLevel3	SciencePercentLevel3	ScienceLevel4	SciencePercentLevel4	ScienceNoScore	SciencePercentNoScore	ScienceNotMet	SciencePercentNotMet	ScienceExcusedAbsence	ScienceExempted	ScienceWAASPORT	ScienceWAASDAW	PercentMet3Standards	PercentMet2Standards	PercentMet1Standards	PercentMet0Standards	ReadingLevelIndex	MathLevelIndex
2007-08	Educational Service District 101	38	Whitman	38301	Palouse School District	2622	Palouse Elementary	3	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	38	Whitman	38301	Palouse School District	2622	Palouse Elementary	4	23	19	82.6	19	82.6	82.6	1	4.3	3	13.0	1	4.3	7	30.4	11	47.8	0	0.0	4	17.4	0	0	0	0	23	8	34.8	8	34.8	34.8	7	30.4	8	34.8	0	0.0	6	26.1	2	8.7	0	0.0	15	65.2	0	0	0	0	23	8	34.8	8	34.8	34.8	4	17.4	11	47.8	0	0.0	8	34.8	0	0.0	0	0.0	15	65.2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.7	26.1	34.8	17.4	3.13	2.13
2007-08	Educational Service District 101	38	Whitman	38301	Palouse School District	2622	Palouse Elementary	5	15	14	93.3	14	93.3	93.3	0	0.0	1	6.7	0	0.0	1	6.7	13	86.7	0	0.0	1	6.7	0	0	1	0	16	12	75.0	12	75.0	75.0	1	6.3	3	18.8	1	6.3	5	31.3	6	37.5	0	0.0	4	25.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	10	62.5	10	62.5	62.5	0	0.0	6	37.5	1	6.3	7	43.8	2	12.5	0	0.0	6	37.5	0	0	0	0	56.3	18.8	18.8	6.3	3.80	2.88
2007-08	Educational Service District 101	38	Whitman	38301	Palouse School District	2634	Palouse High School	10	22	21	95.5	21	95.5	95.5	1	4.5	0	0.0	0	0.0	6	27.3	15	68.2	0	0.0	1	4.5	0	0	1	0	21	12	57.1	12	57.1	57.1	4	19.0	5	23.8	0	0.0	8	38.1	4	19.0	0	0.0	9	42.9	1	0	1	0	21	21	100.0	21	100.0	100.0	0	0.0	0	0.0	0	0.0	7	33.3	14	66.7	0	0.0	0	0.0	1	0	1	0	21	11	52.4	11	52.4	52.4	3	14.3	7	33.3	0	0.0	10	47.6	1	4.8	0	0.0	10	47.6	1	0	1	0	47.8	43.5	4.3	4.3	3.59	2.57
2007-08	Educational Service District 101	38	Whitman	38302	Garfield School District	2895	Garfield Elementary	3	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	38	Whitman	38302	Garfield School District	2895	Garfield Elementary	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	38	Whitman	38302	Garfield School District	2895	Garfield Elementary	5	12	10	83.3	10	83.3	83.3	1	8.3	1	8.3	0	0.0	5	41.7	5	41.7	0	0.0	2	16.7	0	0	0	0	12	8	66.7	8	66.7	66.7	2	16.7	2	16.7	0	0.0	6	50.0	2	16.7	0	0.0	4	33.3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	3	25.0	3	25.0	25.0	3	25.0	6	50.0	0	0.0	3	25.0	0	0.0	0	0.0	9	75.0	0	0	0	0	25.0	41.7	16.7	16.7	3.17	2.67
2007-08	Educational Service District 101	38	Whitman	38302	Garfield School District	2896	Garfield Middle School	6	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	38	Whitman	38302	Garfield School District	2896	Garfield Middle School	7	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	38	Whitman	38302	Garfield School District	2896	Garfield Middle School	8	13	8	61.5	8	61.5	61.5	1	7.7	4	30.8	0	0.0	2	15.4	6	46.2	0	0.0	5	38.5	0	0	0	0	13	6	46.2	6	46.2	46.2	2	15.4	5	38.5	0	0.0	4	30.8	2	15.4	0	0.0	7	53.8	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	6	46.2	6	46.2	46.2	2	15.4	5	38.5	0	0.0	2	15.4	4	30.8	0	0.0	7	53.8	0	0	0	0	38.5	7.7	23.1	30.8	3.00	2.46
2007-08	Educational Service District 101	38	Whitman	38304	Steptoe School District	2115	Steptoe Elementary School	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	38	Whitman	38304	Steptoe School District	2115	Steptoe Elementary School	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	38	Whitman	38304	Steptoe School District	2115	Steptoe Elementary School	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	38	Whitman	38304	Steptoe School District	2115	Steptoe Elementary School	6	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	38	Whitman	38304	Steptoe School District	2115	Steptoe Elementary School	7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	38	Whitman	38304	Steptoe School District	2115	Steptoe Elementary School	8	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	38	Whitman	38306	Colton School District	2588	Colton School	3	10	9	90.0	9	90.0	90.0	0	0.0	1	10.0	0	0.0	4	40.0	5	50.0	0	0.0	1	10.0	0	0	1	0	10	7	70.0	7	70.0	70.0	0	0.0	3	30.0	0	0.0	3	30.0	4	40.0	0	0.0	3	30.0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63.6	18.2	18.2	3.40	3.10
2007-08	Educational Service District 101	38	Whitman	38306	Colton School District	2588	Colton School	4	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	38	Whitman	38306	Colton School District	2588	Colton School	5	12	11	91.7	11	91.7	91.7	0	0.0	1	8.3	0	0.0	5	41.7	6	50.0	0	0.0	1	8.3	0	0	0	0	12	4	33.3	4	33.3	33.3	0	0.0	8	66.7	0	0.0	1	8.3	3	25.0	0	0.0	8	66.7	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	6	50.0	6	50.0	50.0	2	16.7	4	33.3	0	0.0	4	33.3	2	16.7	0	0.0	6	50.0	0	0	0	0	25.0	33.3	33.3	8.3	3.42	2.58
2007-08	Educational Service District 101	38	Whitman	38306	Colton School District	2588	Colton School	6	11	8	72.7	8	72.7	72.7	1	9.1	2	18.2	0	0.0	4	36.4	4	36.4	0	0.0	3	27.3	0	0	2	0	11	3	27.3	3	27.3	27.3	5	45.5	3	27.3	0	0.0	2	18.2	1	9.1	0	0.0	8	72.7	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.1	38.5	38.5	3.00	1.91
2007-08	Educational Service District 101	38	Whitman	38306	Colton School District	2588	Colton School	7	14	11	78.6	11	78.6	78.6	0	0.0	3	21.4	1	7.1	3	21.4	7	50.0	0	0.0	3	21.4	0	0	0	0	14	8	57.1	8	57.1	57.1	2	14.3	4	28.6	0	0.0	5	35.7	3	21.4	0	0.0	6	42.9	0	0	0	0	14	14	100.0	14	100.0	100.0	0	0.0	0	0.0	1	7.1	9	64.3	4	28.6	0	0.0	0	0.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50.0	35.7	14.3	0.0	3.07	2.64
2007-08	Educational Service District 101	38	Whitman	38306	Colton School District	2588	Colton School	8	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	38	Whitman	38306	Colton School District	2588	Colton School	10	16	17	100.0	16	100.0	100.0	0	0.0	0	0.0	0	0.0	6	37.5	10	62.5	0	0.0	0	0.0	3	1	1	0	20	16	80.0	16	80.0	80.0	2	10.0	2	10.0	0	0.0	7	35.0	9	45.0	0	0.0	4	20.0	0	1	0	0	19	18	94.7	18	94.7	94.7	0	0.0	1	5.3	0	0.0	6	31.6	12	63.2	0	0.0	1	5.3	1	0	1	0	21	15	71.4	15	71.4	71.4	3	14.3	3	14.3	0	0.0	13	61.9	2	9.5	0	0.0	6	28.6	0	0	0	0	73.7	21.1	0.0	5.3	3.63	3.15
2007-08	Educational Service District 101	38	Whitman	38308	Endicott School District	2207	Endicott/St John Elem and Middle	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	38	Whitman	38308	Endicott School District	2207	Endicott/St John Elem and Middle	4	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	38	Whitman	38308	Endicott School District	2207	Endicott/St John Elem and Middle	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	38	Whitman	38308	Endicott School District	2207	Endicott/St John Elem and Middle	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	38	Whitman	38308	Endicott School District	2207	Endicott/St John Elem and Middle	7	22	15	68.2	15	68.2	68.2	1	4.5	6	27.3	0	0.0	7	31.8	8	36.4	0	0.0	7	31.8	0	0	0	0	21	8	36.4	8	36.4	38.1	6	27.3	7	31.8	0	0.0	6	27.3	2	9.1	1	4.5	14	63.6	0	0	0	0	22	15	68.2	15	68.2	68.2	3	13.6	4	18.2	0	0.0	11	50.0	4	18.2	0	0.0	7	31.8	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.4	22.7	22.7	18.2	3.00	2.09
2007-08	Educational Service District 101	38	Whitman	38308	Endicott School District	2207	Endicott/St John Elem and Middle	8	19	8	42.1	8	42.1	42.1	2	10.5	9	47.4	0	0.0	7	36.8	1	5.3	0	0.0	11	57.9	0	0	0	0	19	5	26.3	5	26.3	26.3	6	31.6	8	42.1	0	0.0	3	15.8	2	10.5	0	0.0	14	73.7	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	5	26.3	5	26.3	26.3	8	42.1	6	31.6	0	0.0	3	15.8	2	10.5	0	0.0	14	73.7	0	0	0	0	15.8	5.3	36.8	42.1	2.37	2.05
2007-08	Educational Service District 101	38	Whitman	38320	Rosalia School District	3204	Rosalia Elementary & Secondary School	3	18	15	83.3	15	83.3	83.3	1	5.6	2	11.1	0	0.0	9	50.0	6	33.3	0	0.0	3	16.7	0	0	0	0	18	14	77.8	14	77.8	77.8	1	5.6	3	16.7	0	0.0	11	61.1	3	16.7	0	0.0	4	22.2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.7	27.8	5.6	3.11	2.89
2007-08	Educational Service District 101	38	Whitman	38320	Rosalia School District	3204	Rosalia Elementary & Secondary School	4	20	16	80.0	16	80.0	80.0	0	0.0	4	20.0	0	0.0	9	45.0	7	35.0	0	0.0	4	20.0	0	0	0	0	20	13	65.0	13	65.0	65.0	2	10.0	5	25.0	0	0.0	5	25.0	8	40.0	0	0.0	7	35.0	0	0	0	0	20	13	65.0	13	65.0	65.0	0	0.0	7	35.0	0	0.0	9	45.0	4	20.0	0	0.0	7	35.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.0	40.0	10.0	10.0	3.15	2.95
2007-08	Educational Service District 101	38	Whitman	38320	Rosalia School District	3204	Rosalia Elementary & Secondary School	5	15	10	66.7	10	66.7	66.7	1	6.7	4	26.7	0	0.0	4	26.7	6	40.0	0	0.0	5	33.3	0	0	0	0	15	9	60.0	9	60.0	60.0	1	6.7	5	33.3	0	0.0	6	40.0	3	20.0	0	0.0	6	40.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	4	26.7	4	26.7	26.7	2	13.3	9	60.0	0	0.0	3	20.0	1	6.7	0	0.0	11	73.3	0	0	0	0	26.7	20.0	33.3	20.0	3.00	2.73
2007-08	Educational Service District 101	38	Whitman	38320	Rosalia School District	3204	Rosalia Elementary & Secondary School	6	22	17	77.3	17	77.3	77.3	0	0.0	5	22.7	0	0.0	11	50.0	6	27.3	0	0.0	5	22.7	0	0	0	0	22	9	40.9	9	40.9	40.9	5	22.7	8	36.4	0	0.0	5	22.7	4	18.2	0	0.0	13	59.1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.9	36.4	22.7	3.05	2.36
2007-08	Educational Service District 101	38	Whitman	38320	Rosalia School District	3204	Rosalia Elementary & Secondary School	7	27	25	92.6	25	92.6	92.6	0	0.0	2	7.4	0	0.0	7	25.9	18	66.7	0	0.0	2	7.4	0	0	0	0	27	21	77.8	21	77.8	77.8	4	14.8	2	7.4	0	0.0	9	33.3	12	44.4	0	0.0	6	22.2	0	0	0	0	27	23	85.2	23	85.2	85.2	0	0.0	4	14.8	0	0.0	19	70.4	4	14.8	0	0.0	4	14.8	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.4	14.8	14.8	0.0	3.59	3.07
2007-08	Educational Service District 101	38	Whitman	38320	Rosalia School District	3204	Rosalia Elementary & Secondary School	8	18	12	66.7	12	66.7	66.7	2	11.1	4	22.2	0	0.0	6	33.3	6	33.3	0	0.0	6	33.3	0	0	0	0	18	8	44.4	8	44.4	44.4	6	33.3	4	22.2	0	0.0	5	27.8	3	16.7	0	0.0	10	55.6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	6	33.3	6	33.3	35.3	4	22.2	7	38.9	0	0.0	4	22.2	2	11.1	1	5.6	12	66.7	0	0	0	0	27.8	22.2	22.2	27.8	2.89	2.28
2007-08	Educational Service District 101	38	Whitman	38320	Rosalia School District	3204	Rosalia Elementary & Secondary School	10	17	16	94.1	16	94.1	94.1	0	0.0	1	5.9	0	0.0	2	11.8	14	82.4	0	0.0	1	5.9	2	0	0	0	17	9	52.9	9	52.9	52.9	2	11.8	6	35.3	0	0.0	5	29.4	4	23.5	0	0.0	8	47.1	2	0	0	0	18	16	84.2	16	84.2	88.9	0	0.0	2	10.5	0	0.0	9	47.4	7	36.8	1	5.3	3	15.8	0	0	0	0	18	11	61.1	11	61.1	61.1	6	33.3	1	5.6	0	0.0	11	61.1	0	0.0	0	0.0	7	38.9	1	0	0	0	50.0	33.3	16.7	0.0	3.76	2.65
