SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	GradeTested	ReadingTotalWASLTested	ReadingMetStandardIncludingPrevPass	ReadingPercentMetStandardIncludingPrevPass	ReadingMetStandardWithoutPrevPass	ReadingPercentMetStandardWithoutPrevPass	ReadingPercentMetStandardExcludingNoScore	ReadingLevel1	ReadingPercentLevel1	ReadingLevel2	ReadingPercentLevel2	ReadingLevelBasic	ReadingPercentLevelBasic	ReadingLevel3	ReadingPercentLevel3	ReadingLevel4	ReadingPercentLevel4	ReadingNoScore	ReadingPercentNoScore	ReadingNotMet	ReadingPercentNotMet	ReadingExcusedAbsence	ReadingExempted	ReadingWAASPORT	ReadingWAASDAW	MathTotalWASLTested	MathMetStandardIncludingPrevPass	MathPercentMetStandardIncludingPrevPass	MathMetStandardWithoutPrevPass	MathPercentMetStandardWithoutPrevPass	MathPercentMetStandardExcludingNoScore	MathLevel1	MathPercentLevel1	MathLevel2	MathPercentLevel2	MathLevelBasic	MathPercentLevelBasic	MathLevel3	MathPercentLevel3	MathLevel4	MathPercentLevel4	MathNoScore	MathPercentNoScore	MathNotMet	MathPercentNotMet	MathExcusedAbsence	MathExempted	MathWAASPORT	MathWAASDAW	WritingTotalWASLTested	WritingMetStandardIncludingPrevPass	WritingPercentMetStandardIncludingPrevPass	WritingMetStandardWithoutPrevPass	WritingPercentMetStandardWithoutPrevPass	WritingPercentMetStandardExcludingNoScore	WritingLevel1	WritingPercentLevel1	WritingLevel2	WritingPercentLevel2	WritingLevelBasic	WritingPercentLevelBasic	WritingLevel3	WritingPercentLevel3	WritingLevel4	WritingPercentLevel4	WritingNoScore	WritingPercentNoScore	WritingNotMet	WritingPercentNotMet	WritingExcusedAbsence	WritingExempted	WritingWAASPORT	WritingWAASDAW	ScienceTotalWASLTested	ScienceMetStandardIncludingPrevPass	SciencePercentMetStandardIncludingPrevPass	ScienceMetStandardWithoutPrevPass	SciencePercentMetStandardWithoutPrevPass	SciencePercentMetStandardExcludingNoScore	ScienceLevel1	SciencePercentLevel1	ScienceLevel2	SciencePercentLevel2	ScienceLevelBasic	SciencePercentLevelBasic	ScienceLevel3	SciencePercentLevel3	ScienceLevel4	SciencePercentLevel4	ScienceNoScore	SciencePercentNoScore	ScienceNotMet	SciencePercentNotMet	ScienceExcusedAbsence	ScienceExempted	ScienceWAASPORT	ScienceWAASDAW	PercentMet3Standards	PercentMet2Standards	PercentMet1Standards	PercentMet0Standards	ReadingLevelIndex	MathLevelIndex
2007-08	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	3	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	6	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	7	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	8	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	10	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	01	Adams	01122	Benge School District	3142	Benge Elementary	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	01	Adams	01122	Benge School District	3142	Benge Elementary	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 101	01	Adams	01122	Benge School District	3142	Benge Elementary	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 123	01	Adams	01147	Othello School District	2902	Lutacaga Elementary	3	87	34	39.1	34	39.1	39.1	21	24.1	32	36.8	0	0.0	20	23.0	14	16.1	0	0.0	53	60.9	0	3	8	0	86	42	48.8	42	48.8	48.8	29	33.7	15	17.4	0	0.0	34	39.5	8	9.3	0	0.0	44	51.2	0	3	9	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.5	21.1	49.5	2.31	2.24
2007-08	Educational Service District 123	01	Adams	01147	Othello School District	2902	Lutacaga Elementary	4	84	40	47.6	40	47.6	47.6	11	13.1	33	39.3	2	2.4	27	32.1	11	13.1	0	0.0	44	52.4	0	1	2	0	84	24	28.6	24	28.6	28.6	39	46.4	21	25.0	0	0.0	16	19.0	8	9.5	0	0.0	60	71.4	0	1	2	0	84	39	46.4	39	46.4	46.4	13	15.5	32	38.1	1	1.2	27	32.1	11	13.1	0	0.0	45	53.6	0	1	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.6	19.8	24.4	37.2	2.40	1.92
2007-08	Educational Service District 123	01	Adams	01147	Othello School District	2902	Lutacaga Elementary	5	98	45	45.5	45	45.5	45.9	18	18.2	35	35.4	1	1.0	30	30.3	14	14.1	1	1.0	54	54.5	0	5	3	0	99	32	32.3	32	32.3	32.3	35	35.4	32	32.3	3	3.0	16	16.2	13	13.1	0	0.0	67	67.7	0	5	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98	10	10.1	10	10.1	10.2	50	50.5	38	38.4	0	0.0	10	10.1	0	0.0	1	1.0	89	89.9	0	5	3	0	8.8	18.6	23.5	49.0	2.36	2.01
2007-08	Educational Service District 123	01	Adams	01147	Othello School District	2902	Lutacaga Elementary	6	81	44	54.3	44	54.3	54.3	11	13.6	26	32.1	2	2.5	32	39.5	10	12.3	0	0.0	37	45.7	0	0	4	0	81	31	38.3	31	38.3	38.3	28	34.6	22	27.2	0	0.0	21	25.9	10	12.3	0	0.0	50	61.7	0	0	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.8	24.7	43.5	2.46	2.16
2007-08	Educational Service District 123	01	Adams	01147	Othello School District	2902	Lutacaga Elementary	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 123	01	Adams	01147	Othello School District	2961	Hiawatha Elementary School	3	92	37	40.2	37	40.2	40.2	28	30.4	27	29.3	0	0.0	22	23.9	15	16.3	0	0.0	55	59.8	0	4	0	0	92	30	32.6	30	32.6	32.6	40	43.5	22	23.9	0	0.0	18	19.6	12	13.0	0	0.0	62	67.4	0	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.2	18.5	54.3	2.26	2.02
2007-08	Educational Service District 123	01	Adams	01147	Othello School District	2961	Hiawatha Elementary School	4	87	37	42.5	37	42.5	42.5	20	23.0	30	34.5	0	0.0	23	26.4	14	16.1	0	0.0	50	57.5	0	1	0	0	87	28	32.2	28	32.2	32.2	44	50.6	15	17.2	0	0.0	17	19.5	11	12.6	0	0.0	59	67.8	0	1	0	0	86	34	39.1	34	39.1	39.5	21	24.1	31	35.6	0	0.0	22	25.3	12	13.8	1	1.1	53	60.9	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.1	12.6	17.2	46.0	2.36	1.94
2007-08	Educational Service District 123	01	Adams	01147	Othello School District	2961	Hiawatha Elementary School	5	80	40	50.0	40	50.0	50.0	18	22.5	22	27.5	0	0.0	26	32.5	14	17.5	0	0.0	40	50.0	0	3	0	0	79	31	38.8	31	38.8	39.2	28	35.0	20	25.0	0	0.0	19	23.8	12	15.0	1	1.3	49	61.3	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	20	25.0	20	25.0	25.0	30	37.5	30	37.5	0	0.0	17	21.3	3	3.8	0	0.0	60	75.0	0	3	0	0	18.8	20.0	18.8	42.5	2.45	2.16
2007-08	Educational Service District 123	01	Adams	01147	Othello School District	2961	Hiawatha Elementary School	6	79	33	41.8	33	41.8	41.8	12	15.2	34	43.0	0	0.0	28	35.4	5	6.3	0	0.0	46	58.2	0	2	0	0	79	20	25.3	20	25.3	25.3	35	44.3	24	30.4	0	0.0	15	19.0	5	6.3	0	0.0	59	74.7	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.8	21.5	55.7	2.33	1.87
2007-08	Educational Service District 123	01	Adams	01147	Othello School District	3015	Othello High School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 123	01	Adams	01147	Othello School District	3015	Othello High School	10	122	179	74.0	92	59.4	75.4	12	7.7	18	11.6	2	1.3	46	29.7	44	28.4	33	21.3	63	40.6	0	99	1	0	167	63	25.4	22	10.6	13.2	104	50.2	41	19.8	0	0.0	20	9.7	2	1.0	40	19.3	185	89.4	0	47	1	0	115	177	74.1	87	58.4	75.7	7	4.7	21	14.1	3	2.0	45	30.2	39	26.2	34	22.8	62	41.6	6	99	1	0	94	51	28.2	27	17.2	28.7	50	31.8	17	10.8	0	0.0	27	17.2	0	0.0	63	40.1	130	82.8	67	30	1	0	16.8	40.8	35.3	7.1	2.34	1.23
2007-08	Educational Service District 123	01	Adams	01147	Othello School District	3471	McFarland Middle School	7	230	118	51.1	118	51.1	51.3	29	12.6	83	35.9	3	1.3	65	28.1	50	21.6	1	0.4	113	48.9	1	2	3	0	230	99	43.0	99	43.0	43.0	84	36.5	47	20.4	1	0.4	60	26.1	38	16.5	0	0.0	131	57.0	2	2	3	0	230	174	75.7	174	75.7	75.7	20	8.7	36	15.7	0	0.0	113	49.1	61	26.5	0	0.0	56	24.3	1	2	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.2	22.7	26.2	18.9	2.55	2.22
2007-08	Educational Service District 123	01	Adams	01147	Othello School District	3471	McFarland Middle School	8	257	162	62.8	162	62.8	63.0	30	11.6	65	25.2	7	2.7	104	40.3	51	19.8	1	0.4	96	37.2	2	6	4	0	257	102	39.5	102	39.5	39.7	99	38.4	56	21.7	1	0.4	60	23.3	41	15.9	1	0.4	156	60.5	2	6	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	256	70	27.2	70	27.2	27.3	104	40.5	82	31.9	0	0.0	56	21.8	14	5.4	1	0.4	187	72.8	3	6	4	0	22.2	14.6	33.3	29.9	2.62	2.15
2007-08	Educational Service District 123	01	Adams	01147	Othello School District	3730	Scootney Springs Elementary	3	93	58	61.7	58	61.7	62.4	15	16.0	20	21.3	1	1.1	25	26.6	32	34.0	1	1.1	36	38.3	0	0	0	0	93	62	66.0	62	66.0	66.7	17	18.1	14	14.9	1	1.1	39	41.5	22	23.4	1	1.1	32	34.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.4	14.9	27.7	2.74	2.66
2007-08	Educational Service District 123	01	Adams	01147	Othello School District	3730	Scootney Springs Elementary	4	87	52	59.8	52	59.8	59.8	14	16.1	21	24.1	0	0.0	33	37.9	19	21.8	0	0.0	35	40.2	0	0	0	0	87	37	42.5	37	42.5	42.5	35	40.2	15	17.2	0	0.0	13	14.9	24	27.6	0	0.0	50	57.5	0	0	0	0	86	39	44.8	39	44.8	45.3	20	23.0	27	31.0	1	1.1	24	27.6	14	16.1	1	1.1	48	55.2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.0	18.4	18.4	32.2	2.66	2.30
2007-08	Educational Service District 123	01	Adams	01147	Othello School District	3730	Scootney Springs Elementary	5	84	56	66.7	56	66.7	66.7	11	13.1	17	20.2	2	2.4	25	29.8	29	34.5	0	0.0	28	33.3	1	0	0	0	84	48	57.1	48	57.1	57.1	21	25.0	15	17.9	0	0.0	27	32.1	21	25.0	0	0.0	36	42.9	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84	24	28.6	24	28.6	28.6	22	26.2	38	45.2	1	1.2	20	23.8	3	3.6	0	0.0	60	71.4	1	0	0	0	27.4	23.8	22.6	26.2	2.81	2.57
2007-08	Educational Service District 123	01	Adams	01147	Othello School District	3730	Scootney Springs Elementary	6	81	53	65.4	53	65.4	65.4	8	9.9	20	24.7	0	0.0	45	55.6	8	9.9	0	0.0	28	34.6	0	0	0	0	81	38	46.9	38	46.9	46.9	22	27.2	21	25.9	0	0.0	31	38.3	7	8.6	0	0.0	43	53.1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.0	28.4	29.6	2.65	2.28
2007-08	Educational Service District 101	01	Adams	01158	Lind School District	2903	Lind Jr Sr High	7	22	13	59.1	13	59.1	59.1	2	9.1	7	31.8	0	0.0	8	36.4	5	22.7	0	0.0	9	40.9	0	0	0	0	22	6	27.3	6	27.3	27.3	9	40.9	7	31.8	0	0.0	4	18.2	2	9.1	0	0.0	16	72.7	0	0	0	0	22	8	36.4	8	36.4	36.4	7	31.8	7	31.8	0	0.0	7	31.8	1	4.5	0	0.0	14	63.6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.6	27.3	27.3	31.8	2.73	1.95
2007-08	Educational Service District 101	01	Adams	01158	Lind School District	2903	Lind Jr Sr High	8	20	12	60.0	12	60.0	60.0	0	0.0	8	40.0	0	0.0	5	25.0	7	35.0	0	0.0	8	40.0	0	0	0	0	20	13	65.0	13	65.0	65.0	4	20.0	3	15.0	0	0.0	8	40.0	5	25.0	0	0.0	7	35.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	7	35.0	7	35.0	35.0	6	30.0	7	35.0	0	0.0	6	30.0	1	5.0	0	0.0	13	65.0	0	0	0	0	35.0	20.0	15.0	30.0	2.95	2.70
2007-08	Educational Service District 101	01	Adams	01158	Lind School District	2903	Lind Jr Sr High	10	14	15	78.9	10	71.4	71.4	1	7.1	3	21.4	0	0.0	7	50.0	3	21.4	0	0.0	4	28.6	0	5	0	0	11	7	43.8	2	18.2	18.2	6	54.5	3	27.3	0	0.0	2	18.2	0	0.0	0	0.0	9	81.8	3	5	0	0	16	15	78.9	12	75.0	75.0	0	0.0	4	25.0	0	0.0	7	43.8	5	31.3	0	0.0	4	25.0	0	3	0	0	17	2	11.8	2	11.8	11.8	15	88.2	0	0.0	0	0.0	2	11.8	0	0.0	0	0.0	15	88.2	2	0	0	0	0.0	44.4	44.4	11.1	2.86	1.64
2007-08	Educational Service District 101	01	Adams	01158	Lind School District	3421	Lind Elementary School	3	16	11	68.8	11	68.8	68.8	3	18.8	2	12.5	0	0.0	6	37.5	5	31.3	0	0.0	5	31.3	0	0	0	0	16	8	50.0	8	50.0	50.0	3	18.8	5	31.3	0	0.0	7	43.8	1	6.3	0	0.0	8	50.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.8	31.3	25.0	2.81	2.38
2007-08	Educational Service District 101	01	Adams	01158	Lind School District	3421	Lind Elementary School	4	20	10	50.0	10	50.0	50.0	4	20.0	6	30.0	0	0.0	8	40.0	2	10.0	0	0.0	10	50.0	0	0	0	0	20	9	45.0	9	45.0	45.0	7	35.0	4	20.0	0	0.0	6	30.0	3	15.0	0	0.0	11	55.0	0	0	0	0	19	6	30.0	6	30.0	31.6	6	30.0	7	35.0	0	0.0	5	25.0	1	5.0	1	5.0	14	70.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.0	20.0	15.0	40.0	2.40	2.25
2007-08	Educational Service District 101	01	Adams	01158	Lind School District	3421	Lind Elementary School	5	15	9	60.0	9	60.0	60.0	2	13.3	4	26.7	0	0.0	4	26.7	5	33.3	0	0.0	6	40.0	0	1	0	0	15	9	60.0	9	60.0	60.0	5	33.3	1	6.7	0	0.0	6	40.0	3	20.0	0	0.0	6	40.0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	4	26.7	4	26.7	26.7	6	40.0	5	33.3	0	0.0	4	26.7	0	0.0	0	0.0	11	73.3	0	1	0	0	26.7	26.7	13.3	33.3	2.80	2.47
2007-08	Educational Service District 101	01	Adams	01158	Lind School District	3421	Lind Elementary School	6	22	14	63.6	14	63.6	63.6	1	4.5	7	31.8	0	0.0	11	50.0	3	13.6	0	0.0	8	36.4	0	0	0	0	22	7	31.8	7	31.8	31.8	7	31.8	8	36.4	0	0.0	5	22.7	2	9.1	0	0.0	15	68.2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.3	40.9	31.8	2.73	2.09
2007-08	Educational Service District 101	01	Adams	01160	Ritzville School District	2132	Ritzville High School	10	23	19	70.4	19	70.4	82.6	0	0.0	4	14.8	0	0.0	9	33.3	10	37.0	4	14.8	8	29.6	1	1	0	0	23	9	32.1	9	32.1	39.1	7	25.0	7	25.0	0	0.0	4	14.3	5	17.9	5	17.9	19	67.9	0	1	0	0	24	21	75.0	21	75.0	87.5	0	0.0	3	10.7	0	0.0	12	42.9	9	32.1	4	14.3	7	25.0	0	1	0	0	23	10	35.7	10	35.7	43.5	12	42.9	1	3.6	0	0.0	10	35.7	0	0.0	5	17.9	18	64.3	0	1	0	0	42.9	39.3	14.3	3.6	2.78	1.89
2007-08	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	3	17	14	82.4	14	82.4	82.4	0	0.0	3	17.6	0	0.0	5	29.4	9	52.9	0	0.0	3	17.6	0	0	0	0	17	15	88.2	15	88.2	88.2	1	5.9	1	5.9	0	0.0	9	52.9	6	35.3	0	0.0	2	11.8	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.5	17.6	5.9	3.35	3.18
