SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	GradeTested	MathTotalTested	MathPercentMetStandard	MathPercentLevel1	MathPercentLevel2	MathPercentLevel3	MathPercentLevel4	MathPercentNotTested	MathPercentNotMet	MathPercentMet2003Standard	MathPercentWAAS	ReadingTotalTested	ReadingPercentMetStandard	ReadingPercentLevel1	ReadingPercentLevel2	ReadingPercentLevel3	ReadingPercentLevel4	ReadingPercentNotTested	ReadingPercentNotMet	ReadingPercentMet2003Standard	ReadingPercentWAAS	WritingTotalTested	WritingPercentMetStandard	WritingPercentNotTested	WritingPercentNotMet	WritingPercentWAAS	ListeningTotalTested	ListeningPercentMetStandard	ListeningPercentNotTested	ListeningPercentNotMet	ListeningPercentWAAS	ScienceTotalTested	SciencePercentMetStandard	SciencePercentLevel1	SciencePercentLevel2	SciencePercentLevel3	SciencePercentLevel4	SciencePercentNotTested	SciencePercentNotMet	SciencePercentWAAS	PercentMet3Standards	PercentMet2Standards	PercentMet1Standards	PercentMet0Standards	ReadingLevelIndex	MathLevelIndex	ScienceLevelIndex
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	2420	Kent Junior High School	7	254	32.3	45.9	20.6	19.8	12.5	1.2	67.7	23.0	0.0	248	34.8	21.9	40.2	18.4	16.4	3.1	65.2	30.1	0.0	250	43.8	2.3	56.3	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	23.0	12.1	17.5	47.5	2.23	1.96	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	2420	Kent Junior High School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	254	16.9	50.2	30.3	16.1	0.8	2.7	83.1	0.0	NA	NA	NA	NA	NA	NA	1.62
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	2565	Meridian Elementary	4	89	68.5	14.1	14.1	34.8	33.7	3.3	31.5	65.2	0.0	89	73.9	7.6	15.2	44.6	29.3	3.3	26.1	69.6	0.0	87	64.1	5.4	35.9	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	53.3	18.5	9.8	18.5	2.89	2.82	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	2565	Meridian Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	97	44.6	20.8	30.7	41.6	3.0	4.0	55.4	0.0	NA	NA	NA	NA	NA	NA	2.19
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	2567	Panther Lake Elementary	4	71	38.0	31.0	31.0	22.5	15.5	0.0	62.0	36.6	0.0	71	66.2	11.3	22.5	54.9	11.3	0.0	33.8	57.7	0.0	71	45.1	0.0	54.9	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	26.8	23.9	21.1	28.2	2.66	2.23	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	2567	Panther Lake Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	53	12.7	52.7	30.9	10.9	1.8	3.6	87.3	0.0	NA	NA	NA	NA	NA	NA	1.55
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	2797	Kent-Meridian High School	10	312	31.5	41.8	18.5	20.3	11.2	8.2	68.5	NA	0.0	306	55.0	16.3	19.2	12.4	42.6	9.5	45.0	NA	0.0	303	55.3	10.4	44.7	0.0	0	NA	NA	NA	NA	295	15.4	53.0	18.9	15.4	0.0	12.7	84.6	0.0	26.5	22.9	15.9	34.7	2.62	1.84	1.37
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	2851	East Hill Elementary	4	69	40.3	31.9	23.6	27.8	12.5	4.2	59.7	36.1	0.0	69	48.6	9.7	37.5	44.4	4.2	4.2	51.4	43.1	0.0	67	44.4	6.9	55.6	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	27.8	15.3	19.4	37.5	2.35	2.12	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	2851	East Hill Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	59	6.8	66.1	27.1	6.8	0.0	0.0	93.2	0.0	NA	NA	NA	NA	NA	NA	1.41
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3014	Mountain View Academy	4	21	81.0	4.8	14.3	42.9	38.1	0.0	19.0	71.4	0.0	21	81.0	0.0	19.0	52.4	28.6	0.0	19.0	71.4	0.0	21	76.2	0.0	23.8	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	61.9	19.0	14.3	4.8	3.10	3.14	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3014	Mountain View Academy	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	23	21.7	21.7	56.5	21.7	0.0	0.0	78.3	0.0	NA	NA	NA	NA	NA	NA	2.00
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3014	Mountain View Academy	7	42	50.0	16.7	33.3	33.3	16.7	0.0	50.0	45.2	0.0	42	54.8	11.9	33.3	28.6	26.2	0.0	45.2	45.2	0.0	43	58.1	0.0	41.9	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	30.2	23.3	23.3	23.3	2.69	2.50	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3014	Mountain View Academy	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	42	42.9	4.8	52.4	40.5	2.4	0.0	57.1	0.0	NA	NA	NA	NA	NA	NA	2.40
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3014	Mountain View Academy	10	36	34.2	34.2	26.3	18.4	15.8	5.3	65.8	NA	0.0	34	62.2	8.1	21.6	10.8	51.4	8.1	37.8	NA	0.0	34	70.3	8.1	29.7	0.0	0	NA	NA	NA	NA	35	28.9	47.4	15.8	28.9	0.0	7.9	71.1	0.0	31.6	26.3	15.8	26.3	2.89	2.05	1.66
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3233	Meridian Junior High School	7	346	54.0	26.1	19.3	28.2	25.9	0.6	46.0	48.6	0.0	345	62.1	12.1	25.0	32.2	29.9	0.9	37.9	52.9	0.0	343	71.0	1.4	29.0	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	46.6	14.9	17.5	21.0	2.78	2.53	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3233	Meridian Junior High School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	356	44.0	20.9	34.3	38.7	5.3	0.8	56.0	0.0	NA	NA	NA	NA	NA	NA	2.27
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3388	Covington Elementary	4	66	66.7	9.1	24.2	15.2	51.5	0.0	33.3	66.7	4.2	65	81.8	3.0	13.6	43.9	37.9	1.5	18.2	74.2	4.2	65	81.8	1.5	18.2	4.2	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	62.1	16.7	10.6	10.6	3.14	3.09	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3388	Covington Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	64	29.9	22.4	43.3	28.4	1.5	4.5	70.1	1.5	NA	NA	NA	NA	NA	NA	2.00
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3389	Scenic Hill Elementary	4	71	46.5	32.4	21.1	28.2	18.3	0.0	53.5	42.3	0.0	70	53.5	9.9	35.2	33.8	19.7	1.4	46.5	49.3	0.0	69	38.0	2.8	62.0	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	25.4	19.7	22.5	32.4	2.61	2.32	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3389	Scenic Hill Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	74	13.5	41.9	44.6	13.5	0.0	0.0	86.5	0.0	NA	NA	NA	NA	NA	NA	1.72
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3491	Park Orchard Elementary	4	76	44.7	22.4	32.9	27.6	17.1	0.0	55.3	39.5	6.0	76	60.5	9.2	30.3	40.8	19.7	0.0	39.5	48.7	6.0	74	26.3	2.6	73.7	6.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	18.4	27.6	21.1	32.9	2.71	2.39	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3491	Park Orchard Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	87	12.4	36.0	49.4	12.4	0.0	2.2	87.6	2.2	NA	NA	NA	NA	NA	NA	1.72
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3550	Lake Youngs Elementary	4	76	77.6	9.2	13.2	22.4	55.3	0.0	22.4	77.6	2.6	76	88.2	3.9	7.9	42.1	46.1	0.0	11.8	85.5	2.6	76	76.3	0.0	23.7	2.6	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	67.1	15.8	9.2	7.9	3.30	3.24	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3550	Lake Youngs Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	74	53.9	7.9	35.5	50.0	3.9	2.6	46.1	0.0	NA	NA	NA	NA	NA	NA	2.45
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3570	Sequoia Junior High School	7	252	35.3	39.1	23.3	20.2	15.1	2.3	64.7	29.1	0.0	251	43.0	14.7	39.5	27.1	15.9	2.7	57.0	32.2	0.0	249	51.2	3.5	48.8	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	25.6	15.5	21.7	37.2	2.39	2.07	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3570	Sequoia Junior High School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	383	23.4	38.8	35.0	21.6	1.8	2.8	76.6	0.0	NA	NA	NA	NA	NA	NA	1.81
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3593	Pine Tree Elementary	4	78	48.7	24.4	26.9	12.8	35.9	0.0	51.3	46.2	0.0	78	57.7	6.4	35.9	29.5	28.2	0.0	42.3	51.3	0.0	78	56.4	0.0	43.6	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	37.2	17.9	15.4	29.5	2.79	2.60	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3593	Pine Tree Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	61	23.8	34.9	38.1	22.2	1.6	3.2	76.2	0.0	NA	NA	NA	NA	NA	NA	1.84
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3640	Kentridge High School	10	540	60.5	21.2	13.8	22.1	38.4	4.4	39.5	NA	0.8	537	72.6	11.6	11.4	7.7	64.9	4.4	27.4	NA	0.8	537	78.2	4.1	21.8	0.8	0	NA	NA	NA	NA	538	42.5	29.4	23.8	38.8	3.7	4.3	57.5	0.8	56.6	15.8	8.8	18.8	3.17	2.69	2.08
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3676	Cedar Valley Elementary	4	66	58.2	16.4	23.9	25.4	32.8	1.5	41.8	56.7	0.0	66	65.7	10.4	22.4	35.8	29.9	1.5	34.3	59.7	0.0	66	55.2	1.5	44.8	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	43.3	17.9	13.4	25.4	2.82	2.72	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3676	Cedar Valley Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	59	9.8	44.3	42.6	9.8	0.0	3.3	90.2	0.0	NA	NA	NA	NA	NA	NA	1.59
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3677	Springbrook Elementary	4	67	47.8	23.9	28.4	34.3	13.4	0.0	52.2	44.8	0.0	67	55.2	7.5	37.3	40.3	14.9	0.0	44.8	50.7	0.0	65	49.3	3.0	50.7	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	35.8	10.4	23.9	29.9	2.63	2.37	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3677	Springbrook Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	64	10.4	55.2	29.9	9.0	1.5	4.5	89.6	0.0	NA	NA	NA	NA	NA	NA	1.48
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3678	Fairwood Elementary	4	72	76.4	6.9	16.7	23.6	52.8	0.0	23.6	75.0	0.0	72	88.9	1.4	9.7	44.4	44.4	0.0	11.1	86.1	0.0	72	76.4	0.0	23.6	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	69.4	12.5	8.3	9.7	3.32	3.22	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3678	Fairwood Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	61	23.8	30.2	42.9	23.8	0.0	3.2	76.2	0.0	NA	NA	NA	NA	NA	NA	1.87
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3707	Soos Creek Elementary	4	58	70.7	10.3	19.0	27.6	43.1	0.0	29.3	69.0	0.0	58	82.8	10.3	6.9	37.9	44.8	0.0	17.2	81.0	0.0	56	68.4	1.8	31.6	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	55.2	24.1	6.9	13.8	3.17	3.03	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3707	Soos Creek Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	63	32.3	16.9	47.7	30.8	1.5	3.1	67.7	0.0	NA	NA	NA	NA	NA	NA	2.11
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3708	Grass Lake Elementary	4	85	76.5	7.1	16.5	24.7	51.8	0.0	23.5	76.5	0.0	83	91.7	1.2	6.0	47.6	44.0	1.2	8.3	85.7	0.0	83	79.8	1.2	20.2	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	68.2	16.5	8.2	7.1	3.32	3.21	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3708	Grass Lake Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	64	26.6	28.1	45.3	25.0	1.6	0.0	73.4	0.0	NA	NA	NA	NA	NA	NA	2.00
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3764	Meeker Junior High School	7	242	55.1	24.4	15.7	29.5	25.6	4.7	44.9	49.2	0.0	250	66.1	8.3	24.0	36.2	29.9	1.6	33.9	58.3	0.0	245	62.2	3.5	37.8	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	43.7	20.5	11.4	24.4	2.85	2.47	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	3764	Meeker Junior High School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	311	34.6	27.2	34.3	32.1	2.5	4.0	65.4	0.0	NA	NA	NA	NA	NA	NA	2.02
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4126	Crestwood Elementary	4	71	69.0	9.9	21.1	28.2	40.8	0.0	31.0	63.4	0.0	71	80.3	5.6	14.1	52.1	28.2	0.0	19.7	73.2	0.0	71	59.2	0.0	40.8	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	49.3	22.5	15.5	12.7	3.03	3.00	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4126	Crestwood Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	91	23.9	20.7	54.3	22.8	1.1	1.1	76.1	0.0	NA	NA	NA	NA	NA	NA	2.02
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4127	Mattson Junior High School	7	350	51.6	23.9	24.2	31.1	20.5	0.3	48.4	41.6	1.7	349	63.8	6.6	29.1	34.8	29.1	0.6	36.2	51.0	1.7	348	65.8	0.9	34.2	1.7	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	41.3	20.8	15.7	22.2	2.85	2.48	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4127	Mattson Junior High School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	323	41.2	25.8	32.3	37.2	4.0	0.6	58.8	0.0	NA	NA	NA	NA	NA	NA	2.18
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4128	Kentwood High School	10	554	53.2	27.2	15.6	26.0	27.2	4.0	46.8	NA	1.0	546	67.7	14.3	13.3	11.5	56.2	4.7	32.3	NA	1.0	544	70.1	4.9	29.9	1.0	0	NA	NA	NA	NA	545	39.9	36.0	18.5	37.8	2.1	5.5	60.1	1.0	47.8	17.7	11.1	23.4	3.00	2.45	1.95
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4293	Ridgewood Elementary	4	79	84.8	3.8	11.4	31.6	53.2	0.0	15.2	83.5	0.0	78	91.0	0.0	9.0	48.7	42.3	0.0	9.0	91.0	0.0	79	82.3	0.0	17.7	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	70.9	19.0	6.3	3.8	3.33	3.34	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4293	Ridgewood Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	89	48.3	6.7	44.9	43.8	4.5	0.0	51.7	0.0	NA	NA	NA	NA	NA	NA	2.46
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4294	Martin Sortun Elementary	4	60	68.3	13.3	18.3	35.0	33.3	0.0	31.7	63.3	0.0	60	76.7	3.3	20.0	45.0	31.7	0.0	23.3	66.7	0.0	60	61.7	0.0	38.3	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	50.0	23.3	10.0	16.7	3.05	2.88	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4294	Martin Sortun Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	94	28.7	26.6	44.7	28.7	0.0	0.0	71.3	0.0	NA	NA	NA	NA	NA	NA	2.02
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4301	Jenkins Creek Elementary	4	68	76.5	4.4	19.1	47.1	29.4	0.0	23.5	72.1	1.4	68	86.8	4.4	8.8	58.8	27.9	0.0	13.2	80.9	1.4	68	58.8	0.0	41.2	1.4	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	52.9	27.9	7.4	11.8	3.10	3.01	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4301	Jenkins Creek Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	66	16.7	30.3	53.0	16.7	0.0	0.0	83.3	2.9	NA	NA	NA	NA	NA	NA	1.86
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4345	Horizon Elementary	4	85	53.5	11.6	33.7	31.4	22.1	1.2	46.5	51.2	0.0	85	66.3	11.6	20.9	48.8	17.4	1.2	33.7	60.5	0.0	85	60.5	1.2	39.5	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	39.5	24.4	12.8	23.3	2.70	2.62	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4345	Horizon Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	87	20.7	29.9	49.4	20.7	0.0	0.0	79.3	0.0	NA	NA	NA	NA	NA	NA	1.91
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4353	Carriage Crest Elementary	4	53	75.5	9.4	15.1	28.3	47.2	0.0	24.5	71.7	1.8	53	83.0	3.8	13.2	37.7	45.3	0.0	17.0	81.1	1.8	52	62.3	1.9	37.7	1.8	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	54.7	26.4	3.8	15.1	3.25	3.13	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4353	Carriage Crest Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	54	29.1	20.0	49.1	29.1	0.0	1.8	70.9	1.8	NA	NA	NA	NA	NA	NA	2.05
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4356	Neely O’Brien Elementary	4	81	50.6	25.9	23.5	23.5	27.2	0.0	49.4	46.9	0.0	79	72.2	3.8	24.1	45.6	26.6	0.0	27.8	59.5	0.0	79	45.6	0.0	54.4	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	32.1	22.2	24.7	21.0	2.95	2.52	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4356	Neely O’Brien Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	67	14.9	38.8	46.3	14.9	0.0	0.0	85.1	0.0	NA	NA	NA	NA	NA	NA	1.76
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4413	George T. Daniel Elementary	4	54	40.7	27.8	31.5	22.2	18.5	0.0	59.3	37.0	0.0	53	63.0	11.1	24.1	48.1	14.8	1.9	37.0	55.6	0.0	53	55.6	1.9	44.4	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	33.3	25.9	7.4	33.3	2.63	2.31	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4413	George T. Daniel Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	57	22.8	38.6	38.6	22.8	0.0	0.0	77.2	0.0	NA	NA	NA	NA	NA	NA	1.84
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4420	Sunrise Elementary	4	79	77.2	3.8	19.0	27.8	49.4	0.0	22.8	74.7	0.0	79	89.9	3.8	6.3	46.8	43.0	0.0	10.1	87.3	0.0	79	82.3	0.0	17.7	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	70.9	13.9	8.9	6.3	3.29	3.23	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4420	Sunrise Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	102	43.1	19.6	37.3	38.2	4.9	0.0	56.9	0.0	NA	NA	NA	NA	NA	NA	2.28
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4440	Cedar Heights Junior High School	7	336	53.1	25.4	19.5	28.6	24.5	2.0	46.9	45.8	1.1	332	61.4	9.1	26.6	28.1	33.3	2.9	38.6	50.3	1.1	325	56.6	4.7	43.4	1.1	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	40.2	15.7	18.4	25.7	2.80	2.48	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4440	Cedar Heights Junior High School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	328	45.6	19.8	33.0	42.0	3.6	1.5	54.4	2.9	NA	NA	NA	NA	NA	NA	2.26
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4465	Meadow Ridge Elementary	4	68	42.6	29.4	27.9	23.5	19.1	0.0	57.4	41.2	0.0	68	52.9	13.2	33.8	41.2	11.8	0.0	47.1	45.6	0.0	68	29.4	0.0	70.6	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	20.6	25.0	13.2	41.2	2.51	2.32	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4465	Meadow Ridge Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	63	6.3	43.8	48.4	6.3	0.0	1.6	93.8	0.0	NA	NA	NA	NA	NA	NA	1.59
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4466	Sawyer Woods Elementary	4	85	81.2	5.9	12.9	34.1	47.1	0.0	18.8	78.8	0.0	85	90.6	1.2	8.2	50.6	40.0	0.0	9.4	89.4	0.0	84	72.9	1.2	27.1	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	65.9	20.0	7.1	7.1	3.29	3.22	NA
2003-04	Puget Sound Educational Service District	17	King	17415	Kent	4466	Sawyer Woods Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	61	46.8	9.7	41.9	38.7	8.1	1.6	53.2	0.0	NA	NA	NA	NA	NA	NA	2.42
