SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	GradeTested	MathTotalTested	MathPercentMetStandard	MathPercentLevel1	MathPercentLevel2	MathPercentLevel3	MathPercentLevel4	MathPercentNotTested	MathPercentNotMet	MathPercentMet2003Standard	MathPercentWAAS	ReadingTotalTested	ReadingPercentMetStandard	ReadingPercentLevel1	ReadingPercentLevel2	ReadingPercentLevel3	ReadingPercentLevel4	ReadingPercentNotTested	ReadingPercentNotMet	ReadingPercentMet2003Standard	ReadingPercentWAAS	WritingTotalTested	WritingPercentMetStandard	WritingPercentNotTested	WritingPercentNotMet	WritingPercentWAAS	ListeningTotalTested	ListeningPercentMetStandard	ListeningPercentNotTested	ListeningPercentNotMet	ListeningPercentWAAS	ScienceTotalTested	SciencePercentMetStandard	SciencePercentLevel1	SciencePercentLevel2	SciencePercentLevel3	SciencePercentLevel4	SciencePercentNotTested	SciencePercentNotMet	SciencePercentWAAS	PercentMet3Standards	PercentMet2Standards	PercentMet1Standards	PercentMet0Standards	ReadingLevelIndex	MathLevelIndex	ScienceLevelIndex
2003-04	Educational Service District 101	01	Adams	01109	Washtucna	3075	Washtucna Elementary/High School	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	Educational Service District 101	01	Adams	01109	Washtucna	3075	Washtucna Elementary/High School	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	Educational Service District 101	01	Adams	01109	Washtucna	3075	Washtucna Elementary/High School	7	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	Educational Service District 101	01	Adams	01109	Washtucna	3075	Washtucna Elementary/High School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	Educational Service District 101	01	Adams	01109	Washtucna	3075	Washtucna Elementary/High School	10	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	Educational Service District 101	01	Adams	01122	Benge	3142	Benge Elementary	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	Educational Service District 123	01	Adams	01147	Othello	2902	Lutacaga Elementary	4	88	25.8	49.4	23.6	19.1	6.7	1.1	74.2	23.6	4.3	89	44.9	14.6	40.4	33.7	11.2	0.0	55.1	41.6	4.3	87	34.4	3.3	65.6	4.3	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	22.2	10.0	17.8	50.0	2.42	1.81	NA
2003-04	Educational Service District 123	01	Adams	01147	Othello	2902	Lutacaga Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	94	4.3	66.0	29.8	4.3	0.0	0.0	95.7	0.0	NA	NA	NA	NA	NA	NA	1.38
2003-04	Educational Service District 123	01	Adams	01147	Othello	2961	Hiawatha Elementary	4	79	32.9	41.8	25.3	17.7	15.2	0.0	67.1	27.8	0.0	78	48.1	20.3	30.4	36.7	11.4	1.3	51.9	34.2	0.0	78	29.1	1.3	70.9	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	25.3	8.9	16.5	49.4	2.37	2.06	NA
2003-04	Educational Service District 123	01	Adams	01147	Othello	2961	Hiawatha Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	94	10.6	61.7	27.7	10.6	0.0	0.0	89.4	0.0	NA	NA	NA	NA	NA	NA	1.49
2003-04	Educational Service District 123	01	Adams	01147	Othello	3015	Othello High School	10	197	29.9	50.0	16.7	16.7	13.2	3.4	70.1	NA	0.0	200	52.5	21.6	24.0	14.2	38.2	2.0	47.5	NA	0.0	196	50.0	3.9	50.0	0.0	0	NA	NA	NA	NA	196	14.7	62.7	18.6	14.7	0.0	3.9	85.3	0.0	27.0	18.1	15.2	39.7	2.65	1.86	1.44
2003-04	Educational Service District 123	01	Adams	01147	Othello	3471	McFarland Junior High School	7	222	28.7	43.5	27.4	16.6	12.1	0.4	71.3	23.8	0.0	225	56.0	11.1	32.9	32.0	24.0	0.0	44.0	44.0	0.0	215	52.7	4.0	47.3	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	24.4	21.3	20.9	33.3	2.69	1.96	NA
2003-04	Educational Service District 123	01	Adams	01147	Othello	3471	McFarland Junior High School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	232	16.7	49.8	30.5	16.3	0.4	2.9	83.3	0.8	NA	NA	NA	NA	NA	NA	1.62
2003-04	Educational Service District 123	01	Adams	01147	Othello	3730	Scootney Springs Elementary	4	87	43.2	29.5	26.1	28.4	14.8	1.1	56.8	42.0	0.0	87	62.5	9.1	27.3	42.0	20.5	1.1	37.5	54.5	0.0	86	46.6	2.3	53.4	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	31.8	18.2	20.5	29.5	2.72	2.26	NA
2003-04	Educational Service District 123	01	Adams	01147	Othello	3730	Scootney Springs Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	75	9.2	55.3	34.2	9.2	0.0	1.3	90.8	0.0	NA	NA	NA	NA	NA	NA	1.51
2003-04	Educational Service District 101	01	Adams	01158	Lind	2903	Lind Junior-Senior High School	7	20	22.7	45.5	22.7	18.2	4.5	9.1	77.3	18.2	0.0	21	45.5	13.6	36.4	31.8	13.6	4.5	54.5	40.9	0.0	21	40.9	4.5	59.1	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	18.2	22.7	9.1	50.0	2.36	1.64	NA
2003-04	Educational Service District 101	01	Adams	01158	Lind	2903	Lind Junior-Senior High School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	20	13.6	45.5	31.8	13.6	0.0	9.1	86.4	0.0	NA	NA	NA	NA	NA	NA	1.50
2003-04	Educational Service District 101	01	Adams	01158	Lind	2903	Lind Junior-Senior High School	10	17	20.0	40.0	25.0	5.0	15.0	15.0	80.0	NA	0.0	17	30.0	5.0	50.0	5.0	25.0	15.0	70.0	NA	0.0	16	40.0	20.0	60.0	0.0	0	NA	NA	NA	NA	17	10.0	65.0	10.0	10.0	0.0	15.0	90.0	0.0	15.0	10.0	25.0	50.0	2.20	1.65	1.15
2003-04	Educational Service District 101	01	Adams	01158	Lind	3421	Lind Elementary	4	19	78.9	0.0	21.1	21.1	57.9	0.0	21.1	78.9	0.0	19	84.2	0.0	15.8	36.8	47.4	0.0	15.8	78.9	0.0	19	78.9	0.0	21.1	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	68.4	10.5	15.8	5.3	3.32	3.37	NA
2003-04	Educational Service District 101	01	Adams	01158	Lind	3421	Lind Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	14	31.3	37.5	18.8	31.3	0.0	12.5	68.8	0.0	NA	NA	NA	NA	NA	NA	1.69
2003-04	Educational Service District 101	01	Adams	01160	Ritzville	2132	Ritzville High School	10	27	25.0	50.0	21.4	21.4	3.6	3.6	75.0	NA	0.0	27	60.7	17.9	17.9	21.4	39.3	3.6	39.3	NA	0.0	25	71.4	10.7	28.6	0.0	0	NA	NA	NA	NA	27	10.7	50.0	35.7	10.7	0.0	3.6	89.3	0.0	25.0	35.7	10.7	28.6	2.75	1.71	1.54
2003-04	Educational Service District 101	01	Adams	01160	Ritzville	2719	Ritzville Grade School	4	24	73.1	11.5	7.7	26.9	46.2	7.7	26.9	73.1	0.0	24	84.6	0.0	7.7	50.0	34.6	7.7	15.4	73.1	0.0	23	53.8	11.5	46.2	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	50.0	23.1	15.4	11.5	3.04	2.92	NA
2003-04	Educational Service District 101	01	Adams	01160	Ritzville	2719	Ritzville Grade School	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	31	18.8	25.0	53.1	18.8	0.0	3.1	81.3	0.0	NA	NA	NA	NA	NA	NA	1.88
2003-04	Educational Service District 101	01	Adams	01160	Ritzville	2719	Ritzville Grade School	7	27	50.0	14.3	32.1	28.6	21.4	3.6	50.0	46.4	0.0	27	64.3	3.6	28.6	32.1	32.1	3.6	35.7	53.6	0.0	27	60.7	3.6	39.3	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	42.9	10.7	25.0	21.4	2.86	2.50	NA
2003-04	Educational Service District 101	01	Adams	01160	Ritzville	2719	Ritzville Grade School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	38	39.0	24.4	29.3	39.0	0.0	7.3	61.0	0.0	NA	NA	NA	NA	NA	NA	2.00
2003-04	Educational Service District 123	02	Asotin	02250	Clarkston	1617	Educational Opportunity Center	7	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	Educational Service District 123	02	Asotin	02250	Clarkston	1617	Educational Opportunity Center	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	Educational Service District 123	02	Asotin	02250	Clarkston	1617	Educational Opportunity Center	10	19	0.0	68.0	8.0	0.0	0.0	24.0	100.0	NA	0.0	20	20.0	32.0	28.0	12.0	8.0	20.0	80.0	NA	0.0	19	24.0	24.0	76.0	0.0	0	NA	NA	NA	NA	17	0.0	66.7	4.2	0.0	0.0	29.2	100.0	0.0	NA	12.0	20.0	68.0	1.56	0.84	0.75
2003-04	Educational Service District 123	02	Asotin	02250	Clarkston	2299	Clarkston High School	10	197	33.3	39.7	23.5	23.0	10.3	3.4	66.7	NA	0.0	197	50.5	18.6	27.5	18.6	31.9	3.4	49.5	NA	0.0	195	66.2	4.4	33.8	0.0	0	NA	NA	NA	NA	195	22.5	44.1	28.9	22.1	0.5	4.4	77.5	0.0	27.9	24.5	17.2	30.4	2.57	1.97	1.70
2003-04	Educational Service District 123	02	Asotin	02250	Clarkston	2501	Lincoln Middle School	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	Educational Service District 123	02	Asotin	02250	Clarkston	2501	Lincoln Middle School	7	184	45.9	24.9	28.6	25.9	20.0	0.5	54.1	37.8	0.5	183	67.0	5.9	25.9	41.1	25.9	1.1	33.0	55.7	0.5	181	67.0	2.2	33.0	0.5	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	36.8	21.6	26.5	15.1	2.85	2.40	NA
2003-04	Educational Service District 123	02	Asotin	02250	Clarkston	2501	Lincoln Middle School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	209	45.6	20.7	30.0	37.8	7.8	3.7	54.4	2.7	NA	NA	NA	NA	NA	NA	2.25
2003-04	Educational Service District 123	02	Asotin	02250	Clarkston	2823	Parkway Elementary	4	59	60.0	18.3	20.0	33.3	26.7	1.7	40.0	53.3	0.0	59	78.3	5.0	15.0	61.7	16.7	1.7	21.7	70.0	0.0	59	48.3	1.7	51.7	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	36.7	30.0	16.7	16.7	2.87	2.65	NA
2003-04	Educational Service District 123	02	Asotin	02250	Clarkston	2823	Parkway Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	67	16.4	44.8	38.8	16.4	0.0	0.0	83.6	0.0	NA	NA	NA	NA	NA	NA	1.72
2003-04	Educational Service District 123	02	Asotin	02250	Clarkston	2962	Grantham Elementary	4	28	37.9	10.3	48.3	31.0	6.9	3.4	62.1	37.9	0.0	28	65.5	6.9	24.1	51.7	13.8	3.4	34.5	51.7	0.0	28	37.9	3.4	62.1	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	20.7	20.7	37.9	20.7	2.66	2.28	NA
2003-04	Educational Service District 123	02	Asotin	02250	Clarkston	2962	Grantham Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	14	0.0	28.6	71.4	0.0	0.0	0.0	100.0	0.0	NA	NA	NA	NA	NA	NA	1.71
2003-04	Educational Service District 123	02	Asotin	02250	Clarkston	3266	Highland Elementary	4	30	26.7	30.0	43.3	20.0	6.7	0.0	73.3	20.0	0.0	30	63.3	13.3	23.3	56.7	6.7	0.0	36.7	40.0	0.0	30	33.3	0.0	66.7	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	10.0	26.7	40.0	23.3	2.57	2.03	NA
2003-04	Educational Service District 123	02	Asotin	02250	Clarkston	3266	Highland Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	52	25.0	23.1	51.9	25.0	0.0	0.0	75.0	0.0	NA	NA	NA	NA	NA	NA	2.02
2003-04	Educational Service District 123	02	Asotin	02250	Clarkston	3616	Special Services	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	Educational Service District 123	02	Asotin	02250	Clarkston	3616	Special Services	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	Educational Service District 123	02	Asotin	02250	Clarkston	3616	Special Services	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	Educational Service District 123	02	Asotin	02250	Clarkston	4384	Heights Elementary	4	60	78.3	3.3	18.3	28.3	50.0	0.0	21.7	78.3	3.2	58	88.3	1.7	6.7	51.7	36.7	3.3	11.7	85.0	3.2	58	70.0	3.3	30.0	3.2	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	63.3	18.3	10.0	8.3	3.17	3.25	NA
2003-04	Educational Service District 123	02	Asotin	02250	Clarkston	4384	Heights Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	63	31.7	19.0	49.2	30.2	1.6	0.0	68.3	0.0	NA	NA	NA	NA	NA	NA	2.14
2003-04	Educational Service District 123	02	Asotin	02420	Asotin-Anatone	2434	Asotin Junior-Senior High	7	52	53.8	13.5	32.7	38.5	15.4	0.0	46.2	48.1	0.0	52	69.2	1.9	28.8	36.5	32.7	0.0	30.8	57.7	0.0	52	42.3	0.0	57.7	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	30.8	25.0	23.1	21.2	3.00	2.56	NA
2003-04	Educational Service District 123	02	Asotin	02420	Asotin-Anatone	2434	Asotin Junior-Senior High	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	43	34.9	20.9	44.2	25.6	9.3	0.0	65.1	0.0	NA	NA	NA	NA	NA	NA	2.23
2003-04	Educational Service District 123	02	Asotin	02420	Asotin-Anatone	2434	Asotin Junior-Senior High	10	40	37.5	32.5	30.0	25.0	12.5	0.0	62.5	NA	0.0	39	71.8	7.7	20.5	30.8	41.0	0.0	28.2	NA	2.4	40	75.0	0.0	25.0	0.0	0	NA	NA	NA	NA	40	25.0	45.0	30.0	25.0	0.0	0.0	75.0	0.0	30.0	37.5	17.5	15.0	3.05	2.18	1.80
2003-04	Educational Service District 123	02	Asotin	02420	Asotin-Anatone	2507	Asotin Elementary	4	52	78.8	9.6	11.5	32.7	46.2	0.0	21.2	75.0	0.0	51	90.2	0.0	9.8	54.9	35.3	0.0	9.8	86.3	1.9	52	73.1	0.0	26.9	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	63.5	19.2	11.5	5.8	3.25	3.15	NA
2003-04	Educational Service District 123	02	Asotin	02420	Asotin-Anatone	2507	Asotin Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	48	33.3	8.3	58.3	27.1	6.3	0.0	66.7	0.0	NA	NA	NA	NA	NA	NA	2.31
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	2824	Eastgate Elementary	4	77	59.7	16.9	23.4	31.2	28.6	0.0	40.3	58.4	1.3	77	74.0	1.3	24.7	48.1	26.0	0.0	26.0	68.8	1.3	77	58.4	0.0	41.6	1.3	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	44.2	23.4	13.0	19.5	2.99	2.71	NA
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	2824	Eastgate Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	80	17.5	52.5	30.0	17.5	0.0	0.0	82.5	0.0	NA	NA	NA	NA	NA	NA	1.65
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	2825	Westgate Elementary	4	64	45.3	25.0	29.7	31.3	14.1	0.0	54.7	40.6	0.0	64	70.3	9.4	20.3	57.8	12.5	0.0	29.7	60.9	0.0	64	48.4	0.0	51.6	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	34.4	18.8	23.4	23.4	2.73	2.34	NA
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	2825	Westgate Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	56	19.6	37.5	42.9	17.9	1.8	0.0	80.4	0.0	NA	NA	NA	NA	NA	NA	1.84
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	2826	Kennewick High School	10	305	35.4	37.8	19.8	16.8	18.6	7.0	64.6	NA	1.7	301	54.9	18.3	18.6	11.9	43.0	8.2	45.1	NA	1.7	299	58.5	8.8	41.5	1.7	0	NA	NA	NA	NA	302	24.9	49.5	17.3	22.8	2.1	8.2	75.1	1.7	30.8	20.7	14.9	33.5	2.63	2.02	1.61
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	3077	Hawthorne Elementary	4	78	62.8	11.5	25.6	21.8	41.0	0.0	37.2	59.0	0.0	78	84.6	5.1	10.3	52.6	32.1	0.0	15.4	75.6	0.0	77	50.0	1.3	50.0	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	42.3	26.9	16.7	14.1	3.12	2.92	NA
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	3077	Hawthorne Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	69	26.1	14.5	59.4	21.7	4.3	0.0	73.9	0.0	NA	NA	NA	NA	NA	NA	2.16
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	3144	Washington Elementary	4	91	79.1	2.2	18.7	30.8	48.4	0.0	20.9	76.9	0.0	90	92.2	1.1	6.7	54.4	37.8	0.0	7.8	85.6	0.0	91	65.9	0.0	34.1	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	54.9	30.8	9.9	4.4	3.29	3.25	NA
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	3144	Washington Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	94	37.2	11.7	51.1	34.0	3.2	0.0	62.8	0.0	NA	NA	NA	NA	NA	NA	2.29
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	3267	Highlands Middle School	7	225	30.3	44.2	22.9	22.9	7.4	2.6	69.7	24.2	1.3	224	55.7	8.3	33.5	32.6	23.0	2.6	44.3	46.1	1.7	225	50.0	3.0	50.0	1.3	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	23.3	22.0	21.6	33.2	2.65	1.88	NA
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	3267	Highlands Middle School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	288	37.3	20.3	40.0	33.2	4.1	2.4	62.7	1.3	NA	NA	NA	NA	NA	NA	2.16
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	3315	Edison Elementary	4	67	32.8	32.8	34.3	25.4	7.5	0.0	67.2	31.3	0.0	67	55.2	4.5	40.3	46.3	9.0	0.0	44.8	47.8	0.0	66	38.8	1.5	61.2	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	22.4	20.9	17.9	38.8	2.60	2.07	NA
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	3315	Edison Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	75	9.2	51.3	38.2	9.2	0.0	1.3	90.8	0.0	NA	NA	NA	NA	NA	NA	1.55
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	3369	Vista Elementary	4	89	57.8	11.1	30.0	34.4	23.3	1.1	42.2	52.2	4.3	89	72.2	5.6	21.1	51.1	21.1	1.1	27.8	62.2	4.3	89	47.8	1.1	52.2	4.3	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	37.8	22.2	20.0	20.0	2.86	2.68	NA
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	3369	Vista Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	80	35.6	19.5	36.8	33.3	2.3	8.0	64.4	0.0	NA	NA	NA	NA	NA	NA	2.02
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	3472	Park Middle School	7	276	27.4	48.8	20.7	21.4	6.0	3.2	72.6	19.6	0.0	277	45.3	13.0	38.9	25.3	20.0	2.8	54.7	38.9	0.0	267	41.8	6.3	58.2	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	18.9	17.2	23.2	40.7	2.47	1.78	NA
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	3472	Park Middle School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	263	17.9	40.9	31.6	16.8	1.0	9.6	82.1	0.0	NA	NA	NA	NA	NA	NA	1.59
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	3731	Kamiakin High School	10	327	61.5	21.2	16.4	29.4	32.1	0.9	38.5	NA	0.3	328	80.0	8.8	10.6	15.2	64.8	0.6	20.0	NA	0.3	326	72.7	1.2	27.3	0.3	0	NA	NA	NA	NA	318	40.9	31.8	23.6	38.2	2.7	3.6	59.1	0.3	54.5	21.2	8.2	16.1	3.35	2.71	2.05
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	4028	Desert Hills Middle School	7	275	61.6	17.0	21.0	31.9	29.7	0.4	38.4	53.3	0.0	275	77.2	2.9	19.6	26.4	50.7	0.4	22.8	70.7	0.0	275	65.6	0.4	34.4	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	49.3	21.0	14.5	15.2	3.24	2.74	NA
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	4028	Desert Hills Middle School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	328	57.8	13.4	28.6	53.2	4.6	0.3	42.2	0.0	NA	NA	NA	NA	NA	NA	2.48
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	4072	Canyon View Elementary	4	80	55.0	16.3	28.8	33.8	21.3	0.0	45.0	50.0	1.2	80	77.5	2.5	20.0	43.8	33.8	0.0	22.5	72.5	1.2	80	50.0	0.0	50.0	1.2	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	36.3	27.5	18.8	17.5	3.09	2.60	NA
