PK	BuildingNumber	GradeTested	ReadingPercentMet	MathPercentMet	WritingPercentMet	SciencePercentMet
5898	1941	6	73.3	73.3		
5899	1941	7	66.7	50	73.3	
5900	1941	8	84	48		72
5901	1941	10				
5902	2340	3	71.4	76.6		
5903	2340	4	61.8	69.7	60.5	
5904	2340	5	64.1	54.7		42.2
5905	1653	7				
5906	1653	8				
5907	1861	4				
5908	1861	5				
5909	1861	6				
5910	1861	7				
5911	1861	8				
5912	1861	10				
5913	1892	3	30.4	18.8		
5914	1892	4	33.3	17.4	19.6	
5915	1892	5	28.9	15.9		32.6
5916	1892	6	39.1	26.1		
5917	1892	7				
5918	1892	8	38.5	23.1		30.8
5919	1892	10				
5920	4583	3	83.2	74.8		
5921	4583	4	92.7	80.2	74	
5922	4583	5	79.6	81.7		79.6
5923	2245	6	57.3	46.7		
5924	2245	7	57.5	55	67.5	
5925	2245	8	50.6	33.7		47
5926	1961	6	50	42.9		
5927	1961	7	73.3	53.3	60	
5928	1961	8				
5929	1963	10				
5930	3213	10				
5931	1811	7				
5932	1811	8				
5933	1811	10				
5934	1506	8				
5935	1506	10	26.1		39.1	
5936	1902	3				
5937	1902	4				
5938	1902	5				
5939	1902	6				
5940	1902	7				
5941	1902	8				
5942	1902	10				
5943	1942	3	73.1	65.4		
5944	1942	4				
5945	1942	5				
5946	1942	6	80	66.7		
5947	1942	7				
5948	1942	8				
5949	4286	5				
5950	4286	6				
5951	1897	3				
5952	1897	4				
5953	1897	5				
5954	1897	6				
5955	1882	3				
5956	1882	4				
5957	1882	8				
5958	1882	10				
5959	2001	3				
5960	2001	7				
5961	2001	10				
5962	1838	10	88		100	
5963	1964	3				
5964	1964	4				
5965	1964	5				
5966	1964	6				
5967	1964	7	53.3	53.3	80	
5968	1964	8	60	50		80
5969	1964	10				
5970	1842	8				
5971	1842	10	43.8		53.2	
5972	1857	3				
5973	1857	4				
5974	1857	5				
5975	1857	6				
5976	1857	7				
5977	3507	8				
5978	3507	10				
5979	1938	10				
5980	1951	3				
5981	1951	5				
5982	1951	6				
5983	1951	7				
5984	1951	8				
5985	1951	10				
5986	4218	3	82.8	81.3		
5987	4218	4	55.6	59.7	44.4	
5988	4218	5	67.6	66.2		70.3
5989	4218	6	69.9	64.9		
5990	4218	7	70.9	53.2	78.5	
5991	4218	8	74	66.2		55.8
5992	3925	6				
5993	3925	7				
5994	3925	8				
5995	3925	10				
5996	4570	10	85.1		87.8	
5997	1932	3	13.8	12.3		
5998	1932	4	7.3	3.7		
5999	1932	5	5.9	4.4		10.4
6000	1932	6	7.8	6.9		
6001	1932	7	10.5	6.3	8.3	
6002	1932	8	13.6	2.5		12.3
6003	1932	10				
6004	2549	3	16.7	5.6		
6005	2549	4	64	52	60	
6006	2549	5	19.2	11.5		7.7
6007	4232	6	31.6	21.1		
6008	4232	7	42.9	52.4	18.2	
6009	4232	8	44.4	5.6		27.8
6010	4569	10	84.6		86.5	
6011	4579	3	77.2	72.2		
6012	4579	4	65.5	67	50	
6013	4579	5	76.7	68.6		75.6
6014	4593	6	86.4	71.2		
6015	4593	7	75.6	83.7	79.1	
6016	4593	8	79.1	66.3		86
6017	4586	6	66.3	56.7		
6018	4586	7	65.6	64.8	72.2	
6019	1975	6	96.7	93.3		
6020	1975	7	96.7	90	86.7	
6021	1975	8	96.7	86.7		93.3
6022	4590	6	74.1	56.3		
6023	4590	7	54.1	65.8	76.7	
6024	4591	6	75.6	67.6		
6025	4591	7	63.7	59.8	78.6	
6026	4591	8	66.2	47.3		76.9
6027	3556	3	52.2	65.2		
6028	3556	4	58.3	62.5	45.8	
6029	3556	5	68.8	75		56.3
6030	3556	6	80	64		
6031	3556	7	73.9	65.2	69.6	
6032	3556	8	86.7	53.3		83.3
6033	3556	10	77.8		88.9	
6034	4588	3	59.6	49.1		
6035	4588	4	38.8	19.4	29.9	
6036	4588	5	48.6	47.2		33.3
6037	4587	3	79.5	70.5		
6038	4587	4	73.4	63.8	75.5	
6039	4587	5	73.7	64.6		75.8
6040	4595	3	60.1	54.1		
6041	4595	4	69.1	48.2	56.1	
6042	4595	5	67.7	44.6		56.7
6043	4595	6				
6044	4592	3	86.3	83.2		
6045	4592	4	87.2	87.2	89.4	
6046	4592	5	82.2	77.8		80
6047	1971	8				
6048	1971	10	58.8		50	
6049	1972	10	33.3		33.3	
6050	1987	6				
6051	1987	7				
6052	1987	8				
6053	1987	10				
6054	3553	10	97.3		98.2	
6055	1983	3	50	18.8		
6056	1983	4				
6057	1983	5				
6058	1983	6	91.7	33.3		
6059	1983	7				
6060	1983	8	42.1	21.1		26.3
6061	1983	10	84.6		100	
6062	5021	3				
6063	5021	4				
6064	5021	5				
6065	5021	6	72.7	45.5		
6066	5021	7				
6067	5021	8				
6068	5021	10				
6069	5004	3				
6070	5004	4				
6071	5004	5				
6072	5004	6				
6073	5004	7				
6074	5004	8				
6075	5004	10				
6076	1992	3	58.8	35.3		
6077	1992	4	45.5	18.2	4.5	
6078	1992	5	60	26.7		46.7
6079	1992	6	55	45		
6080	1992	7	73.1	65.4	76.9	
6081	1992	8	59.1	31.8		54.5
6082	1992	10	94.4		100	
6083	3559	6	72	32		
6084	3559	7	59.1	63.6	72.7	
6085	3559	8	53.8	30.8		53.8
6086	1817	3				
6087	1817	4				
6088	1817	5				
6089	1817	6				
6090	1817	7				
6091	1817	8				
6092	1817	10				
6093	5014	10				
6094	1986	3	36.4	18.2		
6095	1986	4	11.1	3.8	7.7	
6096	1986	5	23.1	7.7		12
6097	1986	6	26.9	3.8		
6098	1986	7	16.7	8.3		
6099	1986	8	7.4	3.7		3.7
6100	1986	10	22.6		40	
6101	5032	3	63.2	52.6		
6102	5032	4	31.3	25	25	
6103	5032	5				
6104	5032	6	12.5			
6105	5032	7	42.9	21.4	35.7	
6106	5032	8	5.3			
6107	2594	3	82.6	69.6		
6108	2594	4	90.9	69.7	90.9	
6109	2594	5	76.5	76.5		76.5
6110	1523	4				
6111	1523	5				
6112	1523	8				
6113	1523	10				
6114	4594	3	78.8	70		
6115	4594	4	77.9	53.5	63.5	
6116	4594	5	90.5	65.5		91.7
6117	5015	3	88.6	81.4		
6118	5015	4	86	85.1	90.1	
6119	5015	5	95.1	82.5		98.1
6120	5016	7	56.2	55.3	62.6	
6121	5016	8	50.2	40		44.7
6122	5018	3	77.5	77.5		
6123	5018	4	75	68.2	56.8	
6124	5018	5	61.5	53.8		69.2
6125	5018	6	87.8	73.5		
6126	5020	3	32.8	25.8		
6127	5020	4	27.8	17.3	27.1	
6128	5020	5	39.7	23.1		27.5
6129	4585	10	89.5		89.5	
6130	4574	6	66.5	44.7		
6131	4574	7	63.5	68.9	73	
6132	4574	8	76.5	50		69.4
6133	5027	6	77.2	55.3		
6134	5027	7	70.9	74.5	68.9	
6135	5027	8	72.3	48.9		64.5
6136	5027	10	100		100	
6137	5029	6	66.3	47.7		
6138	5029	7	65.1	65.3	75	
6139	5029	8	58.8	52.9		54.9
6140	5030	3				
6141	5030	4				
6142	5030	5				
6143	5030	6				
6144	5030	7				
6145	5030	8				
6146	5030	10				
6147	5033	10	90		86.7	
6148	5035	3				
6149	5035	4				
6150	5035	5				
6151	5035	6				
6152	5035	7				
6153	5035	8				
6154	5037	10	87.7		87.8	
6155	5040	6	77.9	48.6		
6156	5040	7	72.7	60.8	67.9	
6157	5040	8	60.4	38.9		68.9
6158	5042	10				
6159	5047	3	42.6	23.5		
6160	5047	4	38.3	24.1	24.1	
6161	5047	5	34.2	24.2		30.3
6162	5047	6	42.7	25.2		
6163	5047	7	35.4	22	29.3	
6164	5047	8	34.1	14.6		32.9
6165	5060	10				
6166	4335	6	69.8	64.2		
6167	4335	7	66.1	73.2	67.9	
6168	4335	8	61.5	61.5		69.2
6169	1663	7				
6170	1663	8				
6171	1663	10				
6172	3417	3	84.2	78.9		
6173	3417	4	92.2	84.3	86.3	
6174	3417	5	68.3	61		75.9
6175	1915	3				
6176	1915	4				
6177	1915	5				
6178	1915	6				
6179	1915	8				
6180	1980	10				
6181	5003	10				
6182	5010	6	79.3	66.5		
6183	5010	7	69.5	60.1	75.4	
6184	5010	8	80.8	58.4		71.4
6185	5028	7	48.3	24.1	31	
6186	5028	8	58.3	25		52.8
6187	5028	10	68.8		80	
6188	5049	6	42.4	36.2		
6189	5049	7	45	48.2	42.3	
6190	5049	8	50.7	37.4		32.1
6191	5051	3	88.6	87.8		
6192	5051	4	91.5	85	75.5	
6193	5051	5	86.9	88		84
6194	5052	7	66.5	56.9	68.5	
6195	5052	8	73.9	56		73
6196	5052	10				
6197	5053	3	94.6	90		
6198	5053	4	94.1	87.4	83	
6199	5053	5	97.8	98.9		100
6200	5054	6	83.6	79.5		
6201	5054	7	85.7	78.1	90.5	
6202	5054	8	84	76		85.6
6203	5056	3	94.2	84.7		
6204	5056	4	88.2	81	81.6	
6205	5056	5	87.9	83.6		87.8
6206	5057	6	93.8	84.4		
6207	5057	7	89.7	86.2	72.4	
6208	5057	8	93.3	73.3		96.7
6209	8407	3	33.3	26.7		
6210	8407	4	13.3	6.7		
6211	8407	5	14.3			
6212	8407	6	18.8	12.5		
6213	8407	7				
6214	8407	8	60	10		50
6215	5950	10	40.7		37	
6216	5063	10	65.3		69.1	
6217	5064	10	63.2		70.4	
6218	5065	10	41.2		52.9	
6219	5066	3	72.6	80.2		
6220	5066	4	64.8	85.2	83.3	
6221	5066	5	70.3	64.9		51.3
6222	5070	3				
6223	5070	4				
6224	5070	5				
6225	5070	6				
6226	5070	7				
6227	5070	8				
6228	5070	10				
6229	5071	10	55.7		52.9	
6230	5075	3	80	70		
6231	5075	4	81.8	100	81.8	
6232	5075	5	88.2	94.1		88.2
6233	5076	3				
6234	5076	8				
6235	5078	3	53.8	30.8		
6236	5078	4	60	25	20	
6237	5078	5	69.6	21.7		60.9
6238	5078	6	67.6	29.4		
6239	5078	7	59.4	34.4	50	
6240	5078	8	41.4	31		34.5
6241	5078	10	80		78.6	
6242	5077	10				
6243	5081	10				
6244	5097	10				
6245	1911	10				
6246	5951	10	38		34	
6247	1970	3				
6248	1970	4				
6249	1970	5				
6250	1970	6				
6251	2612	8				
6252	2612	10				
6253	1559	6				
6254	1559	7				
6255	1559	8				
6256	1559	10				
6257	1790	4				
6258	1790	5				
6259	1790	6				
6260	1790	7				
6261	1790	8				
6262	1790	10				
6263	3903	3				
6264	3903	4				
6265	3903	5				
6266	3903	6				
6267	3903	7				
6268	3903	8				
6269	3903	10				
6270	3352	5				
6271	3352	6				
6272	3352	7				
6273	3352	8				
6274	3352	10				
6275	3420	7				
6276	3420	8				
6277	3420	10				
6278	3526	7				
6279	3526	8				
6280	3526	10				
6281	5059	6				
6282	5059	7				
6283	5059	8				
6284	5059	10				
6285	5082	3	77.5	74.2		
6286	5082	4	90.1	70.4	56.3	
6287	5082	5	75.4	69.4		59.7
6288	5085	10	90.1		82.6	
6289	5088	3	84.2	75.8		
6290	5088	4	78.4	58.2	57.5	
6291	5088	5	79.7	75.4		80.4
6292	5088	6	77.8	69.9		
6293	5089	5	72.7	66.1		75.2
6294	5089	6	66.7	37.2		
6295	5089	7	71.9	66.7	85	
6296	5089	8	68.5	64.2		53.7
6297	5090	3	69	56.3		
6298	5090	4	71.6	51.7	56.9	
6299	5091	3	84	81		
6300	5091	4	86.4	86.4	77.3	
6301	5091	5	83.8	74.3		87.8
6302	5092	3	88.3	86.9		
6303	5092	4	83.3	85.9	79.5	
6304	5092	5	86.8	82.5		87.7
6305	5093	3	77.7	71.4		
6306	5093	4	74.4	67.8	60	
6307	5093	5	82.2	58.9		78.9
6308	5093	6	87.8	87		
6309	5094	3	94	93		
6310	5094	4	90.7	82.5	90.7	
6311	5094	5	83.7	65.2		83.7
6312	5094	6	91.8	81.4		
6313	5098	10	82.4		90	
6314	5099	8	76.5	64.7		72.1
6315	5100	3	80.8	67.7		
6316	5100	4	82.4	75.9	80.9	
6317	5100	5	74	67		61
6318	5100	6	78.8	68.6		
6319	5102	10	62.3		72.1	
6320	5101	10	88.5		88.4	
6321	5103	10	94.9		93.2	
6322	5104	8				
6323	5104	10	78.8		87.5	
6324	5106	10	69.2		69.2	
6325	5108	7				
6326	5108	8	40			50
6327	5109	8				
6328	5109	10	77.6		72.9	
6329	5110	3				
6330	5110	6				
6331	5110	7				
6332	5110	8				
6333	5111	10	91.4		91	
6334	5112	3	52.9	35.3		
6335	5112	4				
6336	5112	5				
6337	5112	6				
6338	5112	7				
6339	5112	8				
6340	5112	10				
6341	5114	10				
6342	5115	3	78.5	60		
6343	5115	4	83.9	53.6	67.9	
6344	5115	5	76.4	38.2		80
6345	5115	6	80.8	76.7		
6346	5116	10				
6347	5118	3				
6348	5118	4				
6349	5118	5				
6350	5118	6				
6351	5118	7				
6352	5118	8				
6353	5118	10				
6354	5046	3				
6355	5046	4				
6356	5046	5				
6357	5046	6				
6358	5046	7				
6359	5046	8				
6360	5046	10				
6361	5957	8				
6362	5957	10	11.1		11.5	
6363	5133	5	75.7	66.7		78.9
6364	5133	6	68.2	60.3		
6365	5133	7	68.9	60.9	76.5	
6366	5133	8	67.3	69.7		76.5
6367	5131	5	78	64.2		78.9
6368	5131	6	75	60.2		
6369	5131	7	73.5	72.6	91.5	
6370	5131	8	73.5	54		70.8
6371	5132	3	78.6	69.4		
6372	5132	4	78.4	60.8	69.6	
6373	5125	3	86.8	75		
6374	5125	4	88.2	75	71.1	
6375	5125	5	93.5	85.7		93.5
6376	5159	3	72.5	60		
6377	5159	4	50	53.1	41.7	
6378	5159	5	70.2	66		68.1
6379	5159	6	67	53.8		
6380	5160	3	85.1	77.7		
6381	5160	4	88.1	83.3	81.2	
6382	5160	5	88.4	64		70.9
6383	5160	6	84	71		
6384	4459	3				
6385	5161	4				
6386	5161	5				
6387	5158	3	80.8	80.8		
6388	5158	4	80.4	66.4	75.7	
6389	5158	5	94.8	77.1		97.9
6390	5166	10	60.9		56.5	
6391	5156	3	57.4	61.1		
6392	5156	4	62.2	53.3	48.9	
6393	5156	5	61.4	34.1		47.7
6394	5156	6	57.9	45.6		
6395	5156	7	40.4	29.8	40.4	
6396	5156	8	57.7	28.2		45.1
6397	5156	10	69.4		67.6	
6398	5136	3	77	71		
6399	5136	4	59.8	45.7	56.5	
6400	5136	5	74.7	81.6		71.3
6401	5163	10	51.9		80.8	
6402	5138	6	78.9	56.1		
6403	5138	7	92	82	94	
6404	5138	8	72.1	58.1		60.5
6405	5138	10	87.9		93.9	
6406	5171	6				
6407	5171	8				
6408	5171	10	50		56.7	
6409	5139	3	94.1	85.9		
6410	5139	4	92.5	79.6	87.1	
6411	5139	5	91.4	86.4		93.8
6412	5123	3	72.5	58.8		
6413	5123	4	65.7	43.3	38.8	
6414	5123	5	67.8	60.9		60.9
6415	5148	3	77.7	68.1		
6416	5148	4	65.9	57.6	62.4	
6417	5168	6	83.2	78.5		
6418	5168	7	90.4	87.5	85.6	
6419	5168	8	95.5	87.5		94.3
6420	5167	3	64.2	76.1		
6421	5167	4	78.9	56.3	66.2	
6422	5167	5	65.3	56		54.7
6423	5167	6	74.1	58.8		
6424	5146	3				
6425	5146	4				
6426	5146	5				
6427	5146	6				
6428	5146	7				
6429	5146	8				
6430	5146	10				
6431	5155	3				
6432	5155	4				
6433	5155	5				
6434	5155	6				
6435	5155	7				
6436	5155	8				
6437	5164	7				
6438	5164	8				
6439	5164	10	71.7		75.8	
6440	5142	7	73.7	77.3	81.9	
6441	5142	8	75.3	67.7		73
6442	5165	3	66.7	41.7		
6443	5165	4	59.1	31.8	18.2	
6444	5165	5	55.2	24.1		48.3
6445	5165	6	70.8	45.8		
6446	5165	7	62.5	65.6	40.6	
6447	5165	8	61.1	33.3		61.1
6448	5165	10				
6449	5128	10	95.9		95.7	
6450	5135	6	81.1	67.4		
6451	5135	7	85.8	83.1	92.3	
6452	5135	8	87.1	73.1		91.4
6453	5152	3				
6454	5152	4				
6455	5152	5				
6456	5152	6				
6457	5152	7				
6458	5152	8				
6459	5152	10				
6460	5170	6	35.7	30.8		
6461	5170	7	37.1	28.3	39.7	
6462	5170	8	31	30.1		29.7
6463	5169	10	89.5		84.5	
6464	5149	6				
6465	5149	7				
6466	5149	8				
6467	5149	10	68		56.5	
6468	5144	5				
6469	5144	6	46.5	47.1		
6470	5144	7	40.7	37.3	45.6	
6471	5144	8	45.5	16.7		34.8
6472	5153	6				
6473	5153	7				
6474	5153	8				
6475	5153	10	50		52.9	
6476	3020	3	54.5	41		
6477	3152	3	36.5	46.2		
6478	3152	4	48.9	38.3	25.5	
6479	3152	5	57.4	70.2		55.3
6480	3255	3	59.3	59.3		
6481	3255	4	44.2	25	36.4	
6482	3255	5	69.2	59.6		55.8
6483	3662	3				
6484	3662	8				
6485	4229	3				
6486	4229	4				
6487	5072	3				
6488	5072	6				
6489	5151	6				
6490	5151	7				
6491	5151	8				
6492	5151	10				
6493	5173	3	78	76.3		
6494	5173	4	68.8	59.7	61.8	
6495	5173	5	82.3	69.6		79.7
6496	5175	3	75.4	67.2		
6497	5175	4	78	63.3	64.4	
6498	5175	5	80	72.5		80
6499	5175	6	81.9	63.9		
6500	5175	7	84.5	77.6	93.1	
6501	5175	8	64.4	68.4		76.3
6502	5176	10				
6503	5178	3	59.8	61.4		
6504	5178	4	70.6	67.1	68.2	
6505	5178	5	59	47		27.7
6506	5178	6	68.6	61.6		
6507	5180	3				
6508	5180	4				
6509	5180	5				
6510	5180	6				
6511	5180	7				
6512	5180	8				
6513	5180	10	37.5		37.5	
6514	5181	4				
6515	5181	6				
6516	5181	10				
6517	5184	10				
6518	5186	10				
6519	5189	6				
6520	5189	8				
6521	5189	10				
6522	5191	3				
6523	5191	4				
6524	5191	5				
6525	5191	6				
6526	5191	7				
6527	5191	8	18.8			31.3
6528	5191	10	61.5			
6529	3496	6				
6530	3496	7				
6531	3496	8				
6532	3496	10				
6533	5190	6				
6534	5190	8				
6535	5190	10	66.7		66.7	
6536	5193	8				
6537	5193	10				
6538	5194	8				
6539	5194	10				
6540	5197	8				
6541	5197	10	67.9		58.9	
6542	5192	3				
6543	5192	4				
6544	5192	5				
6545	5192	6				
6546	5192	7				
6547	5192	8				
6548	5192	10				
6549	5195	3	63.2	46		
6550	5195	4	63.3	31.2	36	
6551	5195	5	66.9	34.2		58.6
6552	5196	6	65.9	40.2		
6553	5196	7	61.2	40.4	44.3	
6554	5196	8	57.3	19.3		44.1
6555	5199	10				
6556	5200	6	88.4	83.3		
6557	5200	7	83.4	85.2	84.1	
6558	5200	8	84.2	70.8		82.6
6559	5201	3	92	81		
6560	5201	4	85.8	81.9	81.9	
6561	5201	5	87	82.4		83.3
6562	5203	3	77.8	72.2		
6563	5203	4	88.2	82.4	82.4	
6564	5203	5		70		
6565	5204	3	88.5	84.6		
6566	5204	4	92	88	72	
6567	5204	5	76.2	81		85.7
6568	5205	3	88	84.6		
6569	5205	4	64	48.1	48	
6570	5205	5	88.2	63.2		78.9
6571	5206	7	75.2	57.2	81.2	
6572	5206	8	67.4	41		56.9
6573	5207	3	91.8	86.3		
6574	5207	4	82.9	73.7	69.7	
6575	5207	5	74	61.6		68.5
6576	5207	6	87.9	81.8		
6577	5209	10	68.5		82.6	
6578	5210	10	84.8		83.7	
6579	5211	10	84.2		90.1	
6580	5212	10	82.8		75.9	
6581	5213	10	81.9		86.6	
6582	5214	10	77.3		76.4	
6583	5216	3				
6584	5216	4				
6585	5216	5				
6586	5216	6				
6587	5217	10				
6588	5220	3	94.8	90.6		
6589	5220	4	89.9	90	89.8	
6590	5220	5	89.3	76.2		83.3
6591	5223	10				
6592	5224	8				
6593	5224	10				
6594	5226	10	100		92.9	
6595	5227	8				
6596	5227	10				
6597	5228	3				
6598	5228	4				
6599	5228	5				
6600	5228	6				
6601	5228	7				
6602	5228	8				
6603	5228	10				
6604	5236	3	19.6	19.6		
6605	5236	4				
6606	5236	5				
6607	5236	6				
6608	5236	7	29.6	22.2	33.3	
6609	5236	8	25.8	12.9		22.6
6610	5225	6	78.3	52.2		
6611	5225	7	85.7	57.1	76.2	
6612	5225	8	57.9	68.4		94.7
6613	5231	3				
6614	5231	4				
6615	5231	5				
6616	5231	6				
6617	5231	7				
6618	5238	3				
6619	5238	4				
6620	5238	5	22.7	4.5		31.8
6621	5238	6				
6622	5238	7				
6623	5238	8				
6624	5238	10	43.8		40.6	
6625	5229	3	61.8	64.9		
6626	5229	4	64.2	63	51.3	
6627	5229	5	66.7	45.1		49
6628	5239	3	64.1	75		
6629	5239	4	58.8	46.4	54.4	
6630	5239	5	66.7	57.9		68.4
6631	5240	5				
6632	5240	6	90.3	79.2		
6633	5240	7	79.5	79.5	87.7	
6634	5240	8				
6635	5240	10	100		90.9	
6636	5241	3				
6637	5241	4				
6638	5241	5				
6639	5241	6				
6640	5241	7				
6641	5241	8				
6642	5241	10				
6643	5243	8				
6644	5243	10				
6645	5244	10				
6646	5245	10	90.2		84.6	
6647	5246	3				
6648	5246	4				
6649	5246	5				
6650	5246	6				
6651	5246	7				
6652	5246	8				
6653	5246	10				
6654	5248	3	80	45		
6655	5248	4	95.7	82.6	87	
6656	5250	10				
6657	5251	3	77.9	59.3		
6658	5251	4	54.1	36.1	45.9	
6659	5251	5	60.3	42.9		57.1
6660	5252	3				
6661	5252	4				
6662	5252	6				
6663	5252	7				
6664	5252	8				
6665	5252	10			100	
6666	5254	10				
6667	5255	10				
6668	5256	7				
6669	5256	8				
6670	5256	10				
6671	5257	3	50	20		
6672	5257	4	18.2	27.3	54.5	
6673	5257	5				
6674	5258	10				
6675	5259	8				
6676	5259	10				
6677	5261	3				
6678	5261	4				
6679	5261	5				
6680	5261	6				
6681	5262	3				
6682	5262	4				
6683	5262	5				
6684	5262	6				
6685	5262	7				
6686	5262	8	20.8	8.3		25
6687	5262	10	48.7		51.4	
6688	5264	8				
6689	5264	10				
6690	5267	3				
6691	5267	4				
6692	5267	7				
6693	5267	10				
6694	5272	10				
6695	5273	10				
6696	5275	10	42.7			
6697	5277	10				
6698	5285	3	35.5	27.6		
6699	5285	4	42.6	39.7	26.5	
6700	5285	5	37.3	49.3		37.8
6701	5289	7	54.2	43.8	61.6	
6702	5289	8	32.3	19.4		32.3
6703	5289	10	60.6		68.6	
6704	5265	10	99.2		97.7	
6705	5269	6	74	47.3		
6706	5269	7	67.7	60.4	78.4	
6707	5269	8	65.1	52		67.1
6708	5271	6	81.7	56.7		
6709	5271	7	76.7	60	68.3	
6710	5276	3	62.9	62.9		
6711	5276	4	70	72.5	50	
6712	5276	5	71.4	42.9		78.6
6713	5278	10				
6714	5281	3				
6715	5281	4				
6716	5281	6				
6717	5281	8				
6718	5282	7	26.7	5.9	17.6	
6719	5282	8	30.8	3.8		19.2
6720	5282	10	61.3		59.4	
6721	5286	6	53.5	37.2		
6722	5286	7	38.1	33.3	40.5	
6723	5286	8	39.3	27.9		37.7
6724	5290	6				
6725	5290	7				
6726	5290	8				
6727	5290	10				
6728	5291	3	65	63.3		
6729	5291	4	55.7	44.9	60	
6730	5291	5	59.7	61.3		58.1
6731	5291	6	69.8	47.1		
6732	5291	7	70	53.5	84.3	
6733	5291	8	77.4	47.6		65.5
6734	5292	3	99.3	99.3		
6735	5292	4	99.3	99.3	92.5	
6736	5292	5	100	100		100
6737	5293	6	58.8	41.2		
6738	5293	7	62.5	56.3	62.5	
6739	5293	8	29.4	17.6		29.4
6740	5295	6				
6741	5295	8				
6742	5295	10	34.4		28.1	
6743	5296	3				
6744	5296	4				
6745	5296	5				
6746	5297	6				
6747	5297	8				
6748	5297	10				
6749	5298	8				
6750	5298	10				
6751	5299	10				
6752	5300	3				
6753	5300	4				
6754	5301	10	70.9		72	
6755	5302	10				
