SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	GradeTested	MathTotalTested	MathMetStandard	MathPercentMetStandard	MathLevel1	MathPercentLevel1	MathLevel2	MathPercentLevel2	MathLevelMO	MathPercentLevelMO	MathLevel3	MathPercentLevel3	MathLevel4	MathPercentLevel4	MathNotTested	MathPercentNotTested	MathNotMet	MathPercentNotMet	MathWAASPORT	MathPercentWAASPORT	MathWAASDAW	MathPercentWAASDAW	ReadingTotalTested	ReadMetStandard	ReadPercentMetStandard	ReadingLevel1	ReadingPercentLevel1	ReadingLevel2	ReadingPercentLevel2	ReadingLevelMO	ReadingPercentLevelMO	ReadingLevel3	ReadingPercentLevel3	ReadingLevel4	ReadingPercentLevel4	ReadingNotTested	ReadingPercentNotTested	ReadingNotMet	ReadingPercentNotMet	ReadingWAASPORT	ReadingPercentWAASPORT	ReadingWAASDAW	ReadingPercentWAASDAW	WritingTotalTested	WriteMetStandard	WritePercentMetStandard	WritingLevel1	WritingPercentLevel1	WritingLevel2	WritingPercentLevel2	WritingLevelMO	WritingPercentLevelMO	WritingLevel3	WritingPercentLevel3	WritingLevel4	WritingPercentLevel4	WritingNotTested	WritingPercentNotTested	WritingNotMet	WritingPercentNotMet	WritingWAASPORT	WritingPercentWAASPORT	WritingWAASDAW	WritingPercentWAASDAW	ScienceTotalTested	ScienceMetStandard	SciencePercentMetStandard	ScienceLevel1	SciencePercentLevel1	ScienceLevel2	SciencePercentLevel2	ScienceLevelMO	SciencePercentLevelMO	ScienceLevel3	SciencePercentLevel3	ScienceLevel4	SciencePercentLevel4	ScienceNotTested	SciencePercentNotTested	ScienceNotMet	SciencePercentNotMet	ScienceWAASPORT	SciencePercentWAASPORT	ScienceWAASDAW	SciencePercentWAASDAW	PercentMet3Standards	PercentMet2Standards	PercentMet1Standards	PercentMet0Standards	ReadingLevelIndex	MathLevelIndex	ScienceLevelIndex
2006-07	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	3	4	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	4	2	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	5	2	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	6	4	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	7	2	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	8	5	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	10	5	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 101	01	Adams	01122	Benge School District	3142	Benge Elementary	4	1	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 101	01	Adams	01122	Benge School District	3142	Benge Elementary	5	1	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 101	01	Adams	01122	Benge School District	3142	Benge Elementary	6	1	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 123	01	Adams	01147	Othello School District	2902	Lutacaga Elementary	3	80	37	46.3	23	28.8	20	25.0	0	0.0	31	38.8	6	7.5	0	0.0	43	53.8	2	2.4	0	0.0	80	35	43.8	20	25.0	25	31.3	0	0.0	28	35.0	7	8.8	0	0.0	45	56.3	2	2.4	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	30.5	26.8	42.7	2.27	2.25	NA
2006-07	Educational Service District 123	01	Adams	01147	Othello School District	2902	Lutacaga Elementary	4	85	23	26.4	41	47.1	21	24.1	0	0.0	13	14.9	10	11.5	2	2.3	64	73.6	3	3.3	0	0.0	86	40	46.0	14	16.1	32	36.8	1	1.1	34	39.1	5	5.7	1	1.1	47	54.0	3	3.3	0	0.0	84	25	28.7	32	36.8	27	31.0	2	2.3	20	23.0	3	3.4	3	3.4	62	71.3	3	3.3	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	16.7	15.6	23.3	44.4	2.30	1.86	NA
2006-07	Educational Service District 123	01	Adams	01147	Othello School District	2902	Lutacaga Elementary	5	75	24	32.0	28	37.3	23	30.7	0	0.0	12	16.0	12	16.0	0	0.0	51	68.0	4	5.0	0	0.0	74	35	46.7	15	20.0	24	32.0	2	2.7	24	32.0	9	12.0	1	1.3	40	53.3	4	5.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	73	7	9.3	40	53.3	26	34.7	0	0.0	6	8.0	1	1.3	2	2.7	68	90.7	4	5.0	0	0.0	8.9	16.5	27.8	46.8	2.28	2.11	1.52
2006-07	Educational Service District 123	01	Adams	01147	Othello School District	2902	Lutacaga Elementary	6	68	13	18.8	40	58.0	15	21.7	0	0.0	11	15.9	2	2.9	1	1.4	56	81.2	2	2.8	0	0.0	67	29	41.4	15	21.4	23	32.9	0	0.0	21	30.0	8	11.4	3	4.3	41	58.6	2	2.8	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	18.1	27.8	54.2	2.23	1.61	NA
2006-07	Educational Service District 123	01	Adams	01147	Othello School District	2961	Hiawatha Elementary School	3	83	37	43.5	26	30.6	20	23.5	1	1.2	28	32.9	8	9.4	2	2.4	48	56.5	0	0.0	0	0.0	85	36	41.9	29	33.7	20	23.3	1	1.2	16	18.6	19	22.1	1	1.2	50	58.1	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	34.1	21.2	44.7	2.24	2.14	NA
2006-07	Educational Service District 123	01	Adams	01147	Othello School District	2961	Hiawatha Elementary School	4	83	20	23.8	41	48.8	22	26.2	0	0.0	11	13.1	9	10.7	1	1.2	64	76.2	0	0.0	0	0.0	82	44	52.4	13	15.5	25	29.8	1	1.2	32	38.1	11	13.1	2	2.4	40	47.6	0	0.0	0	0.0	83	37	44.0	20	23.8	26	31.0	0	0.0	30	35.7	7	8.3	1	1.2	47	56.0	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	17.9	25.0	21.4	35.7	2.42	1.83	NA
2006-07	Educational Service District 123	01	Adams	01147	Othello School District	2961	Hiawatha Elementary School	5	76	19	25.0	39	51.3	18	23.7	0	0.0	10	13.2	9	11.8	0	0.0	57	75.0	0	0.0	0	0.0	77	26	33.8	19	24.7	32	41.6	0	0.0	14	18.2	12	15.6	0	0.0	51	66.2	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	77	4	5.2	53	68.8	20	26.0	0	0.0	4	5.2	0	0.0	0	0.0	73	94.8	0	0.0	0	0.0	5.3	15.8	17.1	61.8	2.25	1.86	1.36
2006-07	Educational Service District 123	01	Adams	01147	Othello School District	2961	Hiawatha Elementary School	6	78	24	30.8	31	39.7	23	29.5	0	0.0	15	19.2	9	11.5	0	0.0	54	69.2	0	0.0	0	0.0	78	47	60.3	7	9.0	24	30.8	2	2.6	37	47.4	8	10.3	0	0.0	31	39.7	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	28.2	34.6	37.2	2.54	2.03	NA
2006-07	Educational Service District 123	01	Adams	01147	Othello School District	3015	Othello High School	7	0	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 123	01	Adams	01147	Othello School District	3015	Othello High School	10	165	70	34.7	58	32.4	60	33.5	0	0.0	37	20.7	10	5.6	14	7.8	132	73.7	3	1.4	0	0.0	143	176	86.3	6	3.9	13	8.6	2	1.3	49	32.2	73	48.0	9	5.9	28	18.4	3	1.4	0	0.0	145	159	78.3	8	5.2	26	16.8	4	2.6	38	24.5	69	44.5	10	6.5	44	28.4	3	1.4	0	0.0	132	33	16.4	58	28.9	41	20.4	0	0.0	32	15.9	1	0.5	69	34.3	168	83.6	3	1.4	0	0.0	23.4	45.6	22.8	8.2	3.10	1.84	1.19
2006-07	Educational Service District 123	01	Adams	01147	Othello School District	3471	McFarland Junior	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 123	01	Adams	01147	Othello School District	3471	McFarland Junior	7	251	98	39.0	99	39.4	54	21.5	1	0.4	51	20.3	46	18.3	0	0.0	153	61.0	1	0.4	0	0.0	250	153	61.2	28	11.2	69	27.6	8	3.2	76	30.4	69	27.6	0	0.0	97	38.8	1	0.4	0	0.0	247	171	68.7	37	14.9	39	15.7	6	2.4	108	43.4	57	22.9	2	0.8	78	31.3	1	0.4	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	34.0	22.4	22.8	20.8	2.68	2.17	NA
2006-07	Educational Service District 123	01	Adams	01147	Othello School District	3471	McFarland Junior	8	277	107	38.6	111	40.1	59	21.3	0	0.0	71	25.6	36	13.0	0	0.0	170	61.4	2	0.7	0	0.0	275	171	62.0	29	10.5	75	27.2	5	1.8	93	33.7	73	26.4	1	0.4	105	38.0	2	0.7	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	272	85	31.0	96	35.0	91	33.2	0	0.0	75	27.4	10	3.6	2	0.7	189	69.0	2	0.7	0	0.0	26.0	14.1	26.0	33.9	2.72	2.12	1.98
2006-07	Educational Service District 123	01	Adams	01147	Othello School District	3730	Scootney Springs Elementary	3	86	52	59.8	17	19.5	17	19.5	0	0.0	37	42.5	15	17.2	1	1.1	35	40.2	0	0.0	0	0.0	86	49	56.3	18	20.7	19	21.8	1	1.1	23	26.4	25	28.7	1	1.1	38	43.7	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	50.6	17.2	32.2	2.59	2.55	NA
2006-07	Educational Service District 123	01	Adams	01147	Othello School District	3730	Scootney Springs Elementary	4	87	44	50.0	26	29.5	17	19.3	0	0.0	19	21.6	25	28.4	1	1.1	44	50.0	0	0.0	0	0.0	87	65	73.9	10	11.4	12	13.6	5	5.7	38	43.2	22	25.0	1	1.1	23	26.1	0	0.0	0	0.0	86	39	44.3	22	25.0	25	28.4	0	0.0	33	37.5	6	6.8	2	2.3	49	55.7	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	33.0	25.0	23.9	18.2	2.68	2.47	NA
2006-07	Educational Service District 123	01	Adams	01147	Othello School District	3730	Scootney Springs Elementary	5	81	49	58.3	18	21.4	14	16.7	0	0.0	26	31.0	23	27.4	3	3.6	35	41.7	0	0.0	0	0.0	82	63	75.0	7	8.3	12	14.3	1	1.2	38	45.2	24	28.6	2	2.4	21	25.0	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	81	17	20.2	22	26.2	42	50.0	1	1.2	15	17.9	1	1.2	3	3.6	67	79.8	0	0.0	0	0.0	22.6	35.7	23.8	17.9	2.87	2.57	1.85
2006-07	Educational Service District 123	01	Adams	01147	Othello School District	3730	Scootney Springs Elementary	6	81	33	40.7	29	35.8	19	23.5	0	0.0	21	25.9	12	14.8	0	0.0	48	59.3	0	0.0	0	0.0	81	43	53.1	8	9.9	30	37.0	3	3.7	26	32.1	14	17.3	0	0.0	38	46.9	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	38.3	17.3	44.4	2.49	2.20	NA
2006-07	Educational Service District 101	01	Adams	01158	Lind School District	2903	Lind Jr Sr High	7	20	10	50.0	4	20.0	6	30.0	0	0.0	5	25.0	5	25.0	0	0.0	10	50.0	0	0.0	0	0.0	20	13	65.0	2	10.0	5	25.0	0	0.0	5	25.0	8	40.0	0	0.0	7	35.0	0	0.0	0	0.0	20	13	65.0	3	15.0	4	20.0	0	0.0	10	50.0	3	15.0	0	0.0	7	35.0	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	35.0	35.0	5.0	25.0	2.95	2.55	NA
2006-07	Educational Service District 101	01	Adams	01158	Lind School District	2903	Lind Jr Sr High	8	17	8	47.1	8	47.1	1	5.9	0	0.0	5	29.4	3	17.6	0	0.0	9	52.9	0	0.0	0	0.0	17	10	58.8	3	17.6	4	23.5	0	0.0	6	35.3	4	23.5	0	0.0	7	41.2	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	17	6	35.3	6	35.3	5	29.4	0	0.0	5	29.4	1	5.9	0	0.0	11	64.7	0	0.0	0	0.0	35.3	5.9	23.5	35.3	2.65	2.18	2.06
2006-07	Educational Service District 101	01	Adams	01158	Lind School District	2903	Lind Jr Sr High	10	14	6	35.3	3	20.0	7	46.7	0	0.0	3	20.0	1	6.7	1	6.7	11	73.3	1	5.6	0	0.0	10	13	76.5	0	0.0	3	27.3	0	0.0	4	36.4	3	27.3	1	9.1	4	36.4	1	5.6	0	0.0	13	13	76.5	0	0.0	3	21.4	0	0.0	6	42.9	4	28.6	1	7.1	4	28.6	1	5.6	0	0.0	16	2	11.8	9	52.9	5	29.4	0	0.0	2	11.8	0	0.0	1	5.9	15	88.2	1	5.6	0	0.0	26.7	20.0	40.0	13.3	2.73	2.00	1.47
2006-07	Educational Service District 101	01	Adams	01158	Lind School District	3421	Lind Elementary School	3	18	11	61.1	5	27.8	2	11.1	0	0.0	8	44.4	3	16.7	0	0.0	7	38.9	1	5.3	0	0.0	18	11	61.1	3	16.7	4	22.2	0	0.0	7	38.9	4	22.2	0	0.0	7	38.9	1	5.3	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	52.6	10.5	36.8	2.67	2.50	NA
2006-07	Educational Service District 101	01	Adams	01158	Lind School District	3421	Lind Elementary School	4	13	8	61.5	3	23.1	2	15.4	0	0.0	4	30.8	4	30.8	0	0.0	5	38.5	0	0.0	0	0.0	13	9	69.2	1	7.7	3	23.1	0	0.0	8	61.5	1	7.7	0	0.0	4	30.8	0	0.0	0	0.0	13	7	53.8	3	23.1	3	23.1	0	0.0	7	53.8	0	0.0	0	0.0	6	46.2	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	46.2	7.7	30.8	15.4	2.69	2.69	NA
2006-07	Educational Service District 101	01	Adams	01158	Lind School District	3421	Lind Elementary School	5	18	8	44.4	5	27.8	5	27.8	0	0.0	3	16.7	5	27.8	0	0.0	10	55.6	0	0.0	0	0.0	18	10	55.6	0	0.0	8	44.4	0	0.0	5	27.8	5	27.8	0	0.0	8	44.4	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	18	5	27.8	5	27.8	8	44.4	0	0.0	5	27.8	0	0.0	0	0.0	13	72.2	0	0.0	0	0.0	27.8	11.1	22.2	38.9	2.83	2.44	2.00
2006-07	Educational Service District 101	01	Adams	01158	Lind School District	3421	Lind Elementary School	6	21	8	38.1	5	23.8	8	38.1	0	0.0	7	33.3	1	4.8	0	0.0	13	61.9	0	0.0	0	0.0	21	16	76.2	1	4.8	4	19.0	0	0.0	11	52.4	5	23.8	0	0.0	5	23.8	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	33.3	47.6	19.0	2.95	2.19	NA
2006-07	Educational Service District 101	01	Adams	01160	Ritzville School District	2132	Ritzville High School	10	33	26	78.8	4	12.1	3	9.1	0	0.0	13	39.4	13	39.4	0	0.0	7	21.2	0	0.0	0	0.0	33	32	97.0	0	0.0	1	3.0	0	0.0	11	33.3	21	63.6	0	0.0	1	3.0	0	0.0	0	0.0	32	28	87.5	0	0.0	4	12.5	0	0.0	12	37.5	16	50.0	0	0.0	4	12.5	0	0.0	0	0.0	33	13	39.4	8	24.2	12	36.4	0	0.0	13	39.4	0	0.0	0	0.0	20	60.6	0	0.0	0	0.0	72.7	15.2	12.1	0.0	3.61	3.06	2.15
2006-07	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	3	27	24	88.9	0	0.0	3	11.1	0	0.0	17	63.0	7	25.9	0	0.0	3	11.1	0	0.0	0	0.0	27	24	88.9	0	0.0	3	11.1	0	0.0	13	48.1	11	40.7	0	0.0	3	11.1	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	81.5	14.8	3.7	3.30	3.15	NA
2006-07	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	4	29	16	53.3	7	23.3	6	20.0	0	0.0	5	16.7	11	36.7	1	3.3	14	46.7	0	0.0	0	0.0	31	23	74.2	2	6.5	6	19.4	0	0.0	14	45.2	9	29.0	0	0.0	8	25.8	0	0.0	0	0.0	31	18	58.1	2	6.5	11	35.5	0	0.0	9	29.0	9	29.0	0	0.0	13	41.9	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	41.9	25.8	9.7	22.6	2.97	2.60	NA
2006-07	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	5	24	16	66.7	3	12.5	5	20.8	0	0.0	11	45.8	5	20.8	0	0.0	8	33.3	0	0.0	0	0.0	24	17	70.8	1	4.2	6	25.0	0	0.0	9	37.5	8	33.3	0	0.0	7	29.2	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	24	4	16.7	8	33.3	12	50.0	0	0.0	4	16.7	0	0.0	0	0.0	20	83.3	0	0.0	0	0.0	12.5	54.2	8.3	25.0	3.00	2.75	1.83
2006-07	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	6	30	20	66.7	5	16.7	5	16.7	0	0.0	16	53.3	4	13.3	0	0.0	10	33.3	0	0.0	0	0.0	30	21	70.0	2	6.7	7	23.3	0	0.0	12	40.0	9	30.0	0	0.0	9	30.0	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	60.0	16.7	23.3	2.93	2.63	NA
2006-07	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	7	26	15	57.7	6	23.1	5	19.2	0	0.0	10	38.5	5	19.2	0	0.0	11	42.3	0	0.0	0	0.0	26	19	73.1	0	0.0	7	26.9	0	0.0	8	30.8	11	42.3	0	0.0	7	26.9	0	0.0	0	0.0	26	14	53.8	3	11.5	9	34.6	0	0.0	13	50.0	1	3.8	0	0.0	12	46.2	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	34.6	30.8	19.2	15.4	3.15	2.54	NA
2006-07	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	8	33	18	52.9	7	20.6	8	23.5	0	0.0	16	47.1	2	5.9	1	2.9	16	47.1	0	0.0	0	0.0	33	16	47.1	3	8.8	14	41.2	0	0.0	15	44.1	1	2.9	1	2.9	18	52.9	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	33	11	32.4	6	17.6	16	47.1	0	0.0	11	32.4	0	0.0	1	2.9	23	67.6	0	0.0	0	0.0	23.5	29.4	11.8	35.3	2.35	2.32	2.09
