SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	GradeTested	MathTotalTested	MathMetStandard	MathPercentMetStandard	MathLevel1	MathPercentLevel1	MathLevel2	MathPercentLevel2	MathLevelMO	MathPercentLevelMO	MathLevel3	MathPercentLevel3	MathLevel4	MathPercentLevel4	MathNotTested	MathPercentNotTested	MathNotMet	MathPercentNotMet	MathWAASPORT	MathPercentWAASPORT	MathWAASDAW	MathPercentWAASDAW	ReadingTotalTested	ReadMetStandard	ReadPercentMetStandard	ReadingLevel1	ReadingPercentLevel1	ReadingLevel2	ReadingPercentLevel2	ReadingLevelMO	ReadingPercentLevelMO	ReadingLevel3	ReadingPercentLevel3	ReadingLevel4	ReadingPercentLevel4	ReadingNotTested	ReadingPercentNotTested	ReadingNotMet	ReadingPercentNotMet	ReadingWAASPORT	ReadingPercentWAASPORT	ReadingWAASDAW	ReadingPercentWAASDAW	WritingTotalTested	WriteMetStandard	WritePercentMetStandard	WritingLevel1	WritingPercentLevel1	WritingLevel2	WritingPercentLevel2	WritingLevelMO	WritingPercentLevelMO	WritingLevel3	WritingPercentLevel3	WritingLevel4	WritingPercentLevel4	WritingNotTested	WritingPercentNotTested	WritingNotMet	WritingPercentNotMet	WritingWAASPORT	WritingPercentWAASPORT	WritingWAASDAW	WritingPercentWAASDAW	ScienceTotalTested	ScienceMetStandard	SciencePercentMetStandard	ScienceLevel1	SciencePercentLevel1	ScienceLevel2	SciencePercentLevel2	ScienceLevelMO	SciencePercentLevelMO	ScienceLevel3	SciencePercentLevel3	ScienceLevel4	SciencePercentLevel4	ScienceNotTested	SciencePercentNotTested	ScienceNotMet	SciencePercentNotMet	ScienceWAASPORT	SciencePercentWAASPORT	ScienceWAASDAW	SciencePercentWAASDAW	PercentMet3Standards	PercentMet2Standards	PercentMet1Standards	PercentMet0Standards	ReadingLevelIndex	MathLevelIndex	ScienceLevelIndex
2006-07	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	2159	Prospect Point Elementary	3	92	62	67.4	14	15.2	16	17.4	2	2.2	43	46.7	17	18.5	0	0.0	30	32.6	0	0.0	0	0.0	91	63	68.5	12	13.0	16	17.4	0	0.0	29	31.5	34	37.0	1	1.1	29	31.5	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	60.9	15.2	23.9	2.90	2.64	NA
2006-07	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	2159	Prospect Point Elementary	4	93	50	53.8	22	23.7	21	22.6	0	0.0	22	23.7	28	30.1	0	0.0	43	46.2	1	1.1	0	0.0	93	69	74.2	7	7.5	17	18.3	1	1.1	52	55.9	16	17.2	0	0.0	24	25.8	1	1.1	0	0.0	93	53	57.0	14	15.1	26	28.0	2	2.2	31	33.3	20	21.5	0	0.0	40	43.0	1	1.1	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	37.2	25.5	20.2	17.0	2.81	2.60	NA
2006-07	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	2159	Prospect Point Elementary	5	96	49	51.0	28	29.2	19	19.8	0	0.0	28	29.2	21	21.9	0	0.0	47	49.0	2	2.0	0	0.0	96	61	63.5	13	13.5	22	22.9	2	2.1	34	35.4	25	26.0	0	0.0	35	36.5	2	2.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	96	30	31.3	31	32.3	35	36.5	2	2.1	27	28.1	1	1.0	0	0.0	66	68.8	2	2.0	0	0.0	27.6	22.4	15.3	34.7	2.70	2.44	1.94
2006-07	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	2528	Edison Elementary School	3	42	28	66.7	2	4.8	12	28.6	0	0.0	22	52.4	6	14.3	0	0.0	14	33.3	0	0.0	0	0.0	42	27	64.3	0	0.0	15	35.7	1	2.4	17	40.5	9	21.4	0	0.0	15	35.7	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	57.1	16.7	26.2	2.79	2.76	NA
2006-07	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	2528	Edison Elementary School	4	36	17	47.2	10	27.8	9	25.0	0	0.0	6	16.7	11	30.6	0	0.0	19	52.8	0	0.0	0	0.0	36	26	72.2	2	5.6	8	22.2	0	0.0	17	47.2	9	25.0	0	0.0	10	27.8	0	0.0	0	0.0	36	23	63.9	3	8.3	10	27.8	2	5.6	16	44.4	5	13.9	0	0.0	13	36.1	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	27.8	36.1	27.8	8.3	2.92	2.50	NA
2006-07	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	2528	Edison Elementary School	5	38	24	63.2	9	23.7	5	13.2	0	0.0	5	13.2	19	50.0	0	0.0	14	36.8	1	2.6	0	0.0	38	30	78.9	3	7.9	5	13.2	3	7.9	9	23.7	18	47.4	0	0.0	8	21.1	1	2.6	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	38	18	47.4	8	21.1	12	31.6	1	2.6	13	34.2	4	10.5	0	0.0	20	52.6	1	2.6	0	0.0	41.0	25.6	10.3	23.1	2.95	2.89	2.29
2006-07	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	2780	Pioneer Middle School	6	217	93	42.9	61	28.1	63	29.0	0	0.0	52	24.0	41	18.9	0	0.0	124	57.1	4	1.8	0	0.0	218	141	64.7	14	6.4	63	28.9	7	3.2	96	44.0	38	17.4	0	0.0	77	35.3	4	1.8	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	37.6	30.8	31.7	2.66	2.34	NA
2006-07	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	2780	Pioneer Middle School	7	201	92	45.1	58	28.4	51	25.0	0	0.0	52	25.5	40	19.6	3	1.5	112	54.9	4	1.9	0	0.0	202	125	61.3	20	9.8	57	27.9	1	0.5	69	33.8	55	27.0	2	1.0	79	38.7	4	1.9	0	0.0	201	133	65.2	19	9.3	49	24.0	5	2.5	88	43.1	40	19.6	3	1.5	71	34.8	4	1.9	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	37.5	21.2	17.3	24.0	2.75	2.33	NA
2006-07	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	2780	Pioneer Middle School	8	193	99	51.3	45	23.3	49	25.4	0	0.0	67	34.7	32	16.6	0	0.0	94	48.7	4	2.0	0	0.0	194	138	71.1	11	5.7	45	23.2	0	0.0	70	36.1	68	35.1	0	0.0	56	28.9	3	1.5	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	193	94	48.5	30	15.5	69	35.6	0	0.0	77	39.7	17	8.8	1	0.5	100	51.5	3	1.5	0	0.0	38.6	15.7	21.3	24.4	3.01	2.45	2.41
2006-07	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	3468	Walla Walla High School	10	455	266	55.4	95	20.1	101	21.4	4	0.8	151	31.9	104	22.0	18	3.8	214	45.2	10	2.0	0	0.0	464	403	84.1	23	4.9	47	10.0	6	1.3	121	25.7	267	56.8	6	1.3	76	16.2	10	2.0	0	0.0	464	408	84.6	25	5.3	39	8.2	14	3.0	170	35.9	216	45.6	10	2.1	74	15.6	10	2.0	0	0.0	455	231	48.4	127	26.6	97	20.3	3	0.6	211	44.2	17	3.6	22	4.6	246	51.6	10	2.0	0	0.0	50.9	30.9	9.5	8.7	3.29	2.47	2.14
2006-07	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	3510	Garrison Middle School	6	203	56	26.9	98	47.1	49	23.6	2	1.0	34	16.3	20	9.6	5	2.4	152	73.1	0	0.0	0	0.0	203	122	58.7	27	13.0	54	26.0	15	7.2	68	32.7	39	18.8	5	2.4	86	41.3	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	27.9	34.6	37.5	2.38	1.82	NA
2006-07	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	3510	Garrison Middle School	7	191	88	45.4	64	33.0	39	20.1	0	0.0	50	25.8	38	19.6	3	1.5	106	54.6	0	0.0	0	0.0	192	133	68.6	21	10.8	38	19.6	4	2.1	50	25.8	79	40.7	2	1.0	61	31.4	0	0.0	0	0.0	191	140	72.5	25	13.0	26	13.5	6	3.1	81	42.0	53	27.5	2	1.0	53	27.5	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	42.8	23.7	13.9	19.6	2.90	2.29	NA
2006-07	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	3510	Garrison Middle School	8	199	96	47.8	58	28.9	45	22.4	1	0.5	68	33.8	27	13.4	2	1.0	105	52.2	0	0.0	0	0.0	199	146	72.6	16	8.0	37	18.4	10	5.0	64	31.8	72	35.8	2	1.0	55	27.4	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	198	102	51.0	42	21.0	54	27.0	5	2.5	74	37.0	23	11.5	2	1.0	98	49.0	0	0.0	0	0.0	41.5	12.5	25.5	20.5	2.84	2.29	2.32
2006-07	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	3728	Sharpstein Elementary School	3	75	43	57.3	20	26.7	12	16.0	1	1.3	30	40.0	12	16.0	0	0.0	32	42.7	0	0.0	0	0.0	75	51	68.0	11	14.7	13	17.3	2	2.7	32	42.7	17	22.7	0	0.0	24	32.0	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	53.3	18.7	28.0	2.68	2.43	NA
2006-07	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	3728	Sharpstein Elementary School	4	55	31	56.4	14	25.5	10	18.2	0	0.0	16	29.1	15	27.3	0	0.0	24	43.6	0	0.0	0	0.0	54	45	81.8	1	1.8	8	14.5	2	3.6	27	49.1	16	29.1	1	1.8	10	18.2	0	0.0	0	0.0	55	31	56.4	11	20.0	13	23.6	4	7.3	21	38.2	6	10.9	0	0.0	24	43.6	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	36.4	34.5	18.2	10.9	2.95	2.58	NA
2006-07	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	3728	Sharpstein Elementary School	5	74	48	64.9	13	17.6	13	17.6	1	1.4	23	31.1	24	32.4	0	0.0	26	35.1	0	0.0	0	0.0	74	56	75.7	2	2.7	16	21.6	2	2.7	29	39.2	25	33.8	0	0.0	18	24.3	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	74	24	32.4	19	25.7	31	41.9	2	2.7	21	28.4	1	1.4	0	0.0	50	67.6	0	0.0	0	0.0	29.7	28.4	27.0	14.9	2.99	2.76	2.00
2006-07	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	4071	Lincoln Alternative High School	10	28	5	13.9	21	58.3	2	5.6	0	0.0	4	11.1	1	2.8	8	22.2	31	86.1	0	0.0	0	0.0	22	11	26.8	6	15.0	6	15.0	3	7.5	5	12.5	2	5.0	18	45.0	30	75.0	0	0.0	0	0.0	30	13	31.7	12	29.3	5	12.2	5	12.2	7	17.1	1	2.4	11	26.8	28	68.3	0	0.0	0	0.0	24	1	3.0	22	66.7	1	3.0	0	0.0	1	3.0	0	0.0	9	27.3	32	97.0	0	0.0	0	0.0	16.7	33.3	38.1	11.9	1.02	1.14	0.82
2006-07	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	4193	Blue Ridge Elementary	3	42	15	35.7	17	40.5	10	23.8	1	2.4	11	26.2	3	7.1	0	0.0	27	64.3	0	0.0	0	0.0	42	20	47.6	14	33.3	8	19.0	1	2.4	11	26.2	8	19.0	0	0.0	22	52.4	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	26.2	31.0	42.9	2.26	1.95	NA
2006-07	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	4193	Blue Ridge Elementary	4	33	13	39.4	12	36.4	8	24.2	1	3.0	10	30.3	2	6.1	0	0.0	20	60.6	0	0.0	0	0.0	33	18	54.5	5	15.2	10	30.3	1	3.0	16	48.5	1	3.0	0	0.0	15	45.5	0	0.0	0	0.0	33	7	21.2	17	51.5	9	27.3	0	0.0	5	15.2	2	6.1	0	0.0	26	78.8	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	15.2	24.2	21.2	39.4	2.33	2.00	NA
2006-07	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	4193	Blue Ridge Elementary	5	44	22	50.0	13	29.5	9	20.5	2	4.5	11	25.0	9	20.5	0	0.0	22	50.0	0	0.0	0	0.0	44	35	79.5	5	11.4	4	9.1	5	11.4	16	36.4	14	31.8	0	0.0	9	20.5	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	44	13	29.5	15	34.1	16	36.4	2	4.5	11	25.0	0	0.0	0	0.0	31	70.5	0	0.0	0	0.0	25.0	25.0	34.1	15.9	2.66	2.27	1.82
2006-07	Educational Service District 123	36	Walla Walla	36250	College Place School District	2114	Davis Elementary	3	91	53	58.2	22	24.2	16	17.6	1	1.1	41	45.1	11	12.1	0	0.0	38	41.8	2	2.2	0	0.0	91	47	51.6	16	17.6	28	30.8	0	0.0	29	31.9	18	19.8	0	0.0	44	48.4	2	2.2	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	39.8	28.0	32.3	2.54	2.43	NA
2006-07	Educational Service District 123	36	Walla Walla	36250	College Place School District	3541	John Sager Middle School	7	105	47	44.8	33	31.4	25	23.8	1	1.0	30	28.6	16	15.2	0	0.0	58	55.2	1	0.9	0	0.0	104	65	61.9	16	15.2	23	21.9	4	3.8	30	28.6	31	29.5	1	1.0	40	38.1	1	0.9	0	0.0	105	39	37.1	25	23.8	41	39.0	2	1.9	26	24.8	11	10.5	0	0.0	66	62.9	1	0.9	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	25.5	23.6	19.8	31.1	2.63	2.26	NA
2006-07	Educational Service District 123	36	Walla Walla	36250	College Place School District	3541	John Sager Middle School	8	94	34	36.2	35	37.2	25	26.6	0	0.0	16	17.0	18	19.1	0	0.0	60	63.8	2	2.0	0	0.0	95	59	62.1	11	11.6	25	26.3	1	1.1	22	23.2	36	37.9	0	0.0	36	37.9	2	2.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	94	35	36.8	27	28.4	32	33.7	0	0.0	26	27.4	9	9.5	1	1.1	60	63.2	2	2.0	0	0.0	26.8	10.3	32.0	30.9	2.85	2.18	2.16
2006-07	Educational Service District 123	36	Walla Walla	36250	College Place School District	4488	Meadow Brook Intermediate School	4	80	38	47.5	26	32.5	16	20.0	1	1.3	21	26.3	16	20.0	0	0.0	42	52.5	2	2.4	0	0.0	80	61	76.3	5	6.3	14	17.5	5	6.3	36	45.0	20	25.0	0	0.0	19	23.8	2	2.4	0	0.0	80	40	50.0	15	18.8	25	31.3	1	1.3	33	41.3	6	7.5	0	0.0	40	50.0	2	2.4	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	32.9	26.8	17.1	23.2	2.76	2.31	NA
2006-07	Educational Service District 123	36	Walla Walla	36250	College Place School District	4488	Meadow Brook Intermediate School	5	89	46	51.7	26	29.2	17	19.1	4	4.5	22	24.7	20	22.5	0	0.0	43	48.3	0	0.0	0	0.0	88	63	70.8	4	4.5	21	23.6	7	7.9	33	37.1	23	25.8	1	1.1	26	29.2	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	88	29	32.6	24	27.0	35	39.3	4	4.5	22	24.7	3	3.4	1	1.1	60	67.4	0	0.0	0	0.0	30.3	20.2	25.8	23.6	2.66	2.31	1.93
2006-07	Educational Service District 123	36	Walla Walla	36250	College Place School District	4488	Meadow Brook Intermediate School	6	79	33	41.8	19	24.1	27	34.2	0	0.0	24	30.4	9	11.4	0	0.0	46	58.2	1	1.3	0	0.0	79	54	68.4	5	6.3	20	25.3	0	0.0	37	46.8	17	21.5	0	0.0	25	31.6	1	1.3	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	40.0	28.8	31.3	2.84	2.29	NA
2006-07	Educational Service District 123	36	Walla Walla	36300	Touchet School District	2160	Touchet Elem & High School	3	25	18	69.2	2	7.7	5	19.2	0	0.0	15	57.7	3	11.5	1	3.8	8	30.8	0	0.0	0	0.0	25	17	65.4	1	3.8	7	26.9	0	0.0	8	30.8	9	34.6	1	3.8	9	34.6	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	61.5	19.2	19.2	2.88	2.65	NA
2006-07	Educational Service District 123	36	Walla Walla	36300	Touchet School District	2160	Touchet Elem & High School	4	20	5	25.0	8	40.0	7	35.0	0	0.0	4	20.0	1	5.0	0	0.0	15	75.0	0	0.0	0	0.0	20	14	70.0	0	0.0	6	30.0	2	10.0	10	50.0	2	10.0	0	0.0	6	30.0	0	0.0	0	0.0	20	7	35.0	7	35.0	6	30.0	0	0.0	6	30.0	1	5.0	0	0.0	13	65.0	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	25.0	10.0	35.0	30.0	2.50	1.90	NA
2006-07	Educational Service District 123	36	Walla Walla	36300	Touchet School District	2160	Touchet Elem & High School	5	28	12	42.9	9	32.1	7	25.0	0	0.0	6	21.4	6	21.4	0	0.0	16	57.1	1	3.4	0	0.0	28	22	78.6	1	3.6	5	17.9	0	0.0	13	46.4	9	32.1	0	0.0	6	21.4	1	3.4	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	28	9	31.0	5	17.2	14	48.3	1	3.4	7	24.1	1	3.4	1	3.4	20	69.0	0	0.0	0	0.0	20.7	31.0	27.6	20.7	3.07	2.32	2.00
2006-07	Educational Service District 123	36	Walla Walla	36300	Touchet School District	2160	Touchet Elem & High School	6	27	9	33.3	7	25.9	11	40.7	0	0.0	7	25.9	2	7.4	0	0.0	18	66.7	0	0.0	0	0.0	27	15	55.6	2	7.4	10	37.0	0	0.0	8	29.6	7	25.9	0	0.0	12	44.4	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	29.6	29.6	40.7	2.74	2.15	NA
2006-07	Educational Service District 123	36	Walla Walla	36300	Touchet School District	2160	Touchet Elem & High School	7	21	14	63.6	4	18.2	3	13.6	0	0.0	9	40.9	5	22.7	1	4.5	8	36.4	0	0.0	0	0.0	21	18	81.8	1	4.5	2	9.1	0	0.0	9	40.9	9	40.9	1	4.5	4	18.2	0	0.0	0	0.0	21	18	81.8	1	4.5	2	9.1	0	0.0	17	77.3	1	4.5	1	4.5	4	18.2	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	68.2	18.2	0.0	13.6	3.09	2.59	NA
2006-07	Educational Service District 123	36	Walla Walla	36300	Touchet School District	2160	Touchet Elem & High School	8	30	9	30.0	11	36.7	10	33.3	0	0.0	5	16.7	4	13.3	0	0.0	21	70.0	0	0.0	0	0.0	30	20	66.7	1	3.3	9	30.0	0	0.0	11	36.7	9	30.0	0	0.0	10	33.3	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	30	8	26.7	5	16.7	17	56.7	0	0.0	4	13.3	4	13.3	0	0.0	22	73.3	0	0.0	0	0.0	23.3	6.7	40.0	30.0	2.93	2.07	2.23
2006-07	Educational Service District 123	36	Walla Walla	36300	Touchet School District	2160	Touchet Elem & High School	10	26	7	26.9	12	46.2	7	26.9	0	0.0	5	19.2	2	7.7	0	0.0	19	73.1	0	0.0	0	0.0	19	20	76.9	1	5.3	5	26.3	0	0.0	7	36.8	6	31.6	0	0.0	6	31.6	0	0.0	0	0.0	16	25	100.0	0	0.0	0	0.0	1	6.3	9	56.3	6	37.5	0	0.0	0	0.0	0	0.0	0	0.0	26	8	30.8	12	46.2	6	23.1	0	0.0	8	30.8	0	0.0	0	0.0	18	69.2	0	0.0	0	0.0	9.1	45.5	45.5	0.0	2.95	1.88	1.85
2006-07	Educational Service District 123	36	Walla Walla	36400	Columbia (Walla Walla) School District	3012	Columbia Middle School	6	83	37	43.5	24	28.2	22	25.9	0	0.0	24	28.2	13	15.3	2	2.4	48	56.5	0	0.0	0	0.0	83	54	63.5	4	4.7	25	29.4	0	0.0	37	43.5	17	20.0	2	2.4	31	36.5	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	38.8	34.1	27.1	2.74	2.26	NA
2006-07	Educational Service District 123	36	Walla Walla	36400	Columbia (Walla Walla) School District	3012	Columbia Middle School	7	69	33	47.8	19	27.5	17	24.6	0	0.0	19	27.5	14	20.3	0	0.0	36	52.2	0	0.0	0	0.0	69	40	58.0	2	2.9	27	39.1	0	0.0	20	29.0	20	29.0	0	0.0	29	42.0	0	0.0	0	0.0	69	42	60.9	4	5.8	23	33.3	0	0.0	38	55.1	4	5.8	0	0.0	27	39.1	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	36.2	18.8	20.3	24.6	2.84	2.41	NA
2006-07	Educational Service District 123	36	Walla Walla	36400	Columbia (Walla Walla) School District	3012	Columbia Middle School	8	71	34	44.2	13	16.9	24	31.2	0	0.0	29	37.7	5	6.5	6	7.8	43	55.8	1	1.3	0	0.0	71	37	48.1	7	9.1	27	35.1	0	0.0	18	23.4	19	24.7	6	7.8	40	51.9	1	1.3	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	71	38	49.4	11	14.3	22	28.6	0	0.0	35	45.5	3	3.9	6	7.8	39	50.6	1	1.3	0	0.0	34.6	19.2	20.5	25.6	2.48	2.18	2.23
2006-07	Educational Service District 123	36	Walla Walla	36400	Columbia (Walla Walla) School District	3613	Columbia Elementary	3	68	40	58.8	13	19.1	15	22.1	0	0.0	29	42.6	11	16.2	0	0.0	28	41.2	2	2.9	0	0.0	68	45	66.2	4	5.9	19	27.9	0	0.0	27	39.7	18	26.5	0	0.0	23	33.8	2	2.9	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	52.9	15.7	31.4	2.87	2.56	NA
2006-07	Educational Service District 123	36	Walla Walla	36400	Columbia (Walla Walla) School District	3613	Columbia Elementary	4	67	43	63.2	10	14.7	14	20.6	0	0.0	23	33.8	20	29.4	1	1.5	25	36.8	1	1.4	0	0.0	67	50	73.5	2	2.9	15	22.1	0	0.0	35	51.5	15	22.1	1	1.5	18	26.5	1	1.4	0	0.0	67	29	42.6	16	23.5	22	32.4	0	0.0	26	38.2	3	4.4	1	1.5	39	57.4	1	1.4	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	36.2	26.1	20.3	17.4	2.90	2.75	NA
2006-07	Educational Service District 123	36	Walla Walla	36400	Columbia (Walla Walla) School District	3613	Columbia Elementary	5	76	52	68.4	7	9.2	17	22.4	0	0.0	24	31.6	28	36.8	0	0.0	24	31.6	3	3.8	0	0.0	76	53	69.7	1	1.3	22	28.9	0	0.0	27	35.5	26	34.2	0	0.0	23	30.3	3	3.8	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	76	24	31.6	18	23.7	34	44.7	0	0.0	21	27.6	3	3.9	0	0.0	52	68.4	3	3.8	0	0.0	27.8	30.4	19.0	22.8	3.03	2.96	2.12
2006-07	Educational Service District 123	36	Walla Walla	36400	Columbia (Walla Walla) School District	4049	Columbia High School	10	86	33	38.4	31	36.0	22	25.6	0	0.0	24	27.9	9	10.5	0	0.0	53	61.6	2	2.2	0	0.0	86	70	81.4	1	1.2	15	17.4	8	9.3	24	27.9	38	44.2	0	0.0	16	18.6	2	2.2	0	0.0	87	80	92.0	3	3.4	4	4.6	9	10.3	38	43.7	33	37.9	0	0.0	7	8.0	2	2.2	0	0.0	82	24	28.2	47	55.3	11	12.9	2	2.4	22	25.9	0	0.0	3	3.5	61	71.8	2	2.2	0	0.0	37.1	37.1	20.2	5.6	2.97	2.13	1.59
