SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	GradeTested	MathTotalTested	MathMetStandard	MathPercentMetStandard	MathLevel1	MathPercentLevel1	MathLevel2	MathPercentLevel2	MathLevelMO	MathPercentLevelMO	MathLevel3	MathPercentLevel3	MathLevel4	MathPercentLevel4	MathNotTested	MathPercentNotTested	MathNotMet	MathPercentNotMet	MathWAASPORT	MathPercentWAASPORT	MathWAASDAW	MathPercentWAASDAW	ReadingTotalTested	ReadingMetStandard	ReadingPercentMetStandard	ReadingLevel1	ReadingPercentLevel1	ReadingLevel2	ReadingPercentLevel2	ReadingLevelMO	ReadingPercentLevelMO	ReadingLevel3	ReadingPercentLevel3	ReadingLevel4	ReadingPercentLevel4	ReadingNotTested	ReadingPercentNotTested	ReadingNotMet	ReadingPercentNotMet	ReadingWAASPORT	ReadingPercentWAASPORT	ReadingWAASDAW	ReadingPercentWAASDAW	WritingTotalTested	WritingMetStandard	WritingPercentMetStandard	WritingLevel1	WritingPercentLevel1	WritingLevel2	WritingPercentLevel2	WritingLevelMO	WritingPercentLevelMO	WritingLevel3	WritingPercentLevel3	WritingLevel4	WritingPercentLevel4	WritingNotTested	WritingPercentNotTested	WritingNotMet	WritingPercentNotMet	WritingWAASPORT	WritingPercentWAASPORT	WritingWAASDAW	WritingPercentWAASDAW	ScienceTotalTested	ScienceMetStandard	SciencePercentMetStandard	ScienceLevel1	SciencePercentLevel1	ScienceLevel2	SciencePercentLevel2	ScienceLevelMO	SciencePercentLevelMO	ScienceLevel3	SciencePercentLevel3	ScienceLevel4	SciencePercentLevel4	ScienceNotTested	SciencePercentNotTested	ScienceNotMet	SciencePercentNotMet	ScienceWAASPORT	SciencePercentWAASPORT	ScienceWAASDAW	SciencePercentWAASDAW	PercentMet3Standards	PercentMet2Standards	PercentMet1Standards	PercentMet0Standards	ReadingLevelIndex	MathLevelIndex	ScienceLevelIndex
2005-06	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	6	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	7	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	8	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	10	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 101	01	Adams	01122	Benge School District	3142	Benge Elementary	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 101	01	Adams	01122	Benge School District	3142	Benge Elementary	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 101	01	Adams	01122	Benge School District	3142	Benge Elementary	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 101	01	Adams	01122	Benge School District	3142	Benge Elementary	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 123	01	Adams	01147	Othello School District	2902	Lutacaga Elementary	3	80	33	40.2	27	32.9	20	24.4	0	0.0	27	32.9	6	7.3	2	2.4	49	59.8	2	2.3	0	0.0	80	34	42.0	21	25.9	25	30.9	0	0.0	23	28.4	11	13.6	1	1.2	47	58.0	2	2.3	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.0	20.2	48.8	2.27	2.10	NA
2005-06	Educational Service District 123	01	Adams	01147	Othello School District	2902	Lutacaga Elementary	4	69	27	39.1	25	36.2	17	24.6	0	0.0	17	24.6	10	14.5	0	0.0	42	60.9	4	5.1	2	2.5	69	44	63.8	7	10.1	18	26.1	0	0.0	28	40.6	16	23.2	0	0.0	25	36.2	4	5.1	2	2.5	72	36	49.3	14	19.2	22	30.1	0	0.0	31	42.5	5	6.8	1	1.4	37	50.7	4	5.1	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.9	22.1	15.6	32.5	2.77	2.17	NA
2005-06	Educational Service District 123	01	Adams	01147	Othello School District	2902	Lutacaga Elementary	5	64	15	23.4	36	56.3	13	20.3	0	0.0	12	18.8	3	4.7	0	0.0	49	76.6	2	2.6	7	9.1	66	33	49.3	12	17.9	21	31.3	0	0.0	27	40.3	6	9.0	1	1.5	34	50.7	2	2.6	4	5.2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70	3	4.3	48	68.6	19	27.1	0	0.0	3	4.3	0	0.0	0	0.0	67	95.7	3	3.9	0	0.0	2.8	18.1	27.8	51.4	2.37	1.72	1.36
2005-06	Educational Service District 123	01	Adams	01147	Othello School District	2902	Lutacaga Elementary	6	80	17	20.7	44	53.7	19	23.2	0	0.0	14	17.1	3	3.7	2	2.4	65	79.3	3	3.2	9	9.5	82	33	39.8	18	21.7	31	37.3	0	0.0	27	32.5	6	7.2	1	1.2	50	60.2	3	3.2	8	8.4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.1	19.1	61.7	2.23	1.66	NA
2005-06	Educational Service District 123	01	Adams	01147	Othello School District	2961	Hiawatha Elementary School	3	84	27	32.1	35	41.7	22	26.2	0	0.0	21	25.0	6	7.1	0	0.0	57	67.9	0	0.0	0	0.0	81	39	46.4	18	21.4	24	28.6	0	0.0	22	26.2	17	20.2	3	3.6	45	53.6	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.0	28.6	46.4	2.38	1.98	NA
2005-06	Educational Service District 123	01	Adams	01147	Othello School District	2961	Hiawatha Elementary School	4	71	23	31.9	34	47.2	14	19.4	0	0.0	15	20.8	8	11.1	1	1.4	49	68.1	0	0.0	5	6.0	71	44	60.3	11	15.1	16	21.9	0	0.0	33	45.2	11	15.1	2	2.7	29	39.7	0	0.0	4	4.8	74	25	32.5	20	26.0	29	37.7	0	0.0	16	20.8	9	11.7	3	3.9	52	67.5	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.4	10.4	28.6	37.7	2.55	1.93	NA
2005-06	Educational Service District 123	01	Adams	01147	Othello School District	2961	Hiawatha Elementary School	5	74	23	30.7	28	37.3	23	30.7	0	0.0	18	24.0	5	6.7	1	1.3	52	69.3	0	0.0	2	2.6	75	41	53.9	10	13.2	24	31.6	0	0.0	26	34.2	15	19.7	1	1.3	35	46.1	0	0.0	1	1.3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76	3	3.8	44	56.4	29	37.2	0	0.0	2	2.6	1	1.3	2	2.6	75	96.2	0	0.0	0	0.0	3.8	21.8	30.8	43.6	2.58	1.97	1.44
2005-06	Educational Service District 123	01	Adams	01147	Othello School District	2961	Hiawatha Elementary School	6	82	23	28.0	46	56.1	13	15.9	0	0.0	15	18.3	8	9.8	0	0.0	59	72.0	0	0.0	8	8.6	80	33	39.8	13	15.7	34	41.0	0	0.0	27	32.5	6	7.2	3	3.6	50	60.2	0	0.0	8	8.6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.1	23.1	53.8	2.24	1.82	NA
2005-06	Educational Service District 123	01	Adams	01147	Othello School District	3015	Othello High School	10	195	71	36.0	80	40.6	44	22.3	0	0.0	61	31.0	10	5.1	2	1.0	126	64.0	1	0.4	21	9.2	195	150	75.8	15	7.6	30	15.2	0	0.0	57	28.8	93	47.0	3	1.5	48	24.2	1	0.4	18	7.9	196	147	72.8	13	6.4	36	17.8	0	0.0	111	55.0	36	17.8	6	3.0	55	27.2	1	0.4	15	6.6	180	34	18.1	102	54.3	44	23.4	0	0.0	34	18.1	0	0.0	8	4.3	154	81.9	1	0.4	20	8.7	30.8	33.5	17.0	18.8	3.12	1.98	1.55
2005-06	Educational Service District 123	01	Adams	01147	Othello School District	3471	McFarland Junior	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 123	01	Adams	01147	Othello School District	3471	McFarland Junior	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 123	01	Adams	01147	Othello School District	3471	McFarland Junior	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 123	01	Adams	01147	Othello School District	3471	McFarland Junior	7	252	93	36.8	107	42.3	52	20.6	0	0.0	59	23.3	34	13.4	1	0.4	160	63.2	2	0.7	14	5.1	253	144	56.3	21	8.2	88	34.4	0	0.0	80	31.3	64	25.0	3	1.2	112	43.8	2	0.7	11	4.0	251	107	42.5	44	17.5	100	39.7	0	0.0	99	39.3	8	3.2	1	0.4	145	57.5	2	0.7	14	5.1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.2	21.1	22.6	34.1	2.71	2.07	NA
2005-06	Educational Service District 123	01	Adams	01147	Othello School District	3471	McFarland Junior	8	215	66	30.0	91	41.4	58	26.4	0	0.0	47	21.4	19	8.6	5	2.3	154	70.0	1	0.4	20	8.0	218	130	59.1	23	10.5	65	29.5	0	0.0	81	36.8	49	22.3	2	0.9	90	40.9	1	0.4	19	7.6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	217	40	18.1	111	50.2	66	29.9	0	0.0	37	16.7	3	1.4	4	1.8	181	81.9	1	0.4	20	8.0	15.6	12.3	30.0	42.0	2.69	1.93	1.66
2005-06	Educational Service District 123	01	Adams	01147	Othello School District	3471	McFarland Junior	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	100.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 123	01	Adams	01147	Othello School District	3730	Scootney Springs Elementary	3	85	42	49.4	19	22.4	24	28.2	0	0.0	35	41.2	7	8.2	0	0.0	43	50.6	0	0.0	0	0.0	85	47	55.3	15	17.6	23	27.1	0	0.0	23	27.1	24	28.2	0	0.0	38	44.7	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.5	17.6	38.8	2.66	2.35	NA
2005-06	Educational Service District 123	01	Adams	01147	Othello School District	3730	Scootney Springs Elementary	4	77	41	53.2	18	23.4	18	23.4	0	0.0	25	32.5	16	20.8	0	0.0	36	46.8	0	0.0	2	2.5	78	62	78.5	3	3.8	13	16.5	0	0.0	36	45.6	26	32.9	1	1.3	17	21.5	0	0.0	1	1.2	79	51	63.8	7	8.8	21	26.3	0	0.0	41	51.3	10	12.5	1	1.3	29	36.3	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.8	23.8	13.8	18.8	3.05	2.51	NA
2005-06	Educational Service District 123	01	Adams	01147	Othello School District	3730	Scootney Springs Elementary	5	76	40	52.6	21	27.6	15	19.7	0	0.0	24	31.6	16	21.1	0	0.0	36	47.4	0	0.0	3	3.8	75	53	69.7	5	6.6	17	22.4	0	0.0	28	36.8	25	32.9	1	1.3	23	30.3	0	0.0	3	3.8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79	11	13.9	36	45.6	32	40.5	0	0.0	11	13.9	0	0.0	0	0.0	68	86.1	0	0.0	0	0.0	13.9	35.4	25.3	25.3	2.93	2.46	1.68
2005-06	Educational Service District 123	01	Adams	01147	Othello School District	3730	Scootney Springs Elementary	6	68	24	35.3	21	30.9	23	33.8	0	0.0	17	25.0	7	10.3	0	0.0	44	64.7	0	0.0	5	6.8	66	42	62.7	3	4.5	21	31.3	0	0.0	37	55.2	5	7.5	1	1.5	25	37.3	0	0.0	6	8.1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.5	34.2	34.2	2.63	2.15	NA
2005-06	Educational Service District 101	01	Adams	01158	Lind School District	2903	Lind Jr Sr High	7	18	8	44.4	9	50.0	1	5.6	0	0.0	4	22.2	4	22.2	0	0.0	10	55.6	0	0.0	0	0.0	18	9	50.0	2	11.1	7	38.9	2	11.1	4	22.2	3	16.7	0	0.0	9	50.0	0	0.0	0	0.0	18	9	50.0	3	16.7	6	33.3	2	11.1	7	38.9	0	0.0	0	0.0	9	50.0	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.8	22.2	16.7	33.3	2.22	2.17	NA
2005-06	Educational Service District 101	01	Adams	01158	Lind School District	2903	Lind Jr Sr High	8	20	8	40.0	7	35.0	5	25.0	0	0.0	5	25.0	3	15.0	0	0.0	12	60.0	0	0.0	0	0.0	20	13	65.0	1	5.0	6	30.0	0	0.0	8	40.0	5	25.0	0	0.0	7	35.0	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	4	20.0	9	45.0	7	35.0	0	0.0	3	15.0	1	5.0	0	0.0	16	80.0	0	0.0	0	0.0	20.0	15.0	35.0	30.0	2.85	2.20	1.80
2005-06	Educational Service District 101	01	Adams	01158	Lind School District	2903	Lind Jr Sr High	10	22	14	63.6	3	13.6	5	22.7	0	0.0	9	40.9	5	22.7	0	0.0	8	36.4	0	0.0	0	0.0	19	15	78.9	0	0.0	4	21.1	0	0.0	4	21.1	11	57.9	0	0.0	4	21.1	0	0.0	0	0.0	21	13	59.1	2	9.1	6	27.3	0	0.0	8	36.4	5	22.7	1	4.5	9	40.9	0	0.0	0	0.0	21	5	22.7	14	63.6	2	9.1	0	0.0	5	22.7	0	0.0	1	4.5	17	77.3	0	0.0	0	0.0	50.0	9.1	22.7	18.2	3.37	2.73	1.50
2005-06	Educational Service District 101	01	Adams	01158	Lind School District	3421	Lind Elementary School	3	12	7	58.3	4	33.3	1	8.3	0	0.0	6	50.0	1	8.3	0	0.0	5	41.7	0	0.0	0	0.0	12	5	41.7	2	16.7	5	41.7	1	8.3	3	25.0	1	8.3	0	0.0	7	58.3	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.3	33.3	33.3	2.08	2.33	NA
2005-06	Educational Service District 101	01	Adams	01158	Lind School District	3421	Lind Elementary School	4	23	11	47.8	7	30.4	5	21.7	0	0.0	6	26.1	5	21.7	0	0.0	12	52.2	0	0.0	0	0.0	23	20	87.0	0	0.0	3	13.0	0	0.0	11	47.8	9	39.1	0	0.0	3	13.0	0	0.0	0	0.0	23	12	52.2	2	8.7	9	39.1	1	4.3	8	34.8	3	13.0	0	0.0	11	47.8	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.1	21.7	26.1	13.0	3.26	2.39	NA
2005-06	Educational Service District 101	01	Adams	01158	Lind School District	3421	Lind Elementary School	5	20	12	60.0	6	30.0	2	10.0	0	0.0	7	35.0	5	25.0	0	0.0	8	40.0	0	0.0	0	0.0	22	17	77.3	4	18.2	1	4.5	0	0.0	11	50.0	6	27.3	0	0.0	5	22.7	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	7	31.8	6	27.3	9	40.9	0	0.0	7	31.8	0	0.0	0	0.0	15	68.2	0	0.0	0	0.0	31.8	22.7	22.7	22.7	2.86	2.55	2.05
2005-06	Educational Service District 101	01	Adams	01158	Lind School District	3421	Lind Elementary School	6	20	11	55.0	5	25.0	4	20.0	0	0.0	8	40.0	3	15.0	0	0.0	9	45.0	0	0.0	0	0.0	20	12	60.0	1	5.0	7	35.0	0	0.0	6	30.0	6	30.0	0	0.0	8	40.0	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.0	35.0	25.0	2.85	2.45	NA
2005-06	Educational Service District 101	01	Adams	01160	Ritzville School District	2132	Ritzville High School	10	32	17	53.1	9	28.1	6	18.8	0	0.0	14	43.8	3	9.4	0	0.0	15	46.9	0	0.0	0	0.0	33	30	90.9	1	3.0	2	6.1	0	0.0	9	27.3	21	63.6	0	0.0	3	9.1	0	0.0	0	0.0	33	28	84.8	1	3.0	4	12.1	0	0.0	18	54.5	10	30.3	0	0.0	5	15.2	0	0.0	0	0.0	32	7	21.9	14	43.8	11	34.4	0	0.0	6	18.8	1	3.1	0	0.0	25	78.1	0	0.0	0	0.0	51.5	33.3	6.1	9.1	3.52	2.34	1.81
2005-06	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	3	31	22	71.0	1	3.2	8	25.8	0	0.0	12	38.7	10	32.3	0	0.0	9	29.0	0	0.0	0	0.0	32	25	78.1	2	6.3	5	15.6	0	0.0	10	31.3	15	46.9	0	0.0	7	21.9	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62.5	21.9	15.6	3.19	3.00	NA
2005-06	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	4	21	15	68.2	1	4.5	5	22.7	0	0.0	7	31.8	8	36.4	1	4.5	7	31.8	0	0.0	0	0.0	21	20	90.9	0	0.0	1	4.5	0	0.0	8	36.4	12	54.5	1	4.5	2	9.1	0	0.0	0	0.0	22	17	73.9	1	4.3	4	17.4	0	0.0	8	34.8	9	39.1	1	4.3	6	26.1	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56.5	21.7	13.0	8.7	3.36	2.91	NA
2005-06	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	5	27	22	81.5	1	3.7	4	14.8	0	0.0	13	48.1	9	33.3	0	0.0	5	18.5	0	0.0	3	10.0	28	26	89.7	1	3.4	1	3.4	0	0.0	11	37.9	15	51.7	1	3.4	3	10.3	0	0.0	1	3.3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	8	26.7	7	23.3	15	50.0	0	0.0	8	26.7	0	0.0	0	0.0	22	73.3	0	0.0	0	0.0	26.7	46.7	20.0	6.7	3.31	3.11	2.03
