SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	GradeTested	MathTotalTested	MathMetStandard	MathPercentMetStandard	MathLevel1	MathPercentLevel1	MathLevel2	MathPercentLevel2	MathLevelMO	MathPercentLevelMO	MathLevel3	MathPercentLevel3	MathLevel4	MathPercentLevel4	MathNotTested	MathPercentNotTested	MathNotMet	MathPercentNotMet	MathWAASPORT	MathPercentWAASPORT	MathWAASDAW	MathPercentWAASDAW	ReadingTotalTested	ReadingMetStandard	ReadingPercentMetStandard	ReadingLevel1	ReadingPercentLevel1	ReadingLevel2	ReadingPercentLevel2	ReadingLevelMO	ReadingPercentLevelMO	ReadingLevel3	ReadingPercentLevel3	ReadingLevel4	ReadingPercentLevel4	ReadingNotTested	ReadingPercentNotTested	ReadingNotMet	ReadingPercentNotMet	ReadingWAASPORT	ReadingPercentWAASPORT	ReadingWAASDAW	ReadingPercentWAASDAW	WritingTotalTested	WritingMetStandard	WritingPercentMetStandard	WritingLevel1	WritingPercentLevel1	WritingLevel2	WritingPercentLevel2	WritingLevelMO	WritingPercentLevelMO	WritingLevel3	WritingPercentLevel3	WritingLevel4	WritingPercentLevel4	WritingNotTested	WritingPercentNotTested	WritingNotMet	WritingPercentNotMet	WritingWAASPORT	WritingPercentWAASPORT	WritingWAASDAW	WritingPercentWAASDAW	ScienceTotalTested	ScienceMetStandard	SciencePercentMetStandard	ScienceLevel1	SciencePercentLevel1	ScienceLevel2	SciencePercentLevel2	ScienceLevelMO	SciencePercentLevelMO	ScienceLevel3	SciencePercentLevel3	ScienceLevel4	SciencePercentLevel4	ScienceNotTested	SciencePercentNotTested	ScienceNotMet	SciencePercentNotMet	ScienceWAASPORT	SciencePercentWAASPORT	ScienceWAASDAW	SciencePercentWAASDAW	PercentMet3Standards	PercentMet2Standards	PercentMet1Standards	PercentMet0Standards	ReadingLevelIndex	MathLevelIndex	ScienceLevelIndex
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	1742	Valley Academy Of Learning	5	16	7	43.8	4	25.0	5	31.3	0	0.0	5	31.3	2	12.5	0	0.0	9	56.3	0	0.0	0	0.0	16	14	87.5	1	6.3	1	6.3	0	0.0	5	31.3	9	56.3	0	0.0	2	12.5	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	2	12.5	5	31.3	9	56.3	0	0.0	2	12.5	0	0.0	0	0.0	14	87.5	0	0.0	0	0.0	6.3	43.8	37.5	12.5	3.38	2.31	1.81
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	1742	Valley Academy Of Learning	6	13	2	11.1	6	33.3	5	27.8	0	0.0	2	11.1	0	0.0	5	27.8	16	88.9	0	0.0	0	0.0	13	7	41.2	2	11.8	4	23.5	0	0.0	5	29.4	2	11.8	4	23.5	10	58.8	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.1	27.8	61.1	1.94	1.22	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	1742	Valley Academy Of Learning	7	16	6	31.6	5	26.3	5	26.3	0	0.0	5	26.3	1	5.3	3	15.8	13	68.4	0	0.0	0	0.0	16	12	63.2	1	5.3	3	15.8	0	0.0	10	52.6	2	10.5	3	15.8	7	36.8	0	0.0	0	0.0	16	8	42.1	3	15.8	5	26.3	0	0.0	8	42.1	0	0.0	3	15.8	11	57.9	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.1	26.3	21.1	31.6	2.37	1.79	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	1742	Valley Academy Of Learning	8	12	6	42.9	3	21.4	3	21.4	0	0.0	4	28.6	2	14.3	2	14.3	8	57.1	0	0.0	0	0.0	12	9	64.3	0	0.0	3	21.4	0	0.0	6	42.9	3	21.4	2	14.3	5	35.7	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	5	35.7	3	21.4	4	28.6	0	0.0	5	35.7	0	0.0	2	14.3	9	64.3	0	0.0	0	0.0	28.6	21.4	14.3	35.7	2.57	2.07	1.86
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	1742	Valley Academy Of Learning	10	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	2134	Wenatchee High School	7	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	2134	Wenatchee High School	10	446	218	46.4	115	24.5	113	24.0	1	0.2	148	31.5	69	14.7	24	5.1	252	53.6	1	0.2	9	1.8	436	353	75.3	26	5.5	57	12.2	4	0.9	106	22.6	243	51.8	33	7.0	116	24.7	1	0.2	9	1.8	440	302	64.1	41	8.7	97	20.6	4	0.8	142	30.1	156	33.1	31	6.6	169	35.9	1	0.2	9	1.8	400	130	29.9	173	39.8	97	22.3	0	0.0	125	28.7	5	1.1	35	8.0	305	70.1	1	0.2	12	2.3	38.6	22.7	15.9	22.9	3.05	2.26	1.75
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	2279	Lewis And Clark Elementary Sch	3	64	41	64.1	5	7.8	18	28.1	0	0.0	33	51.6	8	12.5	0	0.0	23	35.9	0	0.0	0	0.0	64	33	51.6	7	10.9	24	37.5	0	0.0	24	37.5	9	14.1	0	0.0	31	48.4	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.6	34.4	25.0	2.55	2.69	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	2279	Lewis And Clark Elementary Sch	4	57	41	71.9	4	7.0	12	21.1	0	0.0	29	50.9	12	21.1	0	0.0	16	28.1	1	1.7	2	3.3	57	48	84.2	0	0.0	9	15.8	0	0.0	27	47.4	21	36.8	0	0.0	9	15.8	1	1.7	2	3.3	57	25	42.4	8	13.6	24	40.7	0	0.0	20	33.9	5	8.5	2	3.4	34	57.6	1	1.7	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.3	36.7	16.7	13.3	3.21	2.86	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	2279	Lewis And Clark Elementary Sch	5	72	40	54.8	8	11.0	24	32.9	0	0.0	26	35.6	14	19.2	1	1.4	33	45.2	0	0.0	0	0.0	72	58	79.5	2	2.7	12	16.4	0	0.0	34	46.6	24	32.9	1	1.4	15	20.5	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73	30	41.1	11	15.1	32	43.8	0	0.0	27	37.0	3	4.1	0	0.0	43	58.9	0	0.0	0	0.0	35.6	19.2	30.1	15.1	3.07	2.60	2.30
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	2301	Columbia Elementary School	3	69	31	44.9	22	31.9	16	23.2	0	0.0	26	37.7	5	7.2	0	0.0	38	55.1	0	0.0	0	0.0	70	26	36.6	21	29.6	23	32.4	0	0.0	14	19.7	12	16.9	1	1.4	45	63.4	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.6	21.1	49.3	2.21	2.20	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	2301	Columbia Elementary School	4	61	33	54.1	18	29.5	10	16.4	0	0.0	20	32.8	13	21.3	0	0.0	28	45.9	0	0.0	0	0.0	61	41	67.2	10	16.4	10	16.4	0	0.0	29	47.5	12	19.7	0	0.0	20	32.8	0	0.0	0	0.0	60	19	31.7	22	36.7	19	31.7	0	0.0	15	25.0	4	6.7	0	0.0	41	68.3	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.6	32.8	13.1	29.5	2.70	2.46	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	2301	Columbia Elementary School	5	80	37	46.3	20	25.0	23	28.8	0	0.0	22	27.5	15	18.8	0	0.0	43	53.8	0	0.0	0	0.0	81	50	61.7	8	9.9	23	28.4	0	0.0	21	25.9	29	35.8	0	0.0	31	38.3	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	22	27.5	21	26.3	37	46.3	0	0.0	21	26.3	1	1.3	0	0.0	58	72.5	0	0.0	0	0.0	23.5	22.2	19.8	34.6	2.88	2.40	2.03
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	2347	Mission View Elementary School	3	79	33	41.3	18	22.5	28	35.0	0	0.0	23	28.8	10	12.5	1	1.3	47	58.8	0	0.0	0	0.0	79	37	46.3	21	26.3	21	26.3	0	0.0	22	27.5	15	18.8	1	1.3	43	53.8	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.3	25.0	43.8	2.36	2.29	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	2347	Mission View Elementary School	4	70	35	50.0	17	24.3	18	25.7	0	0.0	19	27.1	16	22.9	0	0.0	35	50.0	0	0.0	0	0.0	70	48	68.6	3	4.3	19	27.1	0	0.0	29	41.4	19	27.1	0	0.0	22	31.4	0	0.0	0	0.0	70	19	27.1	19	27.1	32	45.7	0	0.0	15	21.4	4	5.7	0	0.0	51	72.9	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.7	22.9	22.9	28.6	2.91	2.49	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	2347	Mission View Elementary School	5	102	50	49.0	28	27.5	24	23.5	0	0.0	27	26.5	23	22.5	0	0.0	52	51.0	0	0.0	0	0.0	101	68	66.7	13	12.7	20	19.6	0	0.0	32	31.4	36	35.3	1	1.0	34	33.3	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	101	33	32.4	29	28.4	39	38.2	0	0.0	31	30.4	2	2.0	1	1.0	69	67.6	0	0.0	0	0.0	29.4	17.6	24.5	28.4	2.87	2.44	2.04
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	2907	Washington Elementary School	3	76	57	75.0	5	6.6	14	18.4	0	0.0	41	53.9	16	21.1	0	0.0	19	25.0	0	0.0	0	0.0	76	62	81.6	2	2.6	12	15.8	0	0.0	33	43.4	29	38.2	0	0.0	14	18.4	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.4	19.7	11.8	3.17	2.89	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	2907	Washington Elementary School	4	71	52	73.2	4	5.6	15	21.1	0	0.0	20	28.2	32	45.1	0	0.0	19	26.8	0	0.0	0	0.0	70	60	84.5	1	1.4	9	12.7	0	0.0	37	52.1	23	32.4	1	1.4	11	15.5	0	0.0	0	0.0	71	41	57.7	11	15.5	19	26.8	0	0.0	35	49.3	6	8.5	0	0.0	30	42.3	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.9	28.2	15.5	8.5	3.13	3.13	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	2907	Washington Elementary School	5	79	54	68.4	8	10.1	17	21.5	0	0.0	28	35.4	26	32.9	0	0.0	25	31.6	0	0.0	0	0.0	79	65	82.3	3	3.8	11	13.9	0	0.0	32	40.5	33	41.8	0	0.0	14	17.7	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79	42	53.2	9	11.4	28	35.4	0	0.0	40	50.6	2	2.5	0	0.0	37	46.8	0	0.0	0	0.0	46.8	24.1	15.2	13.9	3.20	2.91	2.44
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	3208	Sunnyslope Elementary School	3	37	32	84.2	1	2.6	4	10.5	0	0.0	21	55.3	11	28.9	1	2.6	6	15.8	0	0.0	0	0.0	37	28	73.7	1	2.6	8	21.1	0	0.0	16	42.1	12	31.6	1	2.6	10	26.3	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.4	21.1	10.5	2.97	3.05	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	3208	Sunnyslope Elementary School	4	41	33	80.5	1	2.4	7	17.1	0	0.0	19	46.3	14	34.1	0	0.0	8	19.5	0	0.0	0	0.0	41	39	95.1	0	0.0	2	4.9	0	0.0	29	70.7	10	24.4	0	0.0	2	4.9	0	0.0	0	0.0	41	30	73.2	0	0.0	11	26.8	0	0.0	23	56.1	7	17.1	0	0.0	11	26.8	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.9	19.5	12.2	2.4	3.20	3.12	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	3208	Sunnyslope Elementary School	5	62	49	79.0	4	6.5	9	14.5	0	0.0	20	32.3	29	46.8	0	0.0	13	21.0	0	0.0	0	0.0	62	54	87.1	0	0.0	8	12.9	0	0.0	24	38.7	30	48.4	0	0.0	8	12.9	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	38	61.3	5	8.1	19	30.6	0	0.0	27	43.5	11	17.7	0	0.0	24	38.7	0	0.0	0	0.0	58.1	21.0	11.3	9.7	3.35	3.19	2.71
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	3209	Abraham Lincoln Elementary	3	95	40	42.1	19	20.0	36	37.9	0	0.0	31	32.6	9	9.5	0	0.0	55	57.9	4	4.0	0	0.0	95	50	52.6	19	20.0	26	27.4	0	0.0	26	27.4	24	25.3	0	0.0	45	47.4	4	4.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.4	15.2	46.5	2.58	2.32	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	3209	Abraham Lincoln Elementary	4	78	50	64.1	14	17.9	14	17.9	0	0.0	26	33.3	24	30.8	0	0.0	28	35.9	1	1.2	0	0.0	78	55	70.5	4	5.1	19	24.4	0	0.0	30	38.5	25	32.1	0	0.0	23	29.5	1	1.2	0	0.0	78	39	50.0	14	17.9	25	32.1	0	0.0	32	41.0	7	9.0	0	0.0	39	50.0	1	1.2	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.3	16.5	16.5	22.8	2.97	2.77	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	3209	Abraham Lincoln Elementary	5	85	38	44.7	23	27.1	24	28.2	0	0.0	23	27.1	15	17.6	0	0.0	47	55.3	3	3.3	0	0.0	85	58	68.2	5	5.9	22	25.9	0	0.0	28	32.9	30	35.3	0	0.0	27	31.8	3	3.3	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85	27	31.8	23	27.1	35	41.2	0	0.0	22	25.9	5	5.9	0	0.0	58	68.2	3	3.3	0	0.0	28.4	14.8	26.1	30.7	2.98	2.35	2.11
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	3210	Pioneer Middle School	6	176	85	47.8	46	25.8	45	25.3	0	0.0	44	24.7	41	23.0	2	1.1	93	52.2	1	0.5	0	0.0	177	114	63.7	11	6.1	52	29.1	0	0.0	67	37.4	47	26.3	2	1.1	65	36.3	1	0.5	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.1	23.8	33.1	2.82	2.43	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	3210	Pioneer Middle School	7	177	75	42.1	61	34.3	41	23.0	0	0.0	45	25.3	30	16.9	1	0.6	103	57.9	3	1.6	0	0.0	177	120	67.4	9	5.1	48	27.0	0	0.0	55	30.9	65	36.5	1	0.6	58	32.6	3	1.6	0	0.0	177	95	53.4	29	16.3	53	29.8	0	0.0	70	39.3	25	14.0	1	0.6	83	46.6	3	1.6	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.6	21.5	19.9	26.0	2.98	2.24	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	3210	Pioneer Middle School	8	207	78	37.5	63	30.3	66	31.7	0	0.0	46	22.1	32	15.4	1	0.5	130	62.5	6	2.7	0	0.0	207	157	75.5	15	7.2	35	16.8	0	0.0	72	34.6	85	40.9	1	0.5	51	24.5	6	2.7	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	208	89	42.8	57	27.4	62	29.8	0	0.0	70	33.7	19	9.1	0	0.0	119	57.2	6	2.7	0	0.0	29.4	18.2	29.0	23.4	3.08	2.22	2.25
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	3269	Special Education School	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	3269	Special Education School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	100.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	100.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	100.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	3370	Orchard Middle School	6	145	51	35.2	46	31.7	48	33.1	0	0.0	26	17.9	25	17.2	0	0.0	94	64.8	0	0.0	7	4.6	146	79	54.1	18	12.3	49	33.6	0	0.0	61	41.8	18	12.3	0	0.0	67	45.9	0	0.0	6	3.9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.9	29.6	41.4	2.54	2.21	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	3370	Orchard Middle School	7	143	67	46.9	46	32.2	30	21.0	0	0.0	42	29.4	25	17.5	0	0.0	76	53.1	0	0.0	6	3.9	145	78	53.8	14	9.7	53	36.6	0	0.0	37	25.5	41	28.3	0	0.0	67	46.2	0	0.0	6	3.9	144	88	60.7	22	15.2	34	23.4	0	0.0	66	45.5	22	15.2	1	0.7	57	39.3	0	0.0	6	3.9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.0	12.7	22.7	28.7	2.72	2.32	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	3370	Orchard Middle School	8	158	55	34.6	57	35.8	46	28.9	0	0.0	40	25.2	15	9.4	1	0.6	104	65.4	0	0.0	3	1.9	158	119	74.8	2	1.3	37	23.3	0	0.0	61	38.4	58	36.5	1	0.6	40	25.2	0	0.0	3	1.9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	158	65	40.9	48	30.2	45	28.3	0	0.0	52	32.7	13	8.2	1	0.6	94	59.1	0	0.0	3	1.9	25.9	18.5	33.3	22.2	3.09	2.07	2.18
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	4423	John Newbery Elementary	3	96	60	61.2	16	16.3	20	20.4	0	0.0	35	35.7	25	25.5	2	2.0	38	38.8	0	0.0	0	0.0	96	56	57.1	20	20.4	20	20.4	0	0.0	27	27.6	29	29.6	2	2.0	42	42.9	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.1	12.2	34.7	2.62	2.66	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	4423	John Newbery Elementary	4	77	50	61.7	17	21.0	10	12.3	0	0.0	23	28.4	27	33.3	4	4.9	31	38.3	0	0.0	0	0.0	77	61	75.3	8	9.9	8	9.9	0	0.0	35	43.2	26	32.1	4	4.9	20	24.7	0	0.0	0	0.0	77	44	54.3	15	18.5	18	22.2	0	0.0	31	38.3	13	16.0	4	4.9	37	45.7	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.1	17.3	12.3	22.2	2.88	2.64	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	4423	John Newbery Elementary	5	93	57	60.0	13	13.7	23	24.2	0	0.0	32	33.7	25	26.3	2	2.1	38	40.0	0	0.0	0	0.0	92	70	74.5	7	7.4	15	16.0	0	0.0	24	25.5	46	48.9	2	2.1	24	25.5	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93	46	48.4	17	17.9	30	31.6	0	0.0	42	44.2	4	4.2	2	2.1	49	51.6	0	0.0	0	0.0	41.7	20.8	13.5	24.0	3.12	2.68	2.31
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	4432	Foothills Middle School	6	192	106	55.2	39	20.3	47	24.5	0	0.0	64	33.3	42	21.9	0	0.0	86	44.8	0	0.0	1	0.5	192	145	75.5	7	3.6	40	20.8	0	0.0	97	50.5	48	25.0	0	0.0	47	24.5	0	0.0	2	1.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52.1	25.3	22.7	2.97	2.57	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	4432	Foothills Middle School	7	206	100	48.5	76	36.9	30	14.6	0	0.0	58	28.2	42	20.4	0	0.0	106	51.5	0	0.0	1	0.5	207	132	63.8	10	4.8	65	31.4	0	0.0	47	22.7	85	41.1	0	0.0	75	36.2	0	0.0	1	0.5	206	131	63.3	23	11.1	52	25.1	0	0.0	66	31.9	65	31.4	1	0.5	76	36.7	0	0.0	1	0.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.3	16.3	17.8	24.5	3.00	2.32	NA
2005-06	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	4432	Foothills Middle School	8	196	112	56.9	40	20.3	44	22.3	0	0.0	61	31.0	51	25.9	1	0.5	85	43.1	0	0.0	0	0.0	196	158	80.2	7	3.6	31	15.7	0	0.0	70	35.5	88	44.7	1	0.5	39	19.8	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	198	106	53.3	29	14.6	63	31.7	0	0.0	82	41.2	24	12.1	1	0.5	93	46.7	0	0.0	0	0.0	45.5	13.5	24.5	16.5	3.20	2.61	2.50
