SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	SchoolTypeCode	GradeSpan	TotalEnrollment	NumberAmericanIndianorAlaskanNative	PercentAmericanIndianorAlaskanNative	NumberAsian	PercentAsian	NumberPacificIslander	PercentPacificIslander	NumberAsianPacificIslander	PercentAsianPacificIslander	NumberBlack	PercentBlack	NumberHispanic	PercentHispanic	NumberWhite	PercentWhite	NumberTwoOrMoreRaces	PercentTwoOrMoreRaces	NumberMales	PercentMales	NumberFemales	PercentFemales	NumberMigrant	PercentMigrant	NumberTransitionalBilingual	PercentTransitionalBilingual	NumberSpecialEducation	PercentSpecialEducation	NumberFreeorReducedPricedMeals	PercentFreeorReducedPricedMeals	NumberSection504	PercentSection504	NumberFosterCare	PercentFosterCare	StudentsPerClassroomTeacher	AvgYearsEducationalExperience	NumberTeachersWithAtLeastMasterDegree	PercentTeachersWithAtLeastMasterDegree
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	3237	Central Kitsap Junior High	P	7-9       	795	5	0.63	43	5.41	4	0.50	47	5.91	24	3.02	70	8.81	546	68.68	103	12.96	386	48.55	409	51.45	0	0.00	6	0.79	80	10.55	222	29.29	34	4.49	2	0.26	18	13.1	29	67.44
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	5199	CK Online Academy	P	9-12      	19	0	0.00	2	10.53	0	0.00	2	10.53	0	0.00	1	5.26	11	57.89	5	26.32	8	42.11	11	57.89	0	0.00	0	0.00	1	3.23	7	22.58	0	0.00	0	0.00		0.0	0	
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	4016	Clear Creek Elementary School	P	PK-6      	585	6	1.03	21	3.59	8	1.37	29	4.96	29	4.96	87	14.87	364	62.22	70	11.97	309	52.82	276	47.18	0	0.00	15	2.63	115	20.18	294	51.58	9	1.58	2	0.35	15	11.4	23	60.53
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	4014	Cottonwood Elementary School	P	PK-6      	342	4	1.17	24	7.02	9	2.63	33	9.65	8	2.34	38	11.11	184	53.80	75	21.93	182	53.22	160	46.78	0	0.00	21	6.36	69	20.91	135	40.91	7	2.12	6	1.82	15	18.6	12	52.17
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	4341	Cougar Valley Elementary	P	PK-6      	548	3	0.55	9	1.64	0	0.00	9	1.64	22	4.01	62	11.31	397	72.45	55	10.04	262	47.81	286	52.19	0	0.00	5	0.96	79	15.19	187	35.96	6	1.15	3	0.58	17	14.7	18	56.25
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	1903	East Side Alt	A	10-12     	61	0	0.00	2	3.28	0	0.00	2	3.28	1	1.64	7	11.48	37	60.66	14	22.95	31	50.82	30	49.18	0	0.00	0	0.00	10	16.39	39	63.93	2	3.28	0	0.00	12	18.3	3	60.00
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	4444	Emerald Heights Elementary	P	PK-6      	563	3	0.53	32	5.68	3	0.53	35	6.22	23	4.09	83	14.74	336	59.68	83	14.74	302	53.64	261	46.36	0	0.00	19	3.38	112	19.93	140	24.91	14	2.49	1	0.18	18	15.6	18	58.06
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	4015	Esquire Hills Elementary	P	PK-6      	423	1	0.24	29	6.86	20	4.73	49	11.58	13	3.07	52	12.29	220	52.01	88	20.80	223	52.72	200	47.28	0	0.00	12	2.84	96	22.75	212	50.24	7	1.66	1	0.24	16	15.6	24	88.89
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	3791	Fairview Junior High School	P	7-9       	663	4	0.60	50	7.54	20	3.02	70	10.56	26	3.92	85	12.82	336	50.68	142	21.42	364	54.90	299	45.10	0	0.00	13	1.99	97	14.83	319	48.78	16	2.45	4	0.61	17	12.8	22	57.89
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	4393	Green Mountain Elementary	P	PK-6      	434	1	0.23	1	0.23	6	1.38	7	1.61	3	0.69	36	8.29	346	79.72	41	9.45	218	50.23	216	49.77	0	0.00	3	0.69	86	19.68	149	34.10	11	2.52	6	1.37	17	13.6	13	52.00
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	3594	Jackson Park Elementary	P	K-6       	534	11	2.06	24	4.49	4	0.75	28	5.24	39	7.30	100	18.73	270	50.56	86	16.10	287	53.75	247	46.25	0	0.00	19	3.98	80	16.77	241	50.52	6	1.26	1	0.21	17	13.4	22	68.75
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	4509	Klahowya Secondary	P	7-12      	944	6	0.64	15	1.59	4	0.42	19	2.01	11	1.17	65	6.89	747	79.13	96	10.17	496	52.54	448	47.46	0	0.00	1	0.11	129	14.27	262	28.98	17	1.88	5	0.55	20	12.1	40	83.33
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	1653	New Frontiers Jr High	A	7-9       	51	0	0.00	0	0.00	1	1.96	1	1.96	2	3.92	4	7.84	39	76.47	5	9.80	26	50.98	25	49.02	0	0.00	0	0.00	10	17.24	41	70.69	3	5.17	0	0.00	17	17.5	1	33.33
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	1740	Off Campus	A	K-12      	186	0	0.00	1	0.54	0	0.00	1	0.54	4	2.15	18	9.68	142	76.34	21	11.29	81	43.55	105	56.45	0	0.00	0	0.00	18	8.53	45	21.33	2	0.95	1	0.47	31	23.1	4	66.67
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	4100	Olympic High School	P	10-12     	920	3	0.33	90	9.78	19	2.07	109	11.85	29	3.15	83	9.02	493	53.59	203	22.07	485	52.72	435	47.28	0	0.00	8	0.90	128	14.48	348	39.37	33	3.73	5	0.57	19	13.9	29	59.18
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	4527	Pinecrest Elementary	P	PK-6      	490	5	1.02	47	9.59	4	0.82	51	10.41	19	3.88	83	16.94	250	51.02	82	16.73	258	52.65	232	47.35	0	0.00	27	5.45	102	20.61	247	49.90	3	0.61	4	0.81	17	12.2	18	62.07
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	4249	Ridgetop Junior High	P	7-9       	656	4	0.61	50	7.62	9	1.37	59	8.99	28	4.27	91	13.87	348	53.05	126	19.21	350	53.35	306	46.65	0	0.00	14	2.16	103	15.92	247	38.18	16	2.47	2	0.31	17	9.8	19	48.72
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	3045	Seabeck Elementary	P	PK-6      	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	4372	Silver Ridge Elementary	P	PK-6      	470	4	0.85	31	6.60	2	0.43	33	7.02	8	1.70	57	12.13	279	59.36	89	18.94	229	48.72	241	51.28	0	0.00	12	2.55	81	17.20	150	31.85	4	0.85	2	0.42	17	18.6	10	37.04
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	4101	Silverdale Elementary	P	PK-6      	428	2	0.47	39	9.11	6	1.40	45	10.51	10	2.34	38	8.88	277	64.72	56	13.08	215	50.23	213	49.77	0	0.00	26	6.03	82	19.03	141	32.71	4	0.93	1	0.23	15	16.9	15	51.72
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	2649	Tracyton Elementary	P	PK-6      	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Olympic Educational Service District 114	18	Kitsap	18401	Central Kitsap School District	4135	Woodlands Elementary	P	K-6       	466	2	0.43	37	7.94	14	3.00	51	10.94	10	2.15	70	15.02	250	53.65	83	17.81	241	51.72	225	48.28	0	0.00	18	3.86	118	25.32	282	60.52	6	1.29	3	0.64	15	13.0	12	38.71
2012-13	Educational Service District 101	32	Spokane	32356	Central Valley School District	3259	Adams Elementary	P	PK-5      	466	1	0.21	7	1.50	4	0.86	11	2.36	5	1.07	38	8.15	390	83.69	21	4.51	246	52.79	220	47.21	0	0.00	31	6.40	84	17.36	273	56.40	19	3.93	0	0.00	21	13.1	20	90.91
2012-13	Educational Service District 101	32	Spokane	32356	Central Valley School District	3918	Barker Center	A	9-12      	114	1	0.88	0	0.00	0	0.00	0	0.00	1	0.88	6	5.26	102	89.47	4	3.51	56	49.12	58	50.88	0	0.00	0	0.00	10	9.01	62	55.86	8	7.21	0	0.00	9	13.5	9	69.23
2012-13	Educational Service District 101	32	Spokane	32356	Central Valley School District	3260	Bowdish Middle School	P	6-8       	515	3	0.58	2	0.39	2	0.39	4	0.78	8	1.55	33	6.41	422	81.94	45	8.74	269	52.23	246	47.77	0	0.00	0	0.00	95	18.16	260	49.71	30	5.74	0	0.00	16	13.2	21	65.63
2012-13	Educational Service District 101	32	Spokane	32356	Central Valley School District	2892	Broadway Elementary	P	PK-5      	461	10	2.17	3	0.65	5	1.08	8	1.74	3	0.65	54	11.71	353	76.57	33	7.16	257	55.75	204	44.25	0	0.00	40	8.75	86	18.82	341	74.62	12	2.63	0	0.00	19	12.4	15	62.50
2012-13	Educational Service District 101	32	Spokane	32356	Central Valley School District	3065	Central Valley High School	P	9-12      	1955	9	0.46	32	1.64	5	0.26	37	1.89	24	1.23	103	5.27	1696	86.75	86	4.40	1020	52.17	935	47.83	0	0.00	27	1.43	163	8.62	534	28.25	91	4.81	0	0.00	21	14.4	64	69.57
2012-13	Educational Service District 101	32	Spokane	32356	Central Valley School District	5068	Central Valley Kindergarten Center	P	K-K       	232	3	1.29	3	1.29	0	0.00	3	1.29	1	0.43	11	4.74	210	90.52	4	1.72	121	52.16	111	47.84	0	0.00	15	6.36	44	18.64	63	26.69	0	0.00	0	0.00	26	7.4	9	100.00
2012-13	Educational Service District 101	32	Spokane	32356	Central Valley School District	3929	Chester Elementary School	P	PK-5      	354	2	0.56	4	1.13	0	0.00	4	1.13	2	0.56	23	6.50	306	86.44	17	4.80	186	52.54	168	47.46	0	0.00	1	0.28	57	16.06	80	22.54	16	4.51	1	0.28	17	11.3	18	85.71
2012-13	Educational Service District 101	32	Spokane	32356	Central Valley School District	3890	Evergreen Middle School	P	6-8       	653	6	0.92	17	2.60	0	0.00	17	2.60	4	0.61	43	6.58	543	83.15	40	6.13	336	51.45	317	48.55	0	0.00	15	2.24	93	13.88	252	37.61	33	4.93	0	0.00	19	11.9	26	76.47
2012-13	Educational Service District 101	32	Spokane	32356	Central Valley School District	2157	Greenacres Elementary	P	1-5       	584	1	0.17	10	1.71	0	0.00	10	1.71	6	1.03	47	8.05	496	84.93	24	4.11	320	54.79	264	45.21	0	0.00	19	3.29	98	16.96	237	41.00	26	4.50	0	0.00	22	12.1	24	88.89
2012-13	Educational Service District 101	32	Spokane	32356	Central Valley School District	3573	Greenacres Middle School	P	6-8       	777	2	0.26	11	1.42	1	0.13	12	1.54	5	0.64	43	5.53	678	87.26	37	4.76	378	48.65	399	51.35	0	0.00	5	0.65	53	6.90	241	31.38	51	6.64	0	0.00	20	10.7	31	79.49
2012-13	Educational Service District 101	32	Spokane	32356	Central Valley School District	4185	Horizon Middle School	P	6-8       	450	8	1.78	2	0.44	1	0.22	3	0.67	1	0.22	25	5.56	383	85.11	30	6.67	243	54.00	207	46.00	0	0.00	1	0.22	65	14.10	136	29.50	13	2.82	0	0.00	17	13.1	17	65.38
2012-13	Educational Service District 101	32	Spokane	32356	Central Valley School District	5166	I-TRACC	A	9-12      	100	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	3.00	95	95.00	2	2.00	55	55.00	45	45.00	0	0.00	0	0.00	2	1.89	61	57.55	5	4.72	0	0.00		0.0	0	
2012-13	Educational Service District 101	32	Spokane	32356	Central Valley School District	4529	Liberty Lake Elementary	P	1-5       	678	2	0.29	15	2.21	0	0.00	15	2.21	3	0.44	24	3.54	597	88.05	37	5.46	347	51.18	331	48.82	0	0.00	13	1.89	74	10.77	113	16.45	44	6.40	0	0.00	22	15.3	24	77.42
2012-13	Educational Service District 101	32	Spokane	32356	Central Valley School District	3127	McDonald Elementary School	P	PK-5      	351	8	2.28	1	0.28	0	0.00	1	0.28	3	0.85	24	6.84	299	85.19	16	4.56	172	49.00	179	51.00	0	0.00	16	4.42	57	15.75	211	58.29	9	2.49	0	0.00	18	11.1	18	94.74
2012-13	Educational Service District 101	32	Spokane	32356	Central Valley School District	2776	North Pines Middle School	P	6-8       	507	7	1.38	4	0.79	5	0.99	9	1.78	12	2.37	35	6.90	418	82.45	26	5.13	259	51.08	248	48.92	0	0.00	28	5.56	74	14.68	365	72.42	27	5.36	0	0.00	15	10.2	20	60.61
2012-13	Educational Service District 101	32	Spokane	32356	Central Valley School District	5003	Off-Campus Special Education	S	PK-13     	22	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	22	100.00	0	0.00	15	68.18	7	31.82	0	0.00	0	0.00	20	100.00	16	80.00	1	5.00	0	0.00		0.0	0	
