,School_ID,School District,School,Enrollment,LowSES
,4123,Deer Park School District,Deer Park High School,701,52.91
,5093,Puyallup School District,Edgerton Elementary,702,24.93
,1875,Battle Ground School District,Homelink River,705,26.1
,2780,Walla Walla Public Schools,Pioneer Middle School,705,60.09
,3435,Bellevue School District,Tillicum Middle School,706,18.58
,4060,Richland School District,Badger Mountain Elementary,707,30.37
,3447,Puyallup School District,Aylen Jr High,709,39.27
,4405,Vancouver School District,Chinook Elementary School,710,20.95
,5015,Snoqualmie Valley School District,Cascade View Elementary School,710,4.03
,3333,Highline School District,Pacific Middle School,711,59.28
,3413,Spokane School District,Salk Middle School,711,51.77
,4408,North Thurston Public Schools,Horizons Elementary,711,32.87
,2394,Auburn School District,Cascade Middle School,713,63.14
,3296,University Place School District,Narrows View Intermediate,713,43.14
,4496,Puyallup School District,Zeiger Elementary,717,34.52
,2885,Lake Stevens School District,Hillcrest Elementary School,718,42.88
,4380,Evergreen School District (Clark),Harmony Elementary School,718,30.35
,3674,Shoreline School District,Albert Einstein Middle School,719,26.99
,3251,Burlington-Edison School District,Lucille Umbarger Elementary,723,65.41
,2453,Ellensburg School District,Morgan Middle School,725,41.12
,4204,Lakewood School District,Lakewood High School,725,22.78
,2828,Vancouver School District,Walnut Grove Elementary,726,64.37
,3191,Mead School District,Mountainside Middle School,727,34.71
,3851,Mead School District,Northwood Middle School,729,28.38
,4560,Evergreen School District (Clark),Illahee Elementary School,729,25.34
,2237,Steilacoom Hist. School District,Pioneer Middle,730,25.17
,4055,East Valley School District (Yakima),East Valley Central Middle School,730,56.85
,5054,Camas School District,Liberty Middle School,732,27.24
,5170,Tacoma School District,First Creek Middle School,732,89.68
,4318,Riverview School District,Tolt Middle School,733,20.14
,4530,Everett School District,Penny Creek Elementary,733,22.28
,4142,South Kitsap School District,John Sedgwick Junior High,734,28.87
,3046,South Kitsap School District,Marcus Whitman Junior High,736,46.97
,4183,Puyallup School District,Ferrucci Jr High,736,42.66
,2476,North Kitsap School District,Poulsbo Middle School,737,27.81
,2673,Moses Lake School District,Frontier Middle School,737,62.67
,4356,Kent School District,Neely O Brien Elementary School,738,66.71
,2299,Clarkston School District,Charles Francis Adams High School,739,43.67
,3016,Vancouver School District,Sarah J Anderson Elementary,740,62.96
,2264,Toppenish School District,Toppenish Middle School,741,100
,3626,Federal Way School District,Sacajawea Middle School,741,61.78
,3774,Seattle Public Schools,Aki Kurose Middle School,742,86.41
,4148,Lake Washington School District,Evergreen Middle School,745,11.46
,5100,Snohomish School District,Little Cedars Elementary School,745,10.29
,4406,Vancouver School District,Alki Middle School,747,26.3
,2435,Seattle Public Schools,Madison Middle School,752,39.95
,3750,Puyallup School District,Ballou Jr High,752,43.18
,3313,Sunnyside School District,Harrison Middle School,753,82.26
,2886,Mukilteo School District,Fairmount Elementary,755,68.58
,3283,Bellevue School District,Tyee Middle School,755,16.49
,2942,Orting School District,Orting High School,756,33.96
,4503,Vancouver School District,Discovery Middle School,759,71.84
,1932,Valley School District,Columbia Virtual Academy,760,2.68
,3038,Issaquah School District,Issaquah Middle School,760,15.47
,2773,Fife School District,Fife High School,761,37.67
,3401,Franklin Pierce School District,Perry G Keithley Middle School,761,77.79
,3085,Pasco School District,Mark Twain Elementary,763,68.54
,3448,Tacoma School District,Truman,763,61.56
,3685,Peninsula School District,Purdy Elementary School,768,18.82
,3381,Federal Way School District,Lakota Middle School,769,52.77
,3631,Bellevue School District,Odle Middle School,771,30.57
,4304,Mukilteo School District,Discovery Elementary,771,76.81
,3711,Olympia School District,Washington Middle School,772,19.43
,4497,Sunnyside School District,Pioneer Elementary School,772,83.08
,3090,Royal School District,Red Rock Elementary,774,100
,3071,Grandview School District,Grandview Middle School,777,71.84
,3573,Central Valley School District,Greenacres Middle School,777,31.38
,4145,Snohomish School District,Valley View Middle School,777,14.53
,4017,Northshore School District,Canyon Creek Elementary,778,17.95
,4344,Mukilteo School District,Horizon Elementary,780,85.89
,4437,Everett School District,Gateway Middle School,780,18.31
,2131,Wapato School District,Wapato Middle School,782,97.75
,3898,Federal Way School District,Illahee Middle School,782,48.6
,4591,Vancouver School District,Jefferson Middle School,782,32.1
,2376,Tacoma School District,Mason,784,37.24
,3088,Quincy School District,Quincy High School,786,75.66
,3493,Northshore School District,Canyon Park Jr High,787,23.27
,4457,Spokane School District,Chase Middle School,787,50.63
,2555,Grandview School District,Grandview High School,788,78.2
,2900,Toppenish School District,Toppenish High School,789,100
,3120,Mukilteo School District,Olympic View Middle School,789,43.54
,3615,Yakima School District,Lewis & Clark Middle School,790,94.01
,4409,North Thurston Public Schools,Komachin Middle School,791,43.83
,5200,Issaquah School District,Pacific Cascade Middle School,791,8.86
,3237,Central Kitsap School District,Central Kitsap Junior High,795,29.29
,3353,Edmonds School District,Meadowdale Middle School,800,42.01
,3052,Puyallup School District,Kalles Junior High,807,31.87
,4425,Mukilteo School District,Voyager Middle School,812,70
,4395,Snohomish School District,Centennial Middle School,814,27.63
,5092,Richland School District,White Bluffs Elementary School,814,14.67
,4443,Puyallup School District,Stahl Junior High,816,39.8
,3356,Spokane School District,Sacajawea Middle School,817,33.05
,4516,Northshore School District,Timbercrest Junior High,819,5.67
,4430,Mukilteo School District,Harbour Pointe Middle School,820,22.66
,3368,Yakima School District,Wilson Middle School,821,74.39
,2910,Battle Ground School District,Yacolt Primary,823,45.15
,3458,White River School District,Glacier Middle School,823,33.5
,4508,Camas School District,Skyridge Middle School,826,15.52
,4506,West Valley School District (Yakima),West Valley Middle School,827,46.1
,4377,Northshore School District,Woodmoor Elementary,832,27.09
,3471,Othello School District,McFarland Middle School,835,83.35
,2344,East Valley School District (Yakima),East Valley High School,836,47.32
,3879,Issaquah School District,Pine Lake Middle School,837,4.63
,2392,Seattle Public Schools,Cleveland High School,838,73.41
,5020,Pasco School District,Virgie Robinson Elementary,844,94.91
,4040,West Valley School District (Yakima),West Valley Jr High,848,43.38
,2467,Anacortes School District,Anacortes High School,849,27.48
,4201,Lynden School District,Lynden High School,851,33.21
,2410,Yakima School District,Franklin Middle School,855,86.09
,3141,Wapato School District,Wapato High School,855,98.03
,4131,Steilacoom Hist. School District,Steilacoom High,856,18.69
,5142,Puyallup School District,Glacier View Junior High,856,29.93
,1777,Monroe School District,Sky Valley Education Center,857,7.96
,4460,Issaquah School District,Beaver Lake Middle School,858,7.03
,4500,Tumwater School District,A G West Black Hills High School,858,25.5
,4546,Selah School District,Selah Intermediate,863,50.47
,5040,Monroe School District,Park Place Middle School,863,38.5
,4441,Bremerton School District,Mountain View Middle School,864,66.11
,3355,Marysville School District,Marysville Middle School,866,52.38
,3752,Everett School District,Eisenhower Middle School,867,41.71
,5016,Kent School District,Mill Creek Middle School,869,75.37
,3472,Kennewick School District,Park Middle School,871,85.03
,4385,Auburn School District,Rainier Middle School,871,46.9
,3146,Vancouver School District,Mcloughlin Middle School,875,82.79
,4453,Tahoma School District,Glacier Park Elementary,877,9.24
,4357,Marysville School District,Cedarcrest School,878,50.29
,2508,Prosser School District,Prosser High School,879,47.4
,4041,Pasco School District,Ruth Livingston Elementary,882,44.23
,4051,Evergreen School District (Clark),Wyeast Middle School,893,53.95
,5085,North Kitsap School District,Kingston High School,893,31.77
,2839,Seattle Public Schools,David T. Denny International School,894,66.86
,3372,Eastmont School District,Eastmont Junior High,896,55.8
,5056,Issaquah School District,Grand Ridge Elementary,896,11.33
,4371,Northshore School District,Skyview Jr High,898,21.13
,2996,Ellensburg School District,Ellensburg High School,899,30.81
,4595,Pasco School District,Maya Angelou Elementary,899,49.61
,3300,Franklin Pierce School District,Morris Ford Middle School,901,66.45
,4334,Everett School District,Heatherwood Middle School,901,25.95
,3636,Issaquah School District,Maywood Middle School,904,14.85
,4155,Pasco School District,James McGee Elementary,906,44.12
,3147,Washougal School District,Washougal High School,907,35.7
,3195,West Valley School District (Spokane),West Valley High School,908,39.88
,4231,Mukilteo School District,Explorer Middle School,910,67.77
,5088,Puyallup School District,Carson Elementary,916,36.19
,4462,Auburn School District,Mt Baker Middle School,919,49.73
,4100,Central Kitsap School District,Olympic High School,920,39.37
,4498,Evergreen School District (Clark),Frontier Middle School,921,45.52
,3524,Riverview School District,Cedarcrest High School,922,16.17
,3476,Aberdeen School District,J M Weatherwax High School,926,53.46
,3902,Vancouver School District,Gaiser Middle School,928,60.74
,4415,Tahoma School District,Rock Creek Elementary,931,17.43
,3267,Kennewick School District,Highlands Middle School,936,70.22
,2848,Tukwila School District,Foster Senior High School,938,72.86
,4429,Kennewick School District,Horse Heaven Hills Middle School,944,44.14
,4509,Central Kitsap School District,Klahowya Secondary,944,28.98
,3785,Evergreen School District (Clark),Cascade Middle School,956,57.95
,3324,Pasco School District,Stevens Middle School,959,92.63
,4028,Kennewick School District,Desert Hills Middle School,963,25.05
,3232,Lake Washington School District,Redmond Middle School,966,17.16
,3338,Bellevue School District,Chinook Middle School,968,11.5
,2721,Richland School District,Carmichael Middle School,971,35.64
,3277,Seattle Public Schools,Whitman Middle School,971,29.93
,4564,Pasco School District,Ellen Ochoa Middle School,971,95.94
,2234,Seattle Public Schools,West Seattle High School,973,41.48
,2371,Seattle Public Schools,Hamilton International Middle School,974,13.33
,3926,Richland School District,Enterprise Middle School,974,21.47
,3095,Seattle Public Schools,Mercer Middle School,982,73.79
,3434,Renton School District,Nelsen Middle School,994,57.13
,2416,Longview School District,R A Long High School,995,58.48
,3280,Renton School District,Dimmitt Middle School,995,74.92
,3648,Franklin Pierce School District,Washington High School,1004,66.67
,2799,Chehalis School District,W F West High School,1008,37.11
,3179,University Place School District,Curtis Junior High,1012,34.86
,3241,Shelton School District,Shelton High School,1012,50.68
,3880,Tacoma School District,Foss,1012,69.79
,2471,Sequim School District,Sequim Senior High,1014,40.16
,3276,Seattle Public Schools,Ingraham High School,1021,38.96
,3253,Everett School District,Evergreen Middle School,1023,59.37
,3074,West Valley School District (Yakima),West Valley High School,1028,32.69
,3219,Mercer Island School District,Islander Middle School,1028,3.97
,5047,Meridian School District,Meridian Parent Partnership Program,1037,2.14
,3022,Moses Lake School District,Chief Moses Middle School,1041,61.79
,3320,Evergreen School District (Clark),Covington Middle School,1044,63.26
,4209,Evergreen School District (Clark),Pacific Middle School,1044,42.41
,3015,Othello School District,Othello High School,1052,69.97
,3282,Bellevue School District,Sammamish Senior High,1054,40.52
,2166,Centralia School District,Centralia High School,1067,59.56
,2362,Burlington-Edison School District,Burlington Edison High School,1100,40.98
,3576,Bellingham School District,Sehome High School,1105,23.78
,2876,Franklin Pierce School District,Franklin Pierce High School,1106,55.49
,3151,Longview School District,Mark Morris High School,1115,37.51
,4386,Lake Washington School District,Inglewood Middle School,1117,5.61
,2553,Bellingham School District,Bellingham High School,1118,30.49
,4427,North Thurston Public Schools,River Ridge High School,1120,40.65
,3286,Tahoma School District,Lake Wilderness Elementary,1127,19.32
,3360,East Valley School District (Spokane),East Valley High School,1128,47.35
,4561,Evergreen School District (Clark),Shahala Middle School,1130,26.61
,3362,Tumwater School District,Tumwater High School,1135,25.24
,2425,Clover Park School District,Clover Park High School,1139,78.11
,5196,Omak School District,Washington Virtual Academy Omak Middle School,1155,27.6
,4064,Seattle Public Schools,Washington Middle School,1159,50.92
,2150,Sedro-Woolley School District,Sedro Woolley Senior High School,1160,44.62
,4556,Tahoma School District,Tahoma Jr High,1171,15.6
,3479,Seattle Public Schools,Nathan Hale High School,1172,29.23
,3610,Cheney School District,Cheney High School,1175,39.74
,4569,White River School District,White River High School,1177,28.08
,2908,Port Angeles School District,Port Angeles High School,1184,40.9
,2106,Spokane School District,North Central High School,1195,52.91
,3109,Bremerton School District,Bremerton High School,1208,57.86
,2633,Yelm School District,Yelm High School 12,1216,38.72
,5213,Marysville School District,MP Pathways of Choice,1219,35.76
,3303,Edmonds School District,Mountlake Terrace High School,1225,31.7
,3035,Renton School District,McKnight Middle School,1231,43.29
,3962,Issaquah School District,Liberty Sr High School,1253,12.92
,3741,Renton School District,Lindbergh Senior High School,1255,46.74
,2615,Central Kitsap School District,Central Kitsap High School,1256,22.97
,2395,Bainbridge Island School District,Bainbridge High School,1259,6.31
,3096,Seattle Public Schools,Chief Sealth International High School,1274,59.51
,3236,North Kitsap School District,North Kitsap High School,1275,25.23
,3343,Shoreline School District,Shorecrest High School,1276,26.59
,5099,Lake Stevens School District,Cavelero Mid High School,1279,30.39
,2475,Renton School District,Renton Senior High School,1284,63.4
,2729,Seattle Public Schools,Eckstein Middle School,1297,25.66
,3771,Lake Washington School District,Juanita High,1303,22.89
,3960,Olympia School District,Capital High School,1317,25.95
,3423,Vancouver School District,Columbia River High,1325,23.97
,2325,Highline School District,Highline High School,1331,64.64
,3081,Vancouver School District,Hudson's Bay High School,1342,63.67
,4585,Sumner School District,Bonney Lake High School,1347,29.17
,3246,Tacoma School District,Wilson,1348,41.1
,5195,Omak School District,Washington Virtual Academy Omak Elementary,1348,27.95
,4515,Bellingham School District,Squalicum High School,1350,37.84
,2727,Eastmont School District,Eastmont Senior High,1359,45.99
,3600,University Place School District,Curtis Senior High,1398,29.93
,3456,Clover Park School District,Lakes High School,1402,50.26
,3766,Federal Way School District,Decatur High School,1402,44.97
,2488,Ferndale School District,Ferndale High School,1406,41.11
,4208,Northshore School District,Woodinville HS,1406,11.9
,2739,Lake Washington School District,Lake Washington High,1409,17.13
,2179,Vancouver School District,Fort Vancouver High School,1420,72.92
,4104,Battle Ground School District,Prairie High School,1430,29.15
,2681,Peninsula School District,Peninsula High School,1442,27.33
,2701,Bellevue School District,Bellevue High School,1443,11.84
,3330,Enumclaw School District,Enumclaw Sr High School,1446,24.09
,2182,Seattle Public Schools,Franklin High School,1447,70.16
,3029,Mercer Island School District,Mercer Island High School,1455,3.87
,3630,Renton School District,Hazen Senior High School,1455,36.25
,2215,Tacoma School District,Lincoln,1457,78.28
,2126,Everett School District,Everett High School,1462,46.51
,2479,Spokane School District,Rogers High School,1468,76.31
,3010,North Thurston Public Schools,North Thurston High School,1484,35.63
,4491,Mead School District,Mt Spokane High School,1486,25.89
,2581,Stanwood-Camano School District,Stanwood High School,1488,22.49
,3921,Shoreline School District,Shorewood High School,1490,25.14
,5037,Auburn School District,Auburn Mountainview High School,1490,40.18
,3398,Tacoma School District,Mt Tahoma,1494,72
,3189,Spokane School District,Shadle Park High School,1505,44.61
,4484,Kennewick School District,Southridge High School,1534,42.54
,2125,Puyallup School District,Puyallup High School,1538,32.1
,2826,Kennewick School District,Kennewick High School,1539,64.78
,3588,Bellevue School District,Interlake Senior High School,1542,24.82
,2266,Kelso School District,Kelso High School,1544,49.09
,3464,Edmonds School District,Meadowdale High School,1546,28.95
,2523,Arlington School District,Arlington High School,1566,25.42
,3833,Richland School District,Hanford High School,1578,21.1
,2807,Bethel School District,Bethel High School,1582,47.11
,3106,Northshore School District,Bothell High School,1582,18.77
,2417,Federal Way School District,Federal Way High School,1588,59.36
,3755,Edmonds School District,Lynnwood High School,1588,45.07
,3279,Highline School District,Mount Rainier High School,1591,49.86
,2795,Auburn School District,Auburn Senior High School,1592,55.63
,3247,Sumner School District,Sumner High School,1600,29.55
,2974,Oak Harbor School District,Oak Harbor High School,1609,34.21
,4528,Monroe School District,Monroe High School,1614,25.64
,4540,Puyallup School District,Emerald Ridge High School,1615,27.71
,4439,Lake Washington School District,Eastlake High School,1618,6.11
,4474,Auburn School District,Auburn Riverside High School,1618,35.81
,2220,Seattle Public Schools,Ballard High School,1620,20.59
,2267,Pasco School District,Mcloughlin Middle School,1623,51.67
,2402,Mead School District,Mead Senior High School,1632,24.94
,3492,Northshore School District,Inglemoor HS,1633,14.62
,3710,North Thurston Public Schools,Timberline High School,1638,32.15
,5128,Snohomish School District,Glacier Peak High School,1640,10.96
,3123,Edmonds School District,Edmonds Woodway High School,1644,27.53
,3412,Spokane School District,Ferris High School,1649,41.19
,4158,Bethel School District,Spanaway Lake High School,1652,51.48
,4492,Kent School District,Kentlake High School,1652,34.72
,3731,Kennewick School District,Kamiakin High School,1654,29.91
,2850,Snoqualmie Valley School District,Mount Si High School,1669,12.26
,2306,Seattle Public Schools,Garfield High School,1671,40.05
,2084,Tacoma School District,Stadium,1685,35.05
,4081,Peninsula School District,Gig Harbor High,1690,12.42
,3486,Bellevue School District,Newport Senior High School,1698,13.19
,2285,Seattle Public Schools,Roosevelt High School,1699,16.74
,3415,Central Valley School District,University High School,1699,38.08
,3645,Puyallup School District,Rogers High School,1699,33.17
,3584,Federal Way School District,Thomas Jefferson High School,1743,47.49
,2426,Lake Stevens School District,Lake Stevens Sr High School,1750,21.85
,2428,Snohomish School District,Snohomish High School,1753,21.64
,3132,Olympia School District,Olympia High School,1767,17.84
,2959,Sunnyside School District,Sunnyside High School,1810,74.04
,2849,Tahoma School District,Tahoma Senior High School,1827,11.45
,2172,Spokane School District,Lewis & Clark High School,1828,34.99
,3407,Everett School District,Cascade High School,1862,41.69
,3528,Lake Washington School District,Redmond High,1864,12.53
,5033,Bethel School District,Graham Kapowsin High School,1866,33.58
,4570,Federal Way School District,Todd Beamer High School,1870,44.67
,3511,Richland School District,Richland High School,1888,26.23
,4567,Camas School District,Camas High School,1893,19.18
,2724,Evergreen School District (Clark),Evergreen High School,1910,50.62
,3468,Walla Walla Public Schools,Walla Walla High School,1911,42.21
,2917,Pasco School District,Pasco Senior High School,1916,75.04
,2295,Mount Vernon School District,Mount Vernon High School,1920,60.12
,4162,Evergreen School District (Clark),Mountain View High School,1922,35.32
,4438,Everett School District,Henry M. Jackson High School,1951,19.96
,3065,Central Valley School District,Central Valley High School,1955,28.25
,4504,Vancouver School District,Skyview High School,1960,27.68
,3206,Yakima School District,Eisenhower High School,1973,69
,3385,Issaquah School District,Issaquah High School,2014,9.1
,4128,Kent School District,Kentwood High School,2015,35.13
,4495,Issaquah School District,Skyline High School,2015,4.2
,5071,Quillayute Valley School District,Insight School of Washington,2029,0.24
,2116,Yakima School District,Davis High School,2091,79.79
,3688,Mukilteo School District,Mariner High School,2094,65.3
,4433,Mukilteo School District,Kamiak High School,2118,18.12
,2797,Kent School District,Kent-Meridian High School,2131,69.59
,2415,Battle Ground School District,Battle Ground High School,2132,36.02
,4523,Evergreen School District (Clark),Heritage High School,2145,50.75
,3215,Moses Lake School District,Moses Lake High School,2151,52.08
,2134,Wenatchee School District,Wenatchee High School,2164,50.6
,2272,South Kitsap School District,South Kitsap High School,2169,34.64
,5111,Evergreen School District (Clark),Union High School,2176,26.9
,3640,Kent School District,Kentridge High School,2185,31.72
,5164,Pasco School District,Chiawana High School,2240,67.31
